cell,gene,expr_real,expr_wt,expr_ko,diff
1744,FOXM1,0.0,0.0,2.0,2.0
1745,FOXM1,0.0,0.0,0.0,0.0
1746,FOXM1,0.0,0.0,0.0,0.0
1747,FOXM1,0.0,6.0,2.0,-4.0
1748,FOXM1,3.0,0.0,0.0,0.0
1749,FOXM1,0.0,0.0,0.0,0.0
1750,FOXM1,0.0,0.0,0.0,0.0
1751,FOXM1,0.0,1.0,0.0,-1.0
1752,FOXM1,0.0,0.0,0.0,0.0
1753,FOXM1,0.0,0.0,0.0,0.0
1754,FOXM1,0.0,2.0,1.0,-1.0
1755,FOXM1,0.0,0.0,0.0,0.0
1756,FOXM1,4.0,0.0,0.0,0.0
1757,FOXM1,2.0,0.0,0.0,0.0
1758,FOXM1,0.0,0.0,0.0,0.0
1759,FOXM1,0.0,2.0,1.0,-1.0
1760,FOXM1,0.0,0.0,0.0,0.0
1761,FOXM1,0.0,1.0,1.0,0.0
1762,FOXM1,0.0,0.0,0.0,0.0
1763,FOXM1,0.0,0.0,0.0,0.0
1764,FOXM1,0.0,0.0,1.0,1.0
1765,FOXM1,0.0,0.0,0.0,0.0
1766,FOXM1,1.0,2.0,1.0,-1.0
1767,FOXM1,2.0,0.0,0.0,0.0
1768,FOXM1,0.0,0.0,0.0,0.0
1769,FOXM1,0.0,2.0,1.0,-1.0
1770,FOXM1,0.0,3.0,1.0,-2.0
1771,FOXM1,0.0,0.0,0.0,0.0
1772,FOXM1,0.0,0.0,0.0,0.0
1773,FOXM1,0.0,0.0,0.0,0.0
1774,FOXM1,0.0,0.0,0.0,0.0
1775,FOXM1,0.0,1.0,0.0,-1.0
1776,FOXM1,0.0,0.0,0.0,0.0
1777,FOXM1,0.0,2.0,0.0,-2.0
1778,FOXM1,0.0,1.0,0.0,-1.0
1779,FOXM1,0.0,0.0,0.0,0.0
1780,FOXM1,0.0,0.0,0.0,0.0
1781,FOXM1,0.0,0.0,0.0,0.0
1782,FOXM1,0.0,1.0,0.0,-1.0
1783,FOXM1,0.0,1.0,0.0,-1.0
1784,FOXM1,0.0,1.0,0.0,-1.0
1785,FOXM1,2.0,0.0,1.0,1.0
1786,FOXM1,1.0,0.0,0.0,0.0
1787,FOXM1,1.0,0.0,0.0,0.0
1788,FOXM1,1.0,0.0,0.0,0.0
1789,FOXM1,0.0,0.0,0.0,0.0
1790,FOXM1,1.0,0.0,0.0,0.0
1791,FOXM1,0.0,0.0,0.0,0.0
1792,FOXM1,0.0,0.0,1.0,1.0
1793,FOXM1,1.0,1.0,1.0,0.0
1794,FOXM1,3.0,2.0,0.0,-2.0
1795,FOXM1,1.0,0.0,0.0,0.0
1796,FOXM1,0.0,1.0,0.0,-1.0
1797,FOXM1,0.0,0.0,2.0,2.0
1798,FOXM1,0.0,0.0,0.0,0.0
1799,FOXM1,0.0,0.0,1.0,1.0
1800,FOXM1,0.0,3.0,0.0,-3.0
1801,FOXM1,0.0,0.0,0.0,0.0
1802,FOXM1,0.0,0.0,0.0,0.0
1803,FOXM1,0.0,2.0,0.0,-2.0
1804,FOXM1,0.0,0.0,0.0,0.0
1805,FOXM1,0.0,0.0,0.0,0.0
1806,FOXM1,0.0,0.0,0.0,0.0
1807,FOXM1,1.0,0.0,0.0,0.0
1808,FOXM1,0.0,0.0,0.0,0.0
1809,FOXM1,0.0,0.0,0.0,0.0
1810,FOXM1,0.0,0.0,1.0,1.0
1811,FOXM1,0.0,0.0,0.0,0.0
1812,FOXM1,0.0,0.0,0.0,0.0
1813,FOXM1,0.0,0.0,0.0,0.0
1814,FOXM1,3.0,2.0,1.0,-1.0
1815,FOXM1,4.0,2.0,2.0,0.0
1816,FOXM1,0.0,2.0,0.0,-2.0
1817,FOXM1,0.0,0.0,0.0,0.0
1818,FOXM1,0.0,0.0,0.0,0.0
1819,FOXM1,2.0,1.0,0.0,-1.0
1820,FOXM1,0.0,0.0,0.0,0.0
1821,FOXM1,0.0,0.0,2.0,2.0
1822,FOXM1,0.0,1.0,1.0,0.0
1823,FOXM1,0.0,0.0,0.0,0.0
1824,FOXM1,1.0,0.0,0.0,0.0
1825,FOXM1,0.0,0.0,0.0,0.0
1826,FOXM1,1.0,1.0,0.0,-1.0
1827,FOXM1,0.0,0.0,0.0,0.0
1828,FOXM1,0.0,0.0,0.0,0.0
1829,FOXM1,1.0,0.0,1.0,1.0
1830,FOXM1,0.0,0.0,0.0,0.0
1831,FOXM1,0.0,0.0,1.0,1.0
1832,FOXM1,0.0,0.0,0.0,0.0
1833,FOXM1,0.0,1.0,0.0,-1.0
1834,FOXM1,0.0,0.0,0.0,0.0
1835,FOXM1,0.0,3.0,0.0,-3.0
1836,FOXM1,0.0,0.0,0.0,0.0
1837,FOXM1,0.0,1.0,2.0,1.0
1838,FOXM1,1.0,0.0,0.0,0.0
1839,FOXM1,0.0,0.0,3.0,3.0
1840,FOXM1,3.0,1.0,1.0,0.0
1841,FOXM1,2.0,0.0,0.0,0.0
1842,FOXM1,1.0,0.0,0.0,0.0
1843,FOXM1,0.0,0.0,0.0,0.0
1844,FOXM1,1.0,4.0,1.0,-3.0
1845,FOXM1,0.0,0.0,0.0,0.0
1846,FOXM1,0.0,0.0,0.0,0.0
1847,FOXM1,0.0,3.0,0.0,-3.0
1848,FOXM1,0.0,1.0,0.0,-1.0
1849,FOXM1,0.0,1.0,0.0,-1.0
1850,FOXM1,0.0,0.0,0.0,0.0
1851,FOXM1,2.0,0.0,1.0,1.0
1852,FOXM1,0.0,0.0,0.0,0.0
1853,FOXM1,1.0,0.0,0.0,0.0
1854,FOXM1,0.0,0.0,0.0,0.0
1855,FOXM1,0.0,2.0,5.0,3.0
1856,FOXM1,0.0,0.0,0.0,0.0
1857,FOXM1,1.0,0.0,0.0,0.0
1858,FOXM1,0.0,0.0,0.0,0.0
1859,FOXM1,2.0,0.0,0.0,0.0
1860,FOXM1,0.0,0.0,0.0,0.0
1861,FOXM1,0.0,2.0,0.0,-2.0
1862,FOXM1,0.0,0.0,0.0,0.0
1863,FOXM1,0.0,3.0,0.0,-3.0
1864,FOXM1,0.0,0.0,1.0,1.0
1865,FOXM1,2.0,0.0,0.0,0.0
1866,FOXM1,0.0,0.0,0.0,0.0
1867,FOXM1,1.0,0.0,0.0,0.0
1868,FOXM1,0.0,2.0,0.0,-2.0
1869,FOXM1,0.0,0.0,0.0,0.0
1870,FOXM1,0.0,0.0,0.0,0.0
1871,FOXM1,0.0,0.0,2.0,2.0
1872,FOXM1,0.0,0.0,1.0,1.0
1873,FOXM1,0.0,0.0,0.0,0.0
1874,FOXM1,1.0,0.0,0.0,0.0
1875,FOXM1,0.0,0.0,0.0,0.0
1876,FOXM1,0.0,0.0,0.0,0.0
1877,FOXM1,0.0,0.0,0.0,0.0
1878,FOXM1,0.0,0.0,0.0,0.0
1879,FOXM1,1.0,0.0,0.0,0.0
1880,FOXM1,0.0,0.0,0.0,0.0
1881,FOXM1,0.0,0.0,0.0,0.0
1882,FOXM1,1.0,1.0,0.0,-1.0
1883,FOXM1,2.0,0.0,0.0,0.0
1884,FOXM1,0.0,0.0,0.0,0.0
1885,FOXM1,4.0,0.0,3.0,3.0
1886,FOXM1,0.0,0.0,0.0,0.0
1887,FOXM1,0.0,2.0,0.0,-2.0
1888,FOXM1,1.0,0.0,1.0,1.0
1889,FOXM1,2.0,1.0,0.0,-1.0
1890,FOXM1,1.0,2.0,0.0,-2.0
1891,FOXM1,0.0,1.0,0.0,-1.0
1892,FOXM1,0.0,0.0,0.0,0.0
1893,FOXM1,0.0,0.0,0.0,0.0
1894,FOXM1,0.0,0.0,1.0,1.0
1895,FOXM1,0.0,0.0,2.0,2.0
1896,FOXM1,0.0,2.0,0.0,-2.0
1897,FOXM1,0.0,0.0,0.0,0.0
1898,FOXM1,0.0,2.0,0.0,-2.0
1899,FOXM1,0.0,0.0,0.0,0.0
1900,FOXM1,1.0,1.0,1.0,0.0
1901,FOXM1,0.0,1.0,0.0,-1.0
1902,FOXM1,0.0,1.0,1.0,0.0
1903,FOXM1,0.0,0.0,4.0,4.0
1904,FOXM1,2.0,0.0,0.0,0.0
1905,FOXM1,1.0,0.0,0.0,0.0
1906,FOXM1,0.0,0.0,0.0,0.0
1907,FOXM1,0.0,0.0,0.0,0.0
1908,FOXM1,0.0,1.0,0.0,-1.0
1909,FOXM1,0.0,0.0,0.0,0.0
1910,FOXM1,1.0,1.0,1.0,0.0
1911,FOXM1,0.0,1.0,1.0,0.0
1912,FOXM1,0.0,0.0,2.0,2.0
1913,FOXM1,0.0,0.0,0.0,0.0
1914,FOXM1,0.0,0.0,0.0,0.0
1915,FOXM1,0.0,0.0,1.0,1.0
1916,FOXM1,0.0,0.0,0.0,0.0
1917,FOXM1,0.0,0.0,3.0,3.0
1918,FOXM1,0.0,1.0,3.0,2.0
1919,FOXM1,0.0,0.0,0.0,0.0
1920,FOXM1,0.0,2.0,1.0,-1.0
1921,FOXM1,4.0,1.0,0.0,-1.0
1922,FOXM1,4.0,0.0,1.0,1.0
1923,FOXM1,1.0,0.0,0.0,0.0
1924,FOXM1,0.0,0.0,0.0,0.0
1925,FOXM1,0.0,0.0,0.0,0.0
1926,FOXM1,0.0,0.0,0.0,0.0
1927,FOXM1,0.0,3.0,0.0,-3.0
1928,FOXM1,0.0,1.0,0.0,-1.0
1929,FOXM1,0.0,0.0,1.0,1.0
1930,FOXM1,0.0,0.0,0.0,0.0
1931,FOXM1,0.0,3.0,1.0,-2.0
1932,FOXM1,3.0,2.0,0.0,-2.0
1933,FOXM1,0.0,1.0,0.0,-1.0
1934,FOXM1,0.0,2.0,0.0,-2.0
1935,FOXM1,0.0,0.0,0.0,0.0
1936,FOXM1,0.0,0.0,0.0,0.0
1937,FOXM1,3.0,0.0,0.0,0.0
1938,FOXM1,0.0,0.0,0.0,0.0
1939,FOXM1,0.0,0.0,0.0,0.0
1940,FOXM1,0.0,2.0,3.0,1.0
1941,FOXM1,0.0,0.0,0.0,0.0
1942,FOXM1,0.0,1.0,0.0,-1.0
1943,FOXM1,0.0,0.0,0.0,0.0
1944,FOXM1,0.0,2.0,0.0,-2.0
1945,FOXM1,0.0,1.0,0.0,-1.0
1946,FOXM1,0.0,1.0,0.0,-1.0
1947,FOXM1,0.0,2.0,0.0,-2.0
1948,FOXM1,0.0,0.0,0.0,0.0
1949,FOXM1,0.0,0.0,0.0,0.0
1950,FOXM1,1.0,0.0,2.0,2.0
1951,FOXM1,0.0,0.0,0.0,0.0
1952,FOXM1,0.0,2.0,0.0,-2.0
1953,FOXM1,0.0,0.0,0.0,0.0
1954,FOXM1,0.0,0.0,0.0,0.0
1955,FOXM1,0.0,0.0,0.0,0.0
1956,FOXM1,6.0,1.0,0.0,-1.0
1957,FOXM1,0.0,1.0,3.0,2.0
1958,FOXM1,1.0,0.0,0.0,0.0
1959,FOXM1,0.0,0.0,0.0,0.0
1960,FOXM1,0.0,1.0,3.0,2.0
1961,FOXM1,1.0,0.0,0.0,0.0
1962,FOXM1,0.0,0.0,0.0,0.0
1963,FOXM1,0.0,1.0,0.0,-1.0
1964,FOXM1,0.0,0.0,0.0,0.0
1965,FOXM1,1.0,0.0,0.0,0.0
1966,FOXM1,2.0,0.0,3.0,3.0
1967,FOXM1,0.0,1.0,0.0,-1.0
1968,FOXM1,0.0,0.0,0.0,0.0
1969,FOXM1,0.0,0.0,0.0,0.0
1970,FOXM1,0.0,0.0,0.0,0.0
1971,FOXM1,3.0,0.0,0.0,0.0
1972,FOXM1,1.0,1.0,0.0,-1.0
1973,FOXM1,0.0,2.0,3.0,1.0
1974,FOXM1,0.0,1.0,0.0,-1.0
1975,FOXM1,0.0,0.0,1.0,1.0
1976,FOXM1,4.0,0.0,0.0,0.0
1977,FOXM1,2.0,1.0,0.0,-1.0
1978,FOXM1,0.0,0.0,0.0,0.0
1979,FOXM1,3.0,1.0,0.0,-1.0
1980,FOXM1,0.0,3.0,0.0,-3.0
1981,FOXM1,0.0,1.0,0.0,-1.0
1982,FOXM1,0.0,0.0,2.0,2.0
1983,FOXM1,0.0,2.0,0.0,-2.0
1984,FOXM1,1.0,1.0,0.0,-1.0
1985,FOXM1,0.0,0.0,0.0,0.0
1986,FOXM1,1.0,0.0,0.0,0.0
1987,FOXM1,0.0,0.0,1.0,1.0
1988,FOXM1,1.0,1.0,2.0,1.0
1989,FOXM1,2.0,0.0,1.0,1.0
1990,FOXM1,0.0,0.0,0.0,0.0
1991,FOXM1,0.0,0.0,0.0,0.0
1992,FOXM1,1.0,0.0,0.0,0.0
1993,FOXM1,0.0,0.0,0.0,0.0
1994,FOXM1,0.0,0.0,1.0,1.0
1995,FOXM1,3.0,0.0,0.0,0.0
1996,FOXM1,0.0,0.0,0.0,0.0
1997,FOXM1,1.0,0.0,1.0,1.0
1998,FOXM1,0.0,0.0,0.0,0.0
1999,FOXM1,0.0,0.0,0.0,0.0
2000,FOXM1,0.0,0.0,0.0,0.0
2001,FOXM1,0.0,0.0,0.0,0.0
2002,FOXM1,0.0,0.0,0.0,0.0
2003,FOXM1,0.0,0.0,0.0,0.0
2004,FOXM1,0.0,0.0,0.0,0.0
2005,FOXM1,0.0,1.0,0.0,-1.0
2006,FOXM1,0.0,0.0,1.0,1.0
2007,FOXM1,2.0,2.0,0.0,-2.0
2008,FOXM1,0.0,0.0,0.0,0.0
2009,FOXM1,0.0,5.0,1.0,-4.0
2010,FOXM1,0.0,1.0,1.0,0.0
2011,FOXM1,0.0,0.0,0.0,0.0
2012,FOXM1,0.0,0.0,1.0,1.0
2013,FOXM1,0.0,0.0,0.0,0.0
2014,FOXM1,2.0,0.0,0.0,0.0
2015,FOXM1,0.0,0.0,0.0,0.0
2016,FOXM1,0.0,0.0,0.0,0.0
2017,FOXM1,3.0,0.0,0.0,0.0
2018,FOXM1,0.0,0.0,0.0,0.0
2019,FOXM1,2.0,0.0,0.0,0.0
2020,FOXM1,0.0,0.0,0.0,0.0
2021,FOXM1,0.0,0.0,0.0,0.0
2022,FOXM1,0.0,0.0,2.0,2.0
2023,FOXM1,4.0,2.0,0.0,-2.0
2024,FOXM1,0.0,0.0,0.0,0.0
2025,FOXM1,0.0,1.0,0.0,-1.0
2026,FOXM1,1.0,0.0,0.0,0.0
2027,FOXM1,0.0,0.0,0.0,0.0
2028,FOXM1,1.0,0.0,0.0,0.0
2029,FOXM1,0.0,0.0,0.0,0.0
2030,FOXM1,0.0,3.0,0.0,-3.0
2031,FOXM1,0.0,0.0,0.0,0.0
2032,FOXM1,0.0,0.0,0.0,0.0
2033,FOXM1,1.0,0.0,0.0,0.0
2034,FOXM1,0.0,0.0,0.0,0.0
2035,FOXM1,1.0,1.0,0.0,-1.0
2036,FOXM1,1.0,0.0,1.0,1.0
2037,FOXM1,5.0,0.0,5.0,5.0
2038,FOXM1,0.0,0.0,0.0,0.0
2039,FOXM1,0.0,0.0,0.0,0.0
2040,FOXM1,1.0,0.0,0.0,0.0
2041,FOXM1,1.0,0.0,0.0,0.0
2042,FOXM1,0.0,1.0,2.0,1.0
2043,FOXM1,0.0,0.0,1.0,1.0
2044,FOXM1,0.0,1.0,1.0,0.0
2045,FOXM1,0.0,0.0,0.0,0.0
2046,FOXM1,0.0,0.0,0.0,0.0
2047,FOXM1,0.0,3.0,0.0,-3.0
2048,FOXM1,0.0,0.0,0.0,0.0
2049,FOXM1,0.0,0.0,0.0,0.0
2050,FOXM1,0.0,0.0,0.0,0.0
2051,FOXM1,0.0,0.0,0.0,0.0
2052,FOXM1,0.0,0.0,2.0,2.0
2053,FOXM1,0.0,0.0,0.0,0.0
2054,FOXM1,0.0,2.0,0.0,-2.0
2055,FOXM1,0.0,0.0,0.0,0.0
2056,FOXM1,0.0,0.0,4.0,4.0
2057,FOXM1,0.0,0.0,0.0,0.0
2058,FOXM1,0.0,2.0,0.0,-2.0
2059,FOXM1,2.0,0.0,1.0,1.0
2060,FOXM1,0.0,0.0,0.0,0.0
2061,FOXM1,0.0,1.0,0.0,-1.0
2062,FOXM1,0.0,0.0,0.0,0.0
2063,FOXM1,1.0,0.0,0.0,0.0
2064,FOXM1,1.0,1.0,1.0,0.0
2065,FOXM1,0.0,0.0,0.0,0.0
2066,FOXM1,2.0,0.0,0.0,0.0
2067,FOXM1,0.0,4.0,0.0,-4.0
2068,FOXM1,0.0,0.0,0.0,0.0
2069,FOXM1,0.0,1.0,1.0,0.0
2070,FOXM1,0.0,1.0,2.0,1.0
2071,FOXM1,0.0,0.0,0.0,0.0
2072,FOXM1,0.0,0.0,2.0,2.0
2073,FOXM1,0.0,0.0,0.0,0.0
2074,FOXM1,3.0,2.0,0.0,-2.0
2075,FOXM1,0.0,1.0,0.0,-1.0
2076,FOXM1,1.0,1.0,0.0,-1.0
2077,FOXM1,0.0,0.0,0.0,0.0
2078,FOXM1,0.0,0.0,0.0,0.0
2079,FOXM1,2.0,0.0,0.0,0.0
2080,FOXM1,1.0,5.0,0.0,-5.0
2081,FOXM1,0.0,0.0,1.0,1.0
2082,FOXM1,3.0,1.0,0.0,-1.0
2083,FOXM1,0.0,1.0,2.0,1.0
2084,FOXM1,2.0,0.0,0.0,0.0
2085,FOXM1,0.0,2.0,0.0,-2.0
2086,FOXM1,0.0,0.0,0.0,0.0
2087,FOXM1,2.0,1.0,0.0,-1.0
2088,FOXM1,0.0,0.0,0.0,0.0
2089,FOXM1,3.0,4.0,0.0,-4.0
2090,FOXM1,0.0,0.0,0.0,0.0
2091,FOXM1,2.0,0.0,1.0,1.0
2092,FOXM1,0.0,0.0,0.0,0.0
2093,FOXM1,5.0,0.0,0.0,0.0
2094,FOXM1,0.0,0.0,0.0,0.0
2095,FOXM1,0.0,1.0,0.0,-1.0
2096,FOXM1,0.0,0.0,1.0,1.0
2097,FOXM1,5.0,1.0,2.0,1.0
2098,FOXM1,0.0,8.0,2.0,-6.0
2099,FOXM1,2.0,0.0,0.0,0.0
2100,FOXM1,0.0,0.0,0.0,0.0
2101,FOXM1,0.0,0.0,0.0,0.0
2102,FOXM1,0.0,3.0,0.0,-3.0
2103,FOXM1,3.0,1.0,0.0,-1.0
2104,FOXM1,0.0,0.0,0.0,0.0
2105,FOXM1,2.0,0.0,2.0,2.0
2106,FOXM1,0.0,0.0,0.0,0.0
2107,FOXM1,0.0,0.0,0.0,0.0
2108,FOXM1,2.0,0.0,0.0,0.0
2109,FOXM1,0.0,0.0,0.0,0.0
2110,FOXM1,1.0,0.0,0.0,0.0
2111,FOXM1,1.0,0.0,0.0,0.0
2112,FOXM1,0.0,0.0,0.0,0.0
2113,FOXM1,0.0,0.0,0.0,0.0
2114,FOXM1,0.0,0.0,0.0,0.0
2115,FOXM1,0.0,6.0,2.0,-4.0
2116,FOXM1,0.0,1.0,0.0,-1.0
2117,FOXM1,0.0,0.0,0.0,0.0
2118,FOXM1,0.0,0.0,0.0,0.0
2119,FOXM1,0.0,0.0,0.0,0.0
2120,FOXM1,2.0,1.0,1.0,0.0
2121,FOXM1,1.0,1.0,1.0,0.0
2122,FOXM1,0.0,0.0,0.0,0.0
2123,FOXM1,0.0,3.0,0.0,-3.0
2124,FOXM1,0.0,0.0,0.0,0.0
2125,FOXM1,2.0,1.0,0.0,-1.0
2126,FOXM1,2.0,0.0,0.0,0.0
2127,FOXM1,1.0,2.0,3.0,1.0
2128,FOXM1,0.0,0.0,0.0,0.0
2129,FOXM1,0.0,0.0,0.0,0.0
2130,FOXM1,2.0,1.0,1.0,0.0
2131,FOXM1,0.0,0.0,0.0,0.0
2132,FOXM1,3.0,0.0,0.0,0.0
2133,FOXM1,0.0,0.0,0.0,0.0
2134,FOXM1,0.0,1.0,0.0,-1.0
2135,FOXM1,0.0,1.0,1.0,0.0
2136,FOXM1,0.0,0.0,0.0,0.0
2137,FOXM1,0.0,1.0,0.0,-1.0
2138,FOXM1,1.0,0.0,0.0,0.0
2139,FOXM1,0.0,1.0,0.0,-1.0
2140,FOXM1,0.0,0.0,0.0,0.0
2141,FOXM1,1.0,0.0,1.0,1.0
2142,FOXM1,3.0,0.0,1.0,1.0
2143,FOXM1,0.0,3.0,0.0,-3.0
2144,FOXM1,0.0,0.0,0.0,0.0
2145,FOXM1,0.0,0.0,2.0,2.0
2146,FOXM1,0.0,0.0,1.0,1.0
2147,FOXM1,0.0,0.0,0.0,0.0
2148,FOXM1,2.0,1.0,0.0,-1.0
2149,FOXM1,0.0,1.0,0.0,-1.0
2150,FOXM1,0.0,0.0,0.0,0.0
2151,FOXM1,0.0,0.0,0.0,0.0
2152,FOXM1,0.0,1.0,0.0,-1.0
2153,FOXM1,0.0,0.0,2.0,2.0
2154,FOXM1,0.0,0.0,1.0,1.0
2155,FOXM1,0.0,0.0,0.0,0.0
2156,FOXM1,0.0,0.0,0.0,0.0
2157,FOXM1,0.0,0.0,0.0,0.0
2158,FOXM1,0.0,0.0,2.0,2.0
2159,FOXM1,1.0,2.0,0.0,-2.0
2160,FOXM1,0.0,0.0,0.0,0.0
2161,FOXM1,0.0,0.0,0.0,0.0
2162,FOXM1,0.0,0.0,0.0,0.0
2163,FOXM1,0.0,0.0,0.0,0.0
2164,FOXM1,0.0,0.0,0.0,0.0
2165,FOXM1,0.0,0.0,0.0,0.0
2166,FOXM1,0.0,0.0,0.0,0.0
2167,FOXM1,0.0,0.0,0.0,0.0
2168,FOXM1,1.0,0.0,0.0,0.0
2169,FOXM1,1.0,0.0,1.0,1.0
2170,FOXM1,4.0,0.0,1.0,1.0
2171,FOXM1,1.0,2.0,0.0,-2.0
2172,FOXM1,0.0,0.0,0.0,0.0
2173,FOXM1,1.0,0.0,1.0,1.0
2174,FOXM1,0.0,0.0,0.0,0.0
2175,FOXM1,1.0,1.0,2.0,1.0
2176,FOXM1,0.0,1.0,0.0,-1.0
2177,FOXM1,0.0,1.0,0.0,-1.0
2178,FOXM1,0.0,0.0,0.0,0.0
2179,FOXM1,1.0,0.0,0.0,0.0
2180,FOXM1,0.0,0.0,0.0,0.0
2181,FOXM1,0.0,0.0,0.0,0.0
2182,FOXM1,1.0,2.0,1.0,-1.0
2183,FOXM1,0.0,0.0,0.0,0.0
2184,FOXM1,0.0,0.0,0.0,0.0
2185,FOXM1,0.0,0.0,0.0,0.0
2186,FOXM1,0.0,0.0,0.0,0.0
2187,FOXM1,0.0,0.0,0.0,0.0
2188,FOXM1,1.0,2.0,0.0,-2.0
2189,FOXM1,0.0,3.0,0.0,-3.0
2190,FOXM1,1.0,0.0,0.0,0.0
2191,FOXM1,0.0,0.0,0.0,0.0
2192,FOXM1,0.0,1.0,0.0,-1.0
2193,FOXM1,0.0,1.0,1.0,0.0
2194,FOXM1,0.0,0.0,0.0,0.0
2195,FOXM1,1.0,0.0,0.0,0.0
2196,FOXM1,0.0,0.0,0.0,0.0
2197,FOXM1,0.0,4.0,0.0,-4.0
2198,FOXM1,0.0,0.0,0.0,0.0
2199,FOXM1,0.0,0.0,0.0,0.0
2200,FOXM1,0.0,3.0,0.0,-3.0
2201,FOXM1,1.0,0.0,0.0,0.0
2202,FOXM1,0.0,0.0,0.0,0.0
2203,FOXM1,1.0,2.0,0.0,-2.0
2204,FOXM1,0.0,0.0,1.0,1.0
2205,FOXM1,0.0,1.0,0.0,-1.0
2206,FOXM1,0.0,0.0,0.0,0.0
2207,FOXM1,1.0,0.0,0.0,0.0
2208,FOXM1,0.0,0.0,0.0,0.0
2209,FOXM1,0.0,0.0,0.0,0.0
2210,FOXM1,0.0,2.0,0.0,-2.0
2211,FOXM1,0.0,4.0,0.0,-4.0
2212,FOXM1,0.0,2.0,0.0,-2.0
2213,FOXM1,0.0,3.0,1.0,-2.0
2214,FOXM1,0.0,0.0,0.0,0.0
2215,FOXM1,1.0,0.0,0.0,0.0
2216,FOXM1,0.0,0.0,3.0,3.0
2217,FOXM1,1.0,3.0,0.0,-3.0
2218,FOXM1,0.0,0.0,1.0,1.0
2219,FOXM1,0.0,0.0,0.0,0.0
2220,FOXM1,0.0,1.0,2.0,1.0
2221,FOXM1,3.0,0.0,0.0,0.0
2222,FOXM1,0.0,1.0,0.0,-1.0
2223,FOXM1,0.0,1.0,0.0,-1.0
2224,FOXM1,0.0,0.0,0.0,0.0
2225,FOXM1,0.0,1.0,0.0,-1.0
2226,FOXM1,0.0,0.0,0.0,0.0
2227,FOXM1,0.0,0.0,0.0,0.0
2228,FOXM1,0.0,0.0,0.0,0.0
2229,FOXM1,0.0,1.0,0.0,-1.0
2230,FOXM1,2.0,2.0,3.0,1.0
2231,FOXM1,1.0,0.0,0.0,0.0
2232,FOXM1,0.0,0.0,0.0,0.0
2233,FOXM1,0.0,0.0,0.0,0.0
2234,FOXM1,0.0,0.0,0.0,0.0
2235,FOXM1,0.0,1.0,2.0,1.0
2236,FOXM1,0.0,1.0,0.0,-1.0
2237,FOXM1,0.0,1.0,0.0,-1.0
2238,FOXM1,0.0,2.0,0.0,-2.0
2239,FOXM1,0.0,0.0,0.0,0.0
2240,FOXM1,0.0,0.0,0.0,0.0
2241,FOXM1,0.0,0.0,1.0,1.0
2242,FOXM1,0.0,2.0,2.0,0.0
2243,FOXM1,2.0,3.0,0.0,-3.0
2244,FOXM1,0.0,1.0,0.0,-1.0
2245,FOXM1,1.0,0.0,0.0,0.0
2246,FOXM1,0.0,0.0,1.0,1.0
2247,FOXM1,1.0,0.0,0.0,0.0
2248,FOXM1,0.0,0.0,0.0,0.0
2249,FOXM1,1.0,0.0,0.0,0.0
2250,FOXM1,1.0,0.0,0.0,0.0
2251,FOXM1,0.0,0.0,1.0,1.0
2252,FOXM1,0.0,1.0,3.0,2.0
2253,FOXM1,0.0,1.0,0.0,-1.0
2254,FOXM1,0.0,0.0,0.0,0.0
2255,FOXM1,0.0,0.0,0.0,0.0
2256,FOXM1,0.0,0.0,0.0,0.0
2257,FOXM1,1.0,0.0,0.0,0.0
2258,FOXM1,1.0,0.0,0.0,0.0
2259,FOXM1,0.0,0.0,0.0,0.0
2260,FOXM1,0.0,1.0,0.0,-1.0
2261,FOXM1,1.0,0.0,0.0,0.0
2262,FOXM1,0.0,1.0,0.0,-1.0
2263,FOXM1,0.0,2.0,0.0,-2.0
2264,FOXM1,0.0,0.0,0.0,0.0
2265,FOXM1,0.0,2.0,0.0,-2.0
2266,FOXM1,0.0,1.0,0.0,-1.0
2267,FOXM1,0.0,2.0,0.0,-2.0
2268,FOXM1,0.0,1.0,0.0,-1.0
2269,FOXM1,0.0,0.0,1.0,1.0
2270,FOXM1,0.0,0.0,0.0,0.0
2271,FOXM1,0.0,4.0,0.0,-4.0
2272,FOXM1,0.0,0.0,1.0,1.0
2273,FOXM1,0.0,0.0,0.0,0.0
2274,FOXM1,0.0,0.0,0.0,0.0
2275,FOXM1,0.0,1.0,0.0,-1.0
2276,FOXM1,0.0,0.0,0.0,0.0
2277,FOXM1,4.0,1.0,0.0,-1.0
2278,FOXM1,0.0,0.0,0.0,0.0
2279,FOXM1,0.0,2.0,0.0,-2.0
2280,FOXM1,0.0,0.0,0.0,0.0
2281,FOXM1,0.0,1.0,0.0,-1.0
2282,FOXM1,1.0,0.0,1.0,1.0
2283,FOXM1,3.0,3.0,0.0,-3.0
2284,FOXM1,0.0,0.0,0.0,0.0
2285,FOXM1,2.0,0.0,0.0,0.0
2286,FOXM1,0.0,0.0,0.0,0.0
2287,FOXM1,0.0,0.0,0.0,0.0
2288,FOXM1,0.0,0.0,3.0,3.0
2289,FOXM1,0.0,0.0,2.0,2.0
2290,FOXM1,0.0,0.0,0.0,0.0
2291,FOXM1,3.0,0.0,0.0,0.0
2292,FOXM1,2.0,0.0,1.0,1.0
2293,FOXM1,2.0,2.0,0.0,-2.0
2294,FOXM1,0.0,0.0,0.0,0.0
2295,FOXM1,0.0,1.0,1.0,0.0
2296,FOXM1,0.0,0.0,0.0,0.0
