gene,umap_x,umap_y,cluster
LEMD2,1.1250961,-6.9908338,1
FANCL,2.7758489,-7.8923616,1
ORAOV1,9.562119,-9.640492,1
FHOD1,-5.627479,0.1548474,2
ITSN2,8.847683,-9.166022,1
POLR2B,7.811143,21.573652,17
SEMA6C,20.409447,10.666721,15
PIK3R3,-6.8166046,-0.36298293,19
FBLN1,6.2184563,20.71513,17
RPS6KC1,3.120734,-8.55309,1
PTPRG,12.963204,-7.6261086,1
MAPK1IP1L,9.371729,15.323193,0
TEPSIN,4.6476145,3.2736056,9
EFS,3.6831849,-2.275267,13
ROCK1,14.724326,20.619913,11
ADAMTS5,20.1898,11.6494255,15
PPP1R37,8.302243,-1.7153629,13
C11orf95,8.90682,0.68794185,13
RELT,4.3687634,5.0491633,9
CALD1,0.03088379,13.797374,10
BRD2,3.3110542,18.557579,3
ZNF335,4.3448725,-7.6863503,1
ERCC3,10.81812,-7.9552784,1
ARHGEF11,8.600195,-0.02976819,13
UBQLN1,11.918259,21.50017,17
DPY19L4,10.222167,-9.107349,1
ERBIN,16.576954,6.070592,7
EFR3A,14.268104,-7.0732327,18
ZRANB1,16.503231,5.456976,7
MELK,5.497457,7.4004264,9
PRELID2,4.3383813,4.8883777,9
RALGAPA1,5.7265997,-10.813253,1
ZNF430,10.73162,-8.457228,1
ARL17A,5.274973,2.8517535,9
KAT6A,14.796978,19.604074,11
RBPJ,1.031953,16.26482,3
UBP1,19.867722,8.757127,15
AP3M1,-4.1708126,1.64042,2
EED,17.18478,7.4129925,7
FBXL3,8.093429,7.65875,6
C4orf54,6.776498,6.240256,9
ATAD2,17.269495,12.830394,15
MCAM,17.86518,7.803857,7
ZKSCAN8,10.065738,-8.996356,1
CLCN6,3.5202649,-9.450969,1
MCCC1,6.746325,-2.2877955,13
RC3H2,9.111324,13.092501,0
PLCG1,10.660504,16.14566,0
ZNF148,10.182822,12.017689,0
SLC3A2,-3.7756956,8.268317,16
ZNF326,9.015037,13.698671,0
KMT2D,8.667085,-9.847329,1
SERAC1,7.2342677,7.961401,6
MLXIP,18.350107,2.3292289,7
POLR1C,18.686838,7.947032,7
METTL16,12.750546,11.941384,0
ITGB8,5.167923,3.9218686,9
ADAL,6.0426464,-7.344087,1
INO80D,20.018343,8.827631,15
SEL1L,19.441383,-5.8905864,18
AC011043.1,3.1784232,3.1304948,9
ETV3,15.752462,-6.67207,18
SNX13,22.114132,-3.3565507,18
R3HCC1L,11.996744,-8.192435,1
ZZEF1,3.456638,-9.38397,1
SULT1E1,-4.234532,1.7088237,2
PVT1,20.446724,9.2984085,15
RABL2B,4.5993695,-2.3294785,13
IGHMBP2,16.617733,-7.1699247,18
POLE,-5.484359,0.17008932,2
HLTF,12.370717,16.945705,11
AC007388.1,10.548731,-8.215624,1
ANKRD1,6.6275635,9.839574,5
AZIN1,-4.5046635,3.524441,14
FANCI,-4.856361,0.19044444,2
SIK3,14.439954,-7.233717,18
TXNDC16,7.1065817,4.497576,9
NKTR,-0.074299,15.372613,10
CAPN10,7.1815276,-1.6731033,13
DTYMK,20.17759,9.203495,15
FAM91A1,19.622189,12.4039955,15
ABCD4,16.399666,13.025452,15
VTI1A,16.872097,4.083375,7
E2F3,21.26734,1.0459358,7
CDCA3,-6.5479746,-2.189246,19
NPAT,6.5854692,-10.616007,1
CSNK2A1,-0.6106469,14.242223,10
MID1,6.3519692,7.378884,6
STXBP4,5.4550524,-0.98971397,13
MFSD14C,10.800639,-8.232614,1
RAD54B,5.1177435,7.67349,9
ING4,-4.006996,1.279933,2
CMTM4,4.401468,5.1063304,9
MFSD8,4.7707267,2.8893492,9
RECQL4,2.6261766,4.8158226,9
TMCC1,5.4683204,-10.840087,1
WWC2,5.0707297,-8.406131,1
PCMTD1,17.127533,12.386635,15
ELP1,9.089,-8.060584,1
ZNF562,20.47344,11.783424,15
TMEM131L,4.0029926,-2.2749023,13
SLC11A2,17.930864,-7.0249486,18
AACS,21.087807,1.1402357,7
PDP2,7.696903,-2.298516,13
SUN1,3.0972855,19.03874,3
ZMIZ2,11.910825,-7.9266224,1
EXOC1,19.559534,2.0139356,7
TNXB,1.7932802,16.908392,3
HIPK3,16.539917,5.9210286,7
EXO5,2.4857023,4.7042427,9
KLHL42,9.976439,16.027153,0
NUDT4,11.346642,16.881788,0
HTT,22.240007,0.0625916,18
GOLT1B,2.9064298,18.9783,3
CCDC34,10.432459,16.127632,0
CWF19L1,5.550351,-10.414215,1
CFAP44,5.332652,-0.7949343,13
SCARB2,-4.5929933,5.131053,4
PSRC1,-6.884239,-2.667004,19
CFAP298,16.057493,12.924199,15
E4F1,5.4116273,4.0464983,9
USP37,7.3311934,-10.788873,1
CPEB4,10.992543,16.317959,0
CKAP5,-4.5561223,2.6268744,14
NECAP1,4.9103537,19.39987,3
RBM15,8.028286,7.5157337,6
MTMR6,8.209215,-0.8968619,13
CEMIP2,6.2694674,5.090728,9
MLLT10,11.040257,11.887202,0
JRK,3.2929325,-9.004154,1
SSR1,13.986149,17.425781,11
TRIM73,-5.5081205,0.34092104,2
GAS2,14.457941,12.300855,15
TBC1D19,7.059807,1.2786983,9
NR1D2,22.022774,-4.4389853,18
VSTM4,3.6742282,-2.079217,13
AEBP2,15.251883,19.315502,11
NSF,3.8041332,-9.500263,1
PEAK1,7.8107553,-10.4378195,1
INTS6,22.028122,0.58775294,18
COL19A1,0.23665646,15.833634,10
FBXL4,6.416843,-2.8272328,13
ZNF791,20.073633,1.9426004,7
SLITRK5,2.1361957,-7.44354,1
BLM,4.0390096,3.9679844,9
ATG10,22.675686,-1.3224872,18
FAM53B,7.633679,0.9343332,13
UVSSA,4.753801,-2.1740706,13
ARFGEF2,20.964573,10.19527,15
THADA,4.656324,-9.766176,1
ZC3HAV1,18.996931,2.643494,7
PEX3,4.9764843,-3.123583,13
ATM,12.740434,16.91529,11
EIF2D,22.123774,0.07730338,18
RPE,22.79657,-2.008668,18
ADCY6,4.3456836,-9.297839,1
PCM1,3.1229935,19.002522,3
KIAA1551,15.155825,-7.3293295,18
CLIP4,6.4162326,4.6591725,9
CSNK1G1,6.169826,-10.885401,1
ATP2A2,13.372034,21.345089,11
PIK3CA,16.95061,3.5701659,7
STRN3,21.120308,11.029973,15
INTU,6.527473,6.08507,9
LRRC40,4.473241,-8.594322,1
MORN1,3.744373,3.0191653,9
MSL3,22.534336,-0.37062666,18
THUMPD3-AS1,11.014854,16.33602,0
PLOD2,4.0560246,19.043297,3
LIMA1,7.645387,5.290387,9
RICTOR,9.503459,15.461706,0
TMEM63B,7.6985164,-2.1017094,13
ZNF616,6.126129,7.1732864,6
N4BP2L2,2.7557085,18.86329,3
IFI44,7.7055416,7.2565613,6
NCAM1,-3.7936358,0.7874367,2
NIPBL,11.536582,21.726772,17
OSGEPL1,-0.087270625,-7.8238144,1
FOXN2,16.868923,12.343502,15
FBN1,19.910341,8.981502,15
KIF20A,5.275407,7.5670266,6
TCEANC2,-6.231989,0.1040592,19
CACNA2D1,7.0751615,4.74802,9
RBL2,11.901831,-7.6206627,1
VWCE,18.651388,2.8862562,7
INSIG2,20.071966,1.5581892,7
PBX1,16.53517,-6.5995903,18
ULK1,8.505547,-1.0999743,13
ABHD18,5.799014,3.712235,9
PABPC4L,9.498895,1.8161824,18
PPP1R14B,0.19831362,12.784468,10
PRH1,-0.091136694,-7.8730125,1
TMTC2,6.5340714,-7.217471,13
CMTR1,11.495468,-7.785579,1
DUSP6,14.864763,18.861404,11
DEPDC5,2.8995812,4.0670786,9
GADD45B,0.74237454,15.069913,3
HSPA6,-3.70958,8.337553,16
CDK10,22.954346,-3.6823432,18
EZH1,22.81816,-2.09413,18
TTC21B,17.27278,-6.8236313,18
TLK2,10.202319,16.222927,0
ANXA2,1.7027004,17.161356,3
GADL1,7.051073,-2.9723356,13
KNOP1,7.8976054,21.634287,17
ARHGAP15,10.883026,16.218029,0
CDKN2B-AS1,3.6287208,3.9369354,9
PARP4,5.320462,-6.4134164,13
PCDH18,14.141307,20.804865,11
MAP4K5,11.009796,-8.085353,1
CDK5RAP2,16.686258,6.0090904,7
PPP1R12A,14.994949,20.2577,11
CDC27,18.269129,2.8775537,7
UBXN2A,-4.588757,2.2248564,14
CDKN2C,-4.5039487,4.5379395,4
ENY2,0.19141479,12.848821,10
RIC1,6.252969,-1.5126344,13
UBE2D3,-0.6360964,14.347539,10
ATP5S,21.991508,0.6274794,18
SLC25A28,-6.9203215,0.04601198,19
PXYLP1,2.6950526,3.5067627,9
AC060780.1,14.209038,-7.742318,18
SLC9A8,3.7547143,3.9384322,9
MICAL1,19.196959,2.5630336,7
AC106707.1,-6.9360366,0.238731,19
NMD3,7.8803825,21.957485,17
ZNRF2,5.7031484,3.2236474,9
PISD,8.128407,-10.248129,1
TMEM64,7.804418,6.1482906,9
CACYBP,0.26097912,12.370776,10
KNL1,-6.98405,-2.774979,19
AL356599.1,4.734308,3.1772342,9
TPCN1,9.424964,-9.671451,1
TRMT13,8.7338085,-9.609704,1
SPIN4,6.4152455,7.307673,6
ATAD2B,11.514349,-8.592225,1
NEMP1,4.5700855,4.0337734,9
ST7L,14.39372,-7.27518,18
BTG3,-0.06340182,15.294458,10
RBAK,0.94500035,-6.9854407,1
RGS12,7.2295656,-2.123569,13
MBD4,-4.5181155,3.2313426,14
DOCK9,8.487377,-0.2846893,13
ARHGAP42,16.640726,5.5162754,7
FBRSL1,16.855768,5.36964,7
PKP4,3.1834164,-8.008738,1
TBC1D8B,2.8017094,-1.2391758,13
KIF4A,-6.650327,-2.314098,19
CCDC80,10.719896,16.165411,0
MKL2,6.796466,-2.7079005,13
MRNIP,0.02485572,-7.5840197,1
GPAT4,17.676352,-7.055458,18
ARHGEF12,8.975437,13.573006,0
BCLAF3,4.7819495,4.7622347,9
FGD4,4.4480605,5.0452023,9
INVS,4.1362896,4.650053,9
ESCO2,5.2872176,7.545221,9
IFI16,14.735144,-6.816091,18
PURB,10.58152,16.214437,0
SOCS7,6.9919057,4.6573963,9
MAFG,8.588368,21.790707,17
CSNK1E,9.778784,21.934328,17
HBA2,-3.8859365,8.104189,16
NCK1,7.6584496,21.84753,17
POLR3B,4.361229,-2.0698447,13
MORC3,9.168528,21.92057,17
SOX9,7.811707,6.33077,9
SLC25A16,3.8007286,3.9468896,9
ZNF544,3.9379456,-9.457101,1
FOS,0.46485245,15.309637,10
CDC6,5.5105004,-0.7794173,13
AGTPBP1,8.031143,7.068828,6
PANK2,-4.477842,3.527309,14
HSD17B7,20.722754,10.2257395,15
PPP2R3C,22.688995,-0.26041853,18
RMDN1,22.958092,-4.0270557,18
TMEM231,7.5850134,-1.7856666,13
QTRT2,20.612623,-5.782827,18
XPO1,-0.41350427,14.605895,10
UTP25,8.548536,-9.778073,1
MED24,19.018105,2.701598,7
IQCE,4.9775977,-0.36318856,13
NEB,0.049695045,13.962005,10
USP48,15.158151,19.620384,11
ZNF354C,2.6907241,-1.4685509,13
ELK4,9.864751,-9.450818,1
TMEM87B,4.7539244,-6.8539042,1
C2orf69,22.893023,-0.5525213,18
CDH11,17.80801,-6.733634,18
CRIM1,6.271296,-7.3908186,1
SND1-IT1,2.830813,-1.185116,13
ZSWIM8,20.344975,-5.7962875,18
RASA1,10.599725,-8.3211,1
BRAT1,8.837147,-10.002263,1
DGLUCY,5.4040766,-1.8310611,13
FBXO11,20.367428,9.480854,15
GVQW3,3.482891,3.2552598,9
HOXB3,4.682103,-0.7312023,13
NAA15,17.658371,12.555452,15
ATL2,-3.9281743,1.1682764,2
UBALD2,-3.8594785,1.0006263,2
TIMM44,11.348797,21.763466,17
SP3,11.041263,16.939598,0
LPIN1,12.286288,-8.082692,1
TCF12,10.834386,11.666337,0
TRUB1,11.722201,-8.528747,1
TRIM2,3.815403,4.576924,9
AARSD1,14.9857855,-7.455933,18
SGCD,22.137348,-3.33841,18
CLASP1,3.276909,-8.728727,1
TRIM16L,8.906447,1.719607,9
FGFR1OP2,0.68184745,16.153534,3
TASP1,6.5828032,-11.0639,1
PPP2R3A,6.8425956,-2.1250474,13
S100A10,0.23251674,12.838041,10
NDC80,-6.5822744,-2.1761076,19
DUT,4.883614,19.413465,3
SLC16A1-AS1,0.2623228,-7.8404455,1
PLCD4,12.824393,11.885262,0
UHRF1,20.03515,8.860824,15
LENG8,18.285582,7.66473,7
ASPM,-5.9773216,-0.6999806,14
ARID4B,2.9088643,18.789232,3
GUCY1A2,5.9279294,-3.3223326,13
LPCAT1,22.332949,-0.51648116,18
MSANTD2,5.5676217,-2.1359935,13
ZBTB26,7.5060406,6.050349,9
FBXO3,22.413757,-2.4219306,18
GALNT7,6.5390387,-7.3633194,1
TTF2,5.85808,-3.3692725,13
RPRD1A,16.014107,12.487078,15
SULT1A1,5.3239884,-3.118567,13
DDX3X,0.41696095,15.888611,10
NCOA6,-4.5474696,2.676321,14
PPARD,7.963175,-10.311055,1
MED1,17.70423,-6.590722,18
LAMA5,20.470295,10.079364,15
RNF152,5.8075414,5.7820272,9
CC2D1A,5.6083236,-10.407329,1
SAMD11,5.472239,-1.8838056,13
MKL1,6.2672954,5.0811324,9
CAPZA1,12.440345,21.49472,11
EBF1,4.14636,-9.6251335,1
PIP5K1A,21.056183,10.981023,15
CAHM,6.7323713,7.9259543,6
INPP5F,8.032995,7.1645575,6
DNAJC5,19.64169,1.8784981,7
PYROXD1,9.891238,-8.678426,1
TNFRSF19,2.8753629,4.439791,9
PILRB,6.6994133,-2.7115068,13
RFC4,12.8995075,-7.5619664,1
HAUS6,10.834736,-8.095394,1
KIAA1841,5.4114738,-0.78913546,13
PPHLN1,13.622476,21.279541,11
MTMR3,21.56053,-4.7760153,18
TARS,4.1971426,19.16145,3
AC090114.2,4.172785,-0.8659791,13
RAB35,7.3611054,4.723356,9
PTK2,1.9058833,17.711687,3
CLN5,19.57007,-6.3547153,18
UBE2S,-4.720817,6.4759345,4
TRNT1,15.144724,-7.426644,18
CDCA2,-6.877761,-2.6638792,19
AL078639.1,10.750623,16.766697,0
IGFBP5,4.257449,18.924088,3
BLZF1,2.0538177,-7.461044,1
C19orf66,2.2934377,-7.5606766,1
REV1,16.982368,6.7910867,7
NSRP1,18.946257,8.194277,7
COPS2,6.3632627,21.02357,17
EEF2K,4.3752604,-2.8991575,13
SMPDL3A,-4.572091,2.2934513,14
ELK3,8.324859,-10.019657,1
SLC25A37,4.959024,19.420328,3
ARHGEF40,20.806486,-5.313668,18
ZNF286A,-6.8480787,-0.055496592,19
UNC119B,-6.1982994,-0.8973398,19
PPTC7,8.108778,7.5718393,6
GFM2,8.895774,-9.313009,1
SGSM2,6.731634,-2.477426,13
NCBP1,7.9162292,-10.362583,1
NRK,11.615537,11.52203,0
SPPL2B,22.673153,-4.6175914,18
RRP15,12.604992,21.456573,11
WNK3,6.5132127,5.1571302,9
VSIG10,2.1633296,-7.4436927,1
MCM7,11.855645,16.79115,0
RPL22L1,-3.7758906,8.273976,16
C22orf46,3.1258266,-0.8547653,13
EPB41L2,-4.704375,5.9215074,4
ST3GAL3,6.6491065,-2.7123873,13
PDE4DIP,7.6441226,7.068174,6
RALGAPB,22.456308,-2.5611112,18
IDH1,20.286331,11.115277,15
PAX7,3.0593162,18.821705,3
CREBZF,5.8756948,20.265846,17
IGF2BP2,2.274849,18.072777,3
ZNF595,7.547342,1.1748589,9
SLC36A4,14.820885,-7.389182,18
ACP6,5.846426,6.224586,9
ATP6V0A1,22.739515,-0.049278114,18
ANKRD17,17.263697,7.806073,7
MALSU1,10.157528,16.232933,0
CLCN7,16.098082,-6.5540442,18
INTS9,5.322583,-2.226329,13
SEC61A2,21.994192,-4.468074,18
ATXN3,18.932346,-6.250991,18
WRN,20.370329,10.943135,15
MAML1,15.60289,-7.008757,18
C3orf62,3.6094344,-1.9528744,13
UGGT1,20.622417,-5.6914654,18
LSM5,-4.2524123,7.6297393,4
PEX26,11.314883,-7.7589827,1
MAP3K4,-3.7577493,0.479877,2
TNKS,-4.444183,1.9626782,14
POLR2A,10.126824,16.097824,0
CSAD,19.511805,2.35747,7
TUBGCP6,6.7532864,8.096838,6
SMYD3,19.165192,-6.48642,18
VASH1,3.0616338,3.5776198,9
CENPF,-4.6045957,5.21676,4
ZNF507,14.107458,-7.765184,18
CEP170,14.341811,20.95937,11
CLUH,12.327108,-8.15055,1
ZNF44,7.3174953,4.628601,9
STC1,6.4952683,20.779871,17
TNNC2,11.188062,16.466648,0
GIN1,4.9915605,2.9017065,9
TTC33,-4.0469756,-0.17746928,2
C9orf72,7.823351,6.1026173,9
GATAD2B,13.134207,11.942431,0
MYCBP2,6.003883,-10.992981,1
UBE2H,9.577936,21.941185,17
SLC38A9,5.291942,-6.4259024,13
RAB21,12.516249,11.899405,0
MAML2,14.346529,17.699162,11
METAP1D,2.9973645,-8.497787,1
SLC15A4,4.975898,-6.6429954,13
DCP1A,20.11507,2.0829613,7
HECTD4,5.0801063,-9.215729,1
RAPH1,20.955011,1.1595261,7
ZNF496,18.150784,12.765841,15
B3GALNT2,12.951488,21.309355,11
AP001157.1,4.5411577,2.985968,9
DSEL,7.9005075,6.2924223,9
ANKRD36B,-7.104629,0.46920288,19
ZFP28,6.104133,5.361036,9
JUND,-4.226218,7.676383,16
BVES,3.694188,-2.5520363,13
PTPN3,7.7657895,6.1896515,9
AKAP13,14.174917,17.568588,11
DDX42,14.504486,20.856554,11
CNEP1R1,7.1458864,5.50057,9
WSB1,0.2972735,13.268464,10
PTCD1,8.011411,-0.9676608,13
IGFBP7,8.703689,0.463622,13
VPS13C,19.948578,8.785731,15
FN3K,5.7587614,5.6401477,9
F2R,-4.156395,-0.2508106,2
USP53,7.8397193,7.2109118,6
MEF2D,22.516258,-4.6638184,18
NCAPH2,9.35233,1.7247242,13
HSDL1,13.20856,-7.691857,18
ENO3,12.902755,16.88385,11
CHEK2,-5.625038,0.22880745,2
TXNIP,8.238711,8.498634,0
NR2F1-AS1,3.0268571,4.502513,9
NSUN3,14.486764,-7.5865026,18
ATP2B1,5.54751,19.946405,17
CLUAP1,3.593502,-9.34716,1
TNRC6B,10.807633,16.726852,0
RAB6A,5.8464684,20.236748,17
SVIP,9.198511,14.437046,0
ZNF525,3.2894754,4.808312,9
RREB1,11.987864,-7.8691325,1
KDM4C,7.2935967,6.133128,9
GLMN,8.504274,-0.40980434,13
SCLT1,18.845438,2.2167656,7
ZNF66,2.0545437,4.231564,9
ZNF680,20.611692,9.79234,15
BRCA2,5.4139147,3.854382,9
PRPF18,18.222927,12.858466,15
ARL8B,16.171022,12.366885,15
SCML1,13.867192,20.91023,11
CREB3L2,17.066643,7.5296097,7
TRIP13,2.966824,3.666231,9
HINT3,6.833249,8.067899,6
MNAT1,15.125367,12.29735,15
JPX,13.836927,12.093327,15
DDX46,4.776303,19.268852,3
SYNE2,22.717796,-4.480911,18
KDM3A,9.276835,-7.127136,18
TMEM65,5.2726126,-0.56393963,13
BMPR2,9.655132,-9.096942,1
DYNC2H1,11.615459,-7.621795,1
LEPROT,20.713703,1.5636233,7
COL2A1,17.494337,7.177994,7
ITGAV,22.856833,-4.2552433,18
SLC30A6,0.20900582,-7.8928437,1
KLF6,-4.6969905,5.909523,4
FAHD2A,10.400293,-8.272591,1
RNF150,6.751274,9.916487,5
PRRG1,5.4548054,-0.45774928,13
AC015912.3,6.48199,10.272399,5
SIM2,0.70887357,-7.1540527,1
MYL6B,1.2374661,16.471577,3
TBC1D5,10.735763,11.654169,0
KMT2A,2.7980838,18.896109,3
XRCC2,2.8258553,3.4440053,9
CACNB3,8.234038,-0.97420776,13
IP6K1,-3.8440561,0.93911606,2
CCT8,-3.6136785,8.558794,16
MPHOSPH8,9.1678095,21.883703,17
JUN,3.102494,18.245422,3
BAZ2A,14.206419,17.59417,11
HES1,0.18982798,14.880878,10
DDIT4,-3.804562,8.230612,16
SOX6,20.851423,1.1919725,7
CDK14,7.5746746,-1.3544035,13
PLEKHG5,6.674792,10.046469,5
CASP8AP2,17.367636,-6.9322433,18
ZBTB25,7.7355,5.471157,9
ETV1,17.860382,2.8906903,7
SECISBP2,15.129344,-7.374382,18
CUX1,7.10098,21.528696,17
LBR,-4.5384693,2.0913386,14
PPP3CA,12.857763,16.8802,11
XPO4,3.3811972,-9.099434,1
KPNA2,-4.702923,6.0533166,4
SIK2,-0.008341579,-7.6098447,1
TRO,9.765175,2.5924532,7
KIAA1614,2.0036423,3.9427016,9
WDR31,4.8262696,5.0308084,9
RBM12B,-3.748071,0.6467599,2
ZNF790,6.204413,4.0430117,9
VPS13B,4.491084,4.7742214,9
RUFY2,21.929,-3.8438284,18
RAD18,8.470958,-0.69526833,13
LOXL2,15.772394,12.357932,15
TCHP,5.0109024,-6.66359,13
SQLE,0.1748498,13.724287,10
CORO1C,10.7673855,11.895371,0
SPECC1L,4.716253,-2.6577675,13
POU4F1,4.451026,-2.197915,13
ZNF251,7.1799917,-2.5784225,13
AL359504.2,18.304316,2.9251227,7
CEP95,19.79684,1.7626423,7
DCTN4,16.153717,13.014339,15
AC145124.1,3.6977904,3.6712651,9
ANK2,8.2604885,-9.937956,1
HEXIM1,20.257496,11.368721,15
CNOT6,21.024084,10.19137,15
SYNGR2,-0.025753273,-7.7000766,1
ZNF567,-5.5062943,0.14853118,2
PPP1R12C,4.377538,3.3448465,9
TTL,20.12934,-5.6743155,18
PAN2,19.885633,-6.283572,18
LARP4B,2.1939082,-7.4590554,1
KLHL15,7.092471,7.3642025,6
MEG3,0.32543784,13.4152975,10
TIAL1,6.127116,20.536629,17
TBCE-1,8.551225,0.008358672,13
CRY2,7.0900264,8.36501,6
ALG11,5.8087826,4.2035036,9
KIDINS220,12.334837,11.8849,0
PPP6R2,17.688358,-6.5893216,18
SIX1,13.014353,16.973299,11
STAT3,6.5650444,20.890343,17
TUBA1A,-0.17519848,13.733542,10
AC092958.1,7.408631,1.1137012,9
CCDC93,22.798079,-1.7867653,18
PPP3CB,18.704756,-6.495144,18
KLHL5,4.153784,-1.7870432,13
WDFY3,5.7358847,-2.9572997,13
HNRNPUL2,17.343832,3.2892735,7
SMG5,5.396066,-10.4085045,1
FAM219B,22.412651,-2.606649,18
NOL6,7.1543303,-2.5025938,13
LRRC17,19.104498,8.371435,7
INTS2,2.2943897,-7.5675187,1
ZNF253,1.8956879,4.0452113,9
ZNF182,4.8912306,-0.22249542,9
NECTIN3,9.590568,21.91156,17
JUNB,14.203067,20.598919,11
SMARCA5,5.847355,20.236382,17
CEP350,13.209726,11.970486,15
DDX47,6.4258766,10.336347,5
WDR92,2.6796658,-1.3303792,13
ZNF618,18.3206,12.868175,15
LCOR,18.813183,-6.4375405,18
PGGHG,7.188467,-1.5246913,13
MTHFR,-0.02885033,-7.719639,1
ALG6,5.2137947,-1.8189421,13
YEATS2,16.419458,12.346624,15
SYTL2,10.793534,16.175978,0
AL390728.6,3.3396833,3.1610098,9
IFIT2,6.3782353,10.129881,5
PCCA,7.7007318,-10.640743,1
TICRR,5.0980244,7.678846,9
EFCAB7,-6.840681,-0.31163278,19
PARK7,-3.653669,8.463523,16
PLXNA2,6.543092,-10.745825,1
TRPM4,6.9830165,7.0307226,6
SCFD1,22.968412,-0.3697189,18
GSK3B,12.174375,16.842129,0
USP24,18.340706,-6.810423,18
PTAR1,16.654053,5.862339,7
NAB1,22.693562,0.059160512,18
TRIM66,3.1771348,-1.5632994,13
PSMD5,8.985575,13.693589,0
PDLIM5,22.710192,-0.48892397,18
LYRM7,4.650418,-9.859562,1
MARCH7,-4.519579,4.5408335,4
SEMA6B,6.776576,7.5949936,6
CUL9,7.056131,8.904264,5
NBN,18.29635,3.1243238,7
AFTPH,19.112175,-6.416398,18
RAD54L2,20.977945,10.057672,15
ATP6V0A2,9.001154,-9.258167,1
NAT9,16.886532,4.4309974,7
CLK4,9.07114,14.2469,0
MON2,17.156008,-7.0820694,18
TM9SF3,4.2403846,19.191114,3
TSR1,7.8327336,21.971,17
TWIST1,14.145704,12.244014,15
TMEM260,4.7716937,-3.0191777,13
GPATCH2L,20.093466,11.917185,15
ZNF605,0.31582162,-7.7353606,1
GALT,9.115306,1.1171336,13
PYGL,7.823726,6.228775,9
DTWD1,15.237811,12.500149,15
MTF2,9.828552,22.005438,17
NHLRC3,6.7087994,-10.761941,1
KAZN,6.108361,20.497244,17
AC092069.1,7.954287,6.984621,6
C20orf96,20.621342,-5.9798427,18
FBXW8,0.97818357,-6.993813,1
DBF4,20.488293,10.30159,15
USP33,17.067524,12.416587,15
GPBP1,-0.20578052,13.8503475,10
RAB30-AS1,15.215877,-6.6621537,18
AP3S2,8.065953,0.563816,13
RLIM,9.213327,15.124693,0
GRAMD4,7.881671,-2.1098268,13
RPS6KB1,16.857729,-7.051063,18
UBR5,19.44919,8.560192,7
CRYAB,0.22736487,11.814999,8
BNIP3,-3.7854745,8.254356,16
NET1,-4.7215056,6.4136786,4
POP1,3.0252774,-0.67072153,13
BRCA1,7.32932,-2.4842923,13
TFPI,1.795114,17.345192,3
DBT,2.928945,-8.416703,1
POLL,9.380562,-9.160558,1
USP25,20.621983,-5.9315467,18
GHR,20.918877,9.988546,15
SRBD1,8.077498,-10.192819,1
ARPP21,8.991627,0.8847696,13
ZNF226,17.315374,2.766184,7
ZNF780B,2.0707967,3.9733133,9
ZNF516,7.018475,4.309292,9
NDC1,4.9007397,-10.197561,1
PTPN21,4.2315993,3.59138,9
NUFIP2,2.456377,17.662298,3
PLCG2,0.25211105,14.806786,10
MBD6,-3.895158,1.0320892,2
DDHD2,19.071625,2.123908,7
ZNF141,4.7083597,-3.028416,13
YAP1,6.3840237,21.081396,17
BCL9,4.4383783,-8.749906,1
AC026979.2,6.8425093,9.691554,5
C21orf91,20.037643,-6.0148435,18
USP9X,18.11305,12.809464,15
C1orf159,6.9565306,-1.9853051,13
SLC25A13,9.120825,14.781622,0
MIER1,8.978751,13.598237,0
TOP3A,2.9172757,-8.299829,1
MAGI1,5.477805,-2.3129878,13
SMYD2,5.498542,-6.6554737,13
MTERF2,8.085311,-2.0937288,13
FBXO28,6.0087657,-7.2880535,1
CLEC2D,5.658588,3.1503432,9
SOCS6,7.972165,7.447982,6
ATN1,4.8583097,19.356348,3
SUCO,16.708263,6.626381,7
MIB2,22.379835,-0.75742906,18
AC083798.2,7.696774,7.5571213,6
NCBP3,11.433736,11.803956,0
CCNK,20.53928,9.69711,15
PPIP5K2,16.99377,4.3286533,7
PEG3,2.397077,17.52466,3
TIMM23B,9.260463,-7.6074038,18
DYNLL2,11.691382,11.532983,0
UBE2V1,13.038493,11.887177,0
ZNF397,16.807947,6.2492332,7
ITCH,20.080936,8.84236,15
FKBP11,13.40551,-7.853891,18
BCL2,7.1279716,5.3323717,9
PDE4D,6.8454,9.964442,5
FAM160B2,11.405287,-7.9068837,1
MORC2,5.35689,-1.9426557,13
PDE8A,2.9052975,4.5734987,9
FAM111A,5.9025435,-3.160037,13
MARF1,18.334967,7.7360387,7
MBNL2,11.650422,16.817179,0
SDK2,9.872399,-9.4265995,1
HOXC8,4.913969,-0.21700892,9
DPY19L1,8.523699,-0.7899871,13
HDAC3,17.50987,8.012434,7
CEP112,5.6490073,-1.8591366,13
RBMS1,2.1307876,17.995192,3
DCUN1D2,3.2543836,3.323026,9
TMSB15A,9.770512,15.623187,0
ASPH,13.461918,17.152328,11
NCAPD3,12.611831,-7.4947634,1
CWF19L2,-4.7197213,6.1670337,4
DNAH14,21.111216,-5.0900393,18
ARFGEF1,9.958085,-9.203112,1
RFFL,5.049877,4.4528327,9
EBF3,7.9735327,-2.0071676,13
SVIL,11.3872,21.702297,17
TPX2,-4.6502,5.535725,4
PCAT7,11.26212,-7.786182,1
PPIA,0.18935625,11.397919,8
ANXA1,0.6684146,15.719561,3
ZSCAN18,14.6762,20.69839,11
FAM171B,8.054241,7.2718444,6
