gene,umap_x,umap_y,cluster
ZNF107,-5.2120185,0.082150884,2
DLD,18.637232,8.353235,7
CDK1,-6.086801,-0.8782877,19
BRWD3,17.134468,3.0694401,7
MDM2,13.771847,12.071389,15
TTLL7,17.462317,-7.1962495,18
CUL7,5.924411,-8.462397,1
EML4,9.680866,12.350466,0
ZNF730,2.354186,4.5711884,9
NACA,0.2039974,11.374486,8
ST3GAL5,21.61903,-4.733772,18
SREBF1,20.059864,8.978465,15
ARL5A,18.709894,-6.5150914,18
TMX3,18.0474,2.8177743,7
ADCY7,7.649984,-10.460816,1
GRB10,20.216827,9.080732,15
METTL17,14.64531,20.172113,11
YTHDF3,14.984393,20.213215,11
PACRGL,6.4664707,-7.6079345,1
VARS2,5.134026,4.4762654,9
DENND4B,8.353657,-1.6271662,13
HINFP,17.014877,4.1395674,7
WDR59,19.055088,-6.1023426,18
CDC40,13.933508,17.388357,11
NOP2,8.915597,1.4155269,13
RSBN1L,3.634991,19.133083,3
DCAF6,4.8213086,-6.90417,1
ATL3,19.885834,1.6704922,7
CLASP2,5.1211243,-10.457692,1
SNRPD1,0.26682264,12.693512,10
STK38,2.9134374,-7.9904194,1
ACSS1,15.810675,-6.8777804,18
LRP8,3.0288029,-0.6916128,13
HOTAIR,-5.7050557,0.31044722,2
ABCC9,20.905216,1.3523797,7
CXorf57,9.259988,-7.6978483,1
TGFB1I1,14.784677,12.272654,15
STX7,17.377388,8.033959,7
AGO4,5.182594,2.8184006,9
GPHN,5.9015145,-8.776738,1
UQCC2,4.9515676,19.423117,3
PHKG1,9.542153,2.2602406,18
CEP57L1,15.468572,-7.2939873,18
NCOA2,7.13265,-11.032518,1
USP34,15.091705,19.988575,11
PAXIP1,8.116329,-0.9802538,13
PIEZO1,16.9084,-6.4704103,18
WLS,6.461428,20.914093,17
NAV3,4.8305264,-6.797491,1
TOE1,2.080946,-7.282317,1
ASXL1,3.0020669,18.897276,3
HMGN2,0.22301418,11.6691475,8
Z93930.2,7.0914526,0.96613866,13
SERPINE2,2.4471037,17.595507,3
FERMT2,13.455474,21.477839,11
IFI44L,8.902781,0.42929885,13
TMEM19,-7.0290446,0.42259035,19
ZNF844,9.2370205,-8.620097,1
DOT1L,16.896208,6.337608,7
SNRNP70,7.9661493,21.545729,17
AL133453.1,6.3854,-3.294887,13
MBD5,4.0698195,-9.533451,1
SLC30A9,5.803142,-10.622271,1
PRIM2,6.2504263,-10.73178,1
HERC4,10.898433,16.858845,0
LIMD1,5.5867467,-10.40882,1
AC005921.2,4.331796,3.0559783,9
TM7SF3,22.185501,-3.2331963,18
PIF1,4.828987,-0.557626,13
API5,15.940116,-6.742205,18
MYF5,1.0101807,16.024836,3
STAT2,22.876392,-3.0213091,18
CELF1,1.9334198,17.151922,3
LDHB,-3.4188626,9.444311,12
KIAA1586,11.681899,-7.835443,1
ZNF439,3.5456426,-2.6643307,13
INPP4A,5.115999,-6.599346,13
DLG5,5.2324076,-9.739019,1
GABRB3,5.440882,2.9555259,9
FAM120B,6.1233816,-3.400134,13
MAP3K7,15.908848,-6.8272123,18
LINC00662,3.9366553,-9.206939,1
LRRFIP1,8.33897,22.200266,17
URB1,21.546484,0.8184904,7
NFATC2IP,22.72206,-4.642709,18
PRR11,-6.4749985,-1.927976,19
LRPPRC,-0.6199314,14.356015,10
CHM,22.769873,-1.8966881,18
KPNA6,13.797168,20.92725,11
ZFP91,17.185156,12.394436,15
FAR1,9.0769825,13.608373,0
ZNF746,4.387868,4.776011,9
CEP162,5.847337,-10.551009,1
PTP4A3,4.77734,-9.769452,1
FAM204A,6.3278813,20.740583,17
SUSD1,3.6298587,4.3944764,9
LOX,14.432071,17.78343,11
BMP1,18.244875,2.9909134,7
GPT2,17.395588,-6.74847,18
KLHL23,20.452564,11.541055,15
TARS2,2.0062988,-7.1813335,1
HYOU1,18.637093,8.352294,7
LIN9,-5.476856,0.1921758,2
CEPT1,6.839917,-2.8923316,13
DDRGK1,-4.4547276,4.5514946,4
IST1,8.633982,21.891945,17
DDX21,-0.26135194,15.288236,10
LINC01355,3.1149032,-0.7330681,13
ZNF334,7.263192,-10.859638,1
NFAT5,20.090204,12.132404,15
BUD13,-4.8489447,0.13330661,2
APOLD1,6.7338023,8.130839,6
SNRNP200,1.3587842,16.27416,3
RAD54L,5.019547,7.748837,9
RBMS2,16.756714,4.62486,7
SLC25A36,2.8529487,18.948528,3
XRRA1,22.748095,-4.602348,18
EDRF1,22.653084,-1.9654294,18
RFX2,3.506001,-1.4681343,13
DZIP1L,-5.6129375,0.29012907,2
TRIO,19.455402,1.849511,7
ARL4A,8.439662,21.694176,17
SCAPER,14.710437,-7.4323215,18
CDC20,-5.9794865,-0.6965719,14
AKAP10,22.91573,-3.940957,18
AC013394.1,9.211223,1.9289179,18
BMI1,20.742294,1.498637,7
GATAD1,12.236614,16.865648,11
GCN1,18.599546,-6.653067,18
C16orf72,12.974626,16.881573,11
GTF3C2,16.41745,-6.680409,18
CHD6,0.9737614,16.32015,3
UVRAG,16.825142,7.0506563,7
ZC3H4,0.98872614,-6.9739013,1
SPEN,3.0374877,18.747044,3
TXNRD2,7.9167647,-1.4829922,13
PCSK7,20.393723,1.8941793,7
RBP1,-4.7235923,6.4045367,4
PLD1,7.1834903,-11.045804,1
ZBTB44,21.595694,-4.7022285,18
H2AFY,11.902821,17.002016,0
GPR180,2.9572704,-1.4825003,13
MAST2,8.955319,0.8640841,13
AEN,2.693365,3.4662046,9
CALM2,0.2925032,15.937344,10
ID2,-4.7522264,6.379503,4
STX3,4.612371,19.176704,3
RIMKLB,13.8608465,12.127678,15
RAPGEF1,8.912225,-6.8105917,18
HOXA3,3.0136971,3.5737038,9
MTBP,-7.047024,0.35134855,19
LIG4,4.1439776,3.777944,9
PCNA,16.472574,13.0521755,15
GGA2,20.141172,11.956112,15
TIPIN,17.46899,-6.848994,18
MTOR,17.097263,-6.4662886,18
DHX36,-0.29768923,15.349328,10
DNAJC7,2.4331415,18.121124,3
HMGCS1,0.36294574,13.834503,10
MPDZ,15.754032,-6.9645686,18
ZNF638,14.821961,18.441671,11
NAA40,3.0687923,-8.46271,1
CCDC142,4.050264,-0.97395825,13
UBE2K,12.175742,16.841429,0
TOPBP1,9.573221,12.693055,0
RNF149,16.773235,6.9315705,7
SPARC,0.19276576,12.828766,10
CEP120,5.627411,3.992525,9
EME1,4.097163,5.054003,9
RUBCN,3.7155535,4.49506,9
UBE4A,17.616993,8.132861,7
SLC35E2B,19.08676,2.0789855,7
ZBTB40,-4.166938,-0.2910691,2
LMO4,-4.565903,2.5838323,14
CKAP2,-3.9292257,1.1484402,2
FAM193B,4.384504,-8.16921,1
SEMA3G,6.0626664,5.8002305,9
ZNF528,5.7004795,-2.3323522,13
MBNL1,-4.489573,3.6715164,14
FLNA,4.525477,19.095825,3
AC004951.1,3.6793032,-2.0380332,13
CCDC15,2.7296433,4.630536,9
LRRC58,-4.7010694,6.4700384,4
IRF2,0.53015965,-7.1989307,1
TLE4,14.519423,17.906494,11
SETDB2,6.987412,5.116538,9
PLBD2,7.524976,-1.6669245,13
SLC33A1,5.5005507,-10.843965,1
TRA2B,0.2765426,12.55878,10
EXTL3,8.11805,-0.96719956,13
RBM4,-4.5787916,5.023572,4
CENPE,-6.500811,-1.8011012,19
ZNF264,1.1197348,-7.096885,1
MFSD13A,2.237646,4.463475,9
TEFM,8.368068,-9.824326,1
ZNF502,3.6163597,3.075537,9
MRE11,22.639698,-0.118999064,18
RAN,0.29981738,12.465852,10
PRPF4B,0.22392246,15.735644,10
ITGA7,10.890068,11.6904745,0
PCID2,9.604625,15.668687,0
SLC39A9,6.7558036,-7.6078978,1
TMEM131,17.237467,-7.119377,18
NOM1,-4.5325646,3.4738934,14
NARF,9.846088,21.890747,17
TFRC,14.727457,20.000051,11
TMEM267,4.5670815,-2.341887,13
CNNM2,7.1177983,5.729955,9
BCAT1,5.262646,19.69077,3
MEMO1,5.6743064,-2.2725904,13
HBA1,6.4681554,10.2765045,5
SHTN1,-4.078445,-0.22640035,2
PIK3C2A,9.982794,21.845352,17
SPATA5,7.3005767,-1.7921796,13
ARMC8,21.084309,10.95023,15
PLXNA1,9.717193,-9.481592,1
ZDHHC15,4.6657767,4.383819,9
LATS1,22.89907,-0.27854714,18
PLXNA3,5.5801644,-7.0705237,13
EPC1,7.781966,22.105942,17
TMEM177,2.8137925,-1.3450698,13
NADK2,21.335398,1.0075865,7
PTCD3,9.383601,12.731739,0
TRRAP,20.645359,-5.9263864,18
NRBP1,15.232502,19.303026,11
UBR3,14.466486,-7.356589,18
DELE1,17.435415,-7.039485,18
ZNF383,3.7495568,3.2702022,9
ZNF134,8.999786,0.81695735,13
DDIAS,5.011099,7.755869,9
ZNF436-AS1,0.4993926,-7.551953,1
HMBOX1,16.80104,-6.579799,18
HELZ,16.510885,5.51252,7
MSTO1,5.498063,-1.6638061,13
SLC4A7,19.848581,8.921829,15
ZNF518A,10.600951,-8.439529,1
ATP13A3,17.37315,12.720571,15
ATXN7L1,2.840818,3.7404017,9
CHML,8.5564165,21.856842,17
AC019205.1,4.567723,-3.0083587,13
PTPRA,2.029315,17.924881,3
ANKRD26,16.004278,12.764776,15
HECTD2,12.914445,-8.099711,1
EXOC3,13.551074,-7.7430167,18
MSTN,2.159708,17.143045,3
VRK2,8.808189,0.48988536,13
TRIP11,22.66201,-2.683608,18
FILIP1L,7.6938195,5.501306,9
TRIM5,2.0155432,-7.3185134,1
MT-ND6,15.102384,12.539406,15
C3orf58,11.317253,-8.229602,1
DUSP27,2.7866554,-1.282486,13
PHLDB2,7.382832,-2.4460418,13
DZIP3,20.146235,-5.988213,18
SRSF5,2.4885228,18.326088,3
TNRC6C,12.7675,-7.5383644,1
DPY19L3,6.55768,-7.474816,1
TSPAN9,12.758796,16.920996,11
SEC23A,17.460579,8.038373,7
NID1,13.876006,17.350113,11
DMPK,7.915888,0.71416956,13
AL353194.1,3.2523859,-0.85128856,13
PTBP3,9.045639,13.36634,0
FGF7,17.028252,7.4009295,7
PRKX,4.4306893,-7.591345,1
CCDC66,20.517426,-5.685601,18
CLTC,8.210182,22.211824,17
TBC1D20,20.092482,11.866685,15
NBPF20,4.4689336,-1.6692162,13
AC026304.1,5.6060786,5.596931,9
ZNF90,7.648879,1.0984491,9
KCTD6,18.998007,-6.5727625,18
FOSB,9.568831,2.3908122,18
CAMK2D,-4.516918,2.884918,14
DDB1,-4.5253425,7.108962,4
RAB5A,13.820222,12.096397,15
SPIDR,8.9529915,0.8035315,13
ZNF302,-0.027204797,-7.9272203,1
CLEC16A,5.3331733,4.0430927,9
PTPRF,17.096378,3.0214086,7
YTHDC2,15.964598,-6.5546846,18
MDM4,12.098531,17.003447,0
ZNFX1,0.7494602,-7.060181,1
RAB3GAP2,16.830244,4.446122,7
ELP6,3.4083018,18.380642,3
C3orf67,8.794871,-9.287497,1
ZNF558,4.004075,4.6659436,9
ERICH1,17.858568,-7.044393,18
VPS37A,18.555264,-6.604348,18
MEF2C,16.824877,6.9697804,7
TSPAN31,22.63871,-1.6688397,18
PRPH,9.0890045,1.8606238,9
CCNT2,9.990606,21.822264,17
BACH1,12.230775,21.542818,11
BLMH,3.5819342,18.534664,3
ZNF354B,4.355911,-2.9245872,13
KLHL28,8.067757,7.3997273,6
FAM193A,9.919806,-9.38486,1
NFIB,13.269009,17.043022,11
LARP1B,22.222284,-3.723802,18
AGO1,17.496128,8.054368,7
ODR4,20.613708,1.5959557,7
CDCA5,-6.7548904,-0.54281986,19
C17orf51,5.3539696,3.9503908,9
UNK,11.616916,-7.7048984,1
FRMD6,4.405209,4.9146256,9
FAM228B,3.4311135,-2.1321473,13
CFAP97,3.9258847,19.066235,3
CDC37,-4.3673935,7.451845,4
PAICS,6.449376,21.259176,17
LAMC1,14.150184,21.134665,11
USP12,16.772211,3.9618983,7
WDFY2,15.1394005,12.584474,15
COL4A2,2.1274252,17.896116,3
ANKRA2,21.501408,0.75350404,7
LRRC75A,0.18091507,14.116055,10
DCUN1D4,-5.452427,0.27490413,2
DENND4C,6.850373,5.993197,9
PSME4,20.810396,1.4407219,7
MAP2,11.517889,21.760664,17
PHIP,13.461579,21.305876,11
BCAS3,6.152272,6.994168,9
BLOC1S6,18.32176,12.849613,15
SNRPE,0.24092811,11.961852,8
PDIA3,6.0175605,20.40563,17
ZNF789,3.3243456,-1.2803295,13
POMT1,8.837127,0.78345066,13
FAM213B,16.60767,-6.7874255,18
ETNK1,14.8447075,20.033638,11
ALDH5A1,3.7658844,4.4814596,9
STAC3,0.7757125,16.206532,3
PHF8,7.058471,-6.9331527,13
PRIMPOL,3.2347963,3.4753246,9
POTEI,6.2498813,3.5607154,9
DCAF10,1.7971195,-7.1162434,1
AC124312.1,6.40198,7.5095634,6
MCOLN1,8.804285,-9.419163,1
ADGRF5,6.308477,7.2211475,6
HSPG2,-4.6586246,6.6756124,4
KDM1B,5.711796,-2.3302457,13
G2E3,17.863821,7.856506,7
DEPDC1,-6.4520707,-1.7533275,19
PAN3,5.3945575,-10.73027,1
RPAP2,13.552275,-7.4198847,18
RBMS3,17.713314,7.7084785,7
TVP23B,6.576499,7.586752,6
SRGAP1,6.541037,-3.2898438,13
IRF3,22.919783,-3.6600354,18
ACACA,16.883474,3.4288063,7
S100A4,1.6659377,16.70314,3
ATF3,7.8373094,8.572857,11
APH1B,11.280733,-8.649454,1
MXD1,7.8328543,8.444971,0
MKLN1,19.463041,8.57023,7
PABPC1L,8.096015,-0.84552485,13
SCAI,7.4171357,5.1762724,9
GUSB,17.083416,3.793069,7
DDX60L,5.2827797,3.3801005,9
ZNF33B,4.019663,-7.752703,1
HNRNPA1,-3.4206722,9.438568,12
HIST1H2BH,-6.2346478,-1.1523697,19
NDRG2,6.7127852,-1.8082763,13
ZSCAN30,0.053067897,-7.5866356,1
ARGLU1,0.09192299,15.006719,10
NPHP3,22.867737,-3.2655818,18
DNAJC10,13.080233,11.924672,0
IVNS1ABP,9.481097,12.545322,0
CDS2,22.102657,-4.108088,18
SYNJ2,7.6326,-1.6265299,13
MAP2K6,12.107981,-8.016135,1
POLH,-6.834675,-2.6183846,19
KIF11,-6.6310377,-0.65124774,19
CRY1,7.985089,7.155839,6
GON4L,12.745759,11.940299,0
PRMT2,14.815826,18.230366,11
EPN2,20.546497,11.206912,15
WDPCP,5.6741223,3.203123,9
MEX3C,7.9162335,6.912133,6
ADAMTS20,7.2821574,5.2848835,9
BPTF,1.7818985,17.264048,3
SMC1A,15.117901,19.52191,11
MTRNR2L12,0.40208855,15.276327,10
L2HGDH,3.6791587,4.216299,9
APOL2,6.2658367,6.968818,6
TBL1XR1,6.7850747,21.357965,17
PEX5,10.543232,-8.765037,1
FGF9,3.6133645,-2.548093,13
WDR35,6.980788,-11.066542,1
PGAP1,16.443274,5.615145,7
ENC1,9.795869,15.805216,0
RAP2C,22.526304,-2.2054994,18
LONP2,22.703634,-1.5093524,18
ADARB1,4.480545,-2.1362088,13
CST3,-0.39538413,14.63491,10
PLEKHA5,-5.356775,0.19083725,2
KIRREL1,8.054161,-2.1075041,13
FAM162A,-0.50829667,14.068265,10
ZC3H8,14.487704,12.409281,15
DENND5A,16.876053,6.3577642,7
SENP7,19.98005,1.7497144,7
ZBED3-AS1,2.3824108,-7.625031,1
ALG8,17.019075,3.3656385,7
CENPK,9.499904,2.0762029,18
ZSWIM6,8.478301,-1.3150538,13
SARS2,4.7278414,5.2278905,9
KIAA0319L,17.07746,-7.0318494,18
RNF138,9.4935465,15.508805,0
DAAM1,19.14221,8.358439,7
BLCAP,12.589894,11.919793,0
KHDC4,6.7460055,21.126348,17
VPS41,22.358261,-4.0193787,18
TRAPPC6B,7.921788,-10.384773,1
MAT2B,9.036067,13.725547,0
XPR1,5.0571785,3.448237,9
TRAM2,0.8292277,-6.9920177,1
YIPF6,14.8680935,12.296314,15
EMC10,19.751286,12.115936,15
ZNF506,7.864665,-10.511132,1
MED6,9.058835,13.684413,0
MIR181A1HG,3.5376878,-9.000341,1
ITM2A,0.76548284,14.928406,3
SLC7A2,5.8240066,-3.281422,13
CARS,20.329815,9.426996,15
ZNF711,18.472662,7.914766,7
ZNF483,5.7031713,4.4191813,9
P4HA1,0.22883132,12.94944,10
CD9,-4.5833125,6.945764,4
MAPK14,17.545303,3.2020574,7
TRIB2,11.294387,-7.979473,1
NUP58,-4.4907465,3.7673838,14
FAM49A,4.515761,-3.0513368,13
NUTM2B-AS1,10.304577,11.969482,0
FNBP4,-0.12700899,15.54511,10
SAT1,0.0904255,13.903813,10
SIRT7,22.249279,-0.46126294,18
HIVEP1,11.312315,-7.746877,1
SMURF2,17.761086,8.194206,7
PAPOLG,20.234535,-5.9253697,18
AC005523.2,6.1157002,-7.2083387,13
SPARCL1,0.5527456,14.451086,10
DHFR,13.436336,-7.5232615,18
CYTH3,22.315575,-0.13017635,18
GPS2,16.56997,-6.905234,18
MARCH5,-4.499366,4.232722,4
KLF4,22.121746,-0.40238935,18
GOLGA8A,11.507481,11.525274,0
C5orf15,16.804796,7.0335693,7
SNX25,4.6782136,5.163326,9
KIF14,-6.5757003,-2.1371927,19
ACO1,3.2062805,-8.716471,1
KSR1,6.2441735,-11.012168,1
WDR19,7.798594,6.0370994,9
SPIN1,12.70273,16.96446,11
U2SURP,4.985971,19.436691,3
CLK2,3.841109,-9.278465,1
SRC,16.85872,3.201548,7
TAPBP,3.640922,-8.898136,1
CCZ1,22.735905,-1.6509686,18
CUL3,9.825954,21.925077,17
GOLGA8B,14.2098675,12.281596,15
SMG9,4.5616183,-2.276781,13
MRPS5,1.0538023,16.233498,3
NCAPG,-6.5702167,-2.135732,19
SPOPL,8.053079,6.973729,6
HIST1H2AH,5.0787716,7.7085395,9
SCART1,6.5916777,-1.5265633,13
TBX3,16.89153,6.4139547,7
HNRNPL,4.245062,19.17022,3
MED26,6.992685,8.195942,6
WASF1,9.019558,-8.092126,1
LPAR4,12.799556,16.88644,11
IQCG,5.6926055,-2.725417,13
UBA6,16.722084,4.489082,7
LDLR,3.4260337,18.696798,3
GMEB2,6.5703473,-7.128829,13
PHRF1,16.80579,6.105163,7
RSRP1,1.0669866,16.143505,3
AC093323.1,6.8849025,-6.975396,13
LTN1,15.182431,19.137432,11
OSBPL11,20.45584,1.8207618,7
MPP5,9.489333,1.5265882,18
RNF165,19.37338,-5.845286,18
MYL9,20.49201,11.683386,15
PKD1,11.738377,-8.004011,1
ZNF692,15.528449,-6.8130393,18
NELFCD,1.3796314,16.789543,3
IGDCC4,16.954647,3.3411872,7
PLRG1,16.397812,12.444884,15
CAMSAP1,-3.7148497,0.34795848,2
SLF2,10.02279,15.871579,0
NSD2,19.601448,-5.775157,18
TBC1D23,16.968472,-6.561075,18
LFNG,20.45918,-6.125205,18
MED13L,9.902998,12.079237,0
LSS,20.843325,1.4187587,7
AC103591.3,6.534232,7.405354,6
CSE1L,14.526349,17.889166,11
TGFB2,6.9148016,8.2306795,6
AC078846.1,6.884945,-2.629015,13
PLAG1,21.065317,11.076768,15
PRRT2,-5.6122484,0.23269701,2
TCEAL9,0.22491123,11.5539665,8
SEPT2,0.94733465,16.29133,3
AL669831.5,2.3630815,3.5190933,9
RCC2,14.110169,17.525925,11
MSL2,16.900753,2.872902,7
USP15,14.803658,18.287193,11
DNAJC3-DT,6.431556,7.269416,6
RABL2A,2.298013,4.3641334,9
NDRG1,2.3317425,17.623554,3
MAN2A1,18.078249,12.828668,15
SEC11C,20.749403,1.2451159,7
FAM120A,21.795084,-4.144661,18
BBS5,8.37323,0.18403688,13
SPAG9,13.761838,21.09721,11
CHERP,16.469954,12.984673,15
ENTPD4,3.9310691,-9.407455,1
IDH2,9.199604,21.976194,17
TSPYL2,8.035612,8.076749,15
TUBGCP4,3.7432015,-2.71957,13
ADD1,9.88447,12.09545,0
DDX19B,-4.2038445,1.6369047,2
USP21,7.449166,5.0532994,9
PTH2R,7.709241,-10.643142,1
RXRB,21.802574,0.7311804,7
SLC7A8,4.7111793,5.1608233,9
EXOC4,16.27452,12.489918,15
AKAP9,0.29846582,15.713568,10
RINT1,9.18372,-7.8238373,1
HIST1H2AL,-6.9057817,-2.711672,19
AC100801.1,8.767348,0.26449952,13
SLC9B2,4.1075225,-1.8695929,13
NPHP1,7.84259,-2.2014222,13
AXL,1.1651497,-7.240255,1
ZRANB3,11.359517,-8.505893,1
LRCH4,20.98775,-5.200032,18
CYP51A1,7.3458233,-1.5499102,13
FANCD2,-6.9732122,0.30219224,19
OXSR1,12.975476,16.994991,11
FCHSD2,6.7314706,-7.555986,1
MED14,22.520332,-2.5685947,18
TOM1L1,22.03315,-3.466656,18
CENPA,-6.652153,-2.295917,19
DCP1B,3.5757573,-2.6502736,13
REL,20.333158,1.9369955,7
FANCA,5.314316,2.8951168,9
MXD3,6.201244,7.245478,6
NOD1,2.7654212,4.3196387,9
PTOV1,6.156774,20.62921,17
RANBP17,3.503844,-0.90000445,13
CBLB,21.751682,-4.4458227,18
ORC2,17.99202,-6.6720777,18
DVL3,11.023289,16.796165,0
RNF185,0.5950669,-7.2559304,1
CALCOCO1,20.435442,1.8034998,7
FAM173B,2.871184,-1.0616218,13
RECQL5,3.0872736,-0.8430347,13
GNAS,-3.4483702,9.417161,12
EDEM1,7.097841,-2.9649272,13
RBM12,14.175138,12.262694,15
RBM25,-0.32364172,14.003881,10
PPIL2,5.2704725,-10.532766,1
CCDC6,13.856346,21.40496,11
ZFAND5,3.8561723,19.023165,3
MAN2A2,8.78858,1.0093207,13
SLC25A42,9.953112,-8.623835,1
PRRX1,3.2586863,18.883482,3
CYB5D2,9.759771,2.6428766,7
PFKFB4,19.996368,2.1062894,7
MICAL3,6.7340016,-3.146067,13
ENO2,4.144915,19.113995,3
CSRNP2,5.1850014,-10.345328,1
AFG3L2,17.321482,2.9047706,7
RRAS,12.388811,-8.249849,1
XPA,11.916834,-7.6424856,1
TARSL2,17.373579,3.3965683,7
SRSF3,0.26462162,12.454632,10
FCHO2,8.799078,-10.014022,1
RUNX1,6.2350945,4.229155,9
RRM1,20.717354,11.712683,15
KLF5,13.814207,20.89508,11
MTMR9,4.083912,-9.569113,1
GOLGA5,4.428383,-7.6088047,1
CMTR2,16.399616,12.432763,15
GOLGB1,6.7293215,21.117737,17
PPM1F,4.6116905,-7.1651077,1
TAF2,7.6670732,-10.658641,1
NUBPL,0.39970726,-7.8269,1
HACL1,21.249966,-5.0360174,18
HNRNPD,-0.28244668,15.345099,10
PPP4R3A,-4.5014973,3.5437794,14
MAP3K12,9.307084,12.786494,0
PHKB,5.3196917,-10.436784,1
IPO8,20.226513,-5.8114448,18
FADS2,9.534744,15.47039,0
ZNF785,6.045291,-10.755835,1
FAM227A,2.942178,-0.7163289,13
CDKN3,-6.483512,-1.8200597,19
RPS6KA5,4.528385,4.662879,9
POLG,4.3440256,-7.4393106,1
RNF219,-3.7837386,0.25687927,2
URB2,12.635476,-7.9316993,1
AFDN,21.309023,1.0437076,7
SKIV2L,8.390912,-9.80628,1
NMT2,8.515108,-8.324676,1
ZNF462,2.3086126,4.0729556,9
SFPQ,-0.31051186,15.289775,10
PARP8,5.768446,2.7863667,9
SERPINE1,6.401317,10.222838,5
ZNF160,21.793425,-4.247775,18
CCNA2,-6.485322,-1.7568482,19
CPT1A,17.055056,12.556836,15
HUS1,9.207806,-7.185049,18
RABGAP1,10.710062,16.721024,0
CRLF3,8.464652,0.84338933,13
ALPK1,5.0863566,-1.808624,13
CLK1,-0.118378974,14.9747715,10
CEBPZOS,19.544188,12.398949,15
MCM2,19.45286,-6.271603,18
NGLY1,13.25367,-8.049474,18
HPS5,16.40049,-6.922112,18
ATP2B4,7.688963,-10.5689535,1
FANCB,6.1641355,3.8429863,9
SPTAN1,2.6203847,17.809223,3
UBE2G2,5.8710594,20.249725,17
RGS2,14.342319,20.494862,11
AC132192.2,7.8902493,8.452147,0
WDR26,19.388828,8.535505,7
NOVA1,8.283295,-0.9817211,13
ROBO3,4.4375396,4.716365,9
ACAD10,2.6975236,-1.6639974,13
MYO19,-3.7547374,0.6507744,2
MTSS1L,7.316849,21.507599,17
DHX35,12.535143,-7.9066043,1
ZNF880,7.091856,-6.9144697,13
FREM1,4.4526176,3.1001475,9
FLVCR1,13.226425,-7.5100846,18
ZNF559,0.113877565,-7.656279,1
LPIN3,5.826726,-3.113223,13
TP53INP1,4.7722635,5.1101537,9
RCOR1,20.865313,11.069683,15
TOR1AIP2,9.891381,12.074206,0
TIMP2,10.176255,16.284996,0
IFIT3,6.3569703,10.209151,5
ZNF814,5.8000913,-10.532831,1
MINDY3,5.3960443,-6.3925242,13
ZBTB11,9.136556,13.707718,0
INPP5B,5.593141,-2.340664,13
SF1,-4.067391,7.8766236,16
C2orf49,15.169992,19.404821,11
CTDSPL2,22.922585,-0.080042794,18
HSBP1,0.10776352,13.051144,10
DDHD1,2.6928694,-7.877552,1
LPGAT1,20.949888,10.133807,15
SPICE1,21.176622,-5.064938,18
ETS1,7.1272593,4.4773374,9
SCAF4,9.438832,12.990791,0
FOSL2,16.968048,2.9578264,7
DLK1,0.27913976,12.639077,10
ZCCHC10,20.386133,11.058027,15
TSC1,20.038021,11.9799795,15
SBF2,19.440912,8.565567,7
NCKAP1,14.7829895,20.365955,11
EPHA3,6.7337046,7.8637843,6
NINL,9.960036,-9.353485,1
PBK,5.257994,7.566672,9
ZDHHC17,19.886536,12.230095,15
ADCY3,5.6272855,-2.4590719,13
SLC37A3,7.561046,-10.726014,1
ZNF267,-5.3469763,0.23012052,2
PUS7L,13.30075,11.961056,15
ZNF8,4.4500566,2.897229,9
SMYD4,1.08576,-7.044514,1
DLC1,9.77218,-9.04063,1
LMNA,-0.032674674,13.608733,10
AKAP7,7.6724315,5.3471856,9
NBR1,16.73041,5.4814253,7
MTX3,19.483084,1.880832,7
VCAN,0.21128446,13.581801,10
PHKA2,8.896952,0.7655973,13
CENPC,-4.5695577,2.3431783,14
TMCC1-AS1,10.184967,-9.079875,1
PUS7,22.706242,-0.50678575,18
WRAP73,18.408997,-6.7598243,18
POGLUT1,12.740976,-7.9861217,1
PRC1,-6.478152,-1.8283118,19
INTS6L,15.182721,-6.6736293,18
FOXO1,-4.4902706,2.2132473,14
KMT2E,-0.49591252,14.05064,10
NPEPPS,2.8669968,18.67144,3
STX6,16.55618,12.917802,15
ZNF420,5.348807,3.943424,9
SLC25A46,6.518411,-10.6882515,1
PDGFRB,3.6860454,3.0055325,9
ZNF783,3.3514414,-2.3995712,13
AC008522.1,8.474741,0.40288895,13
GPATCH11,22.221323,-3.3041103,18
AL354733.3,7.8274174,21.353441,17
TBCEL,4.147944,-8.3637905,1
PLK1,-6.514636,-1.9635196,19
RBM6,1.80513,16.999132,3
ARHGEF39,-6.9484277,-2.6843648,19
POU2F1,18.140068,8.146005,7
PLXND1,20.51558,9.543443,15
LUC7L3,-0.15299927,15.300934,10
SMG1,-4.5356555,4.664671,4
OBSL1,-4.5666404,2.7836466,14
ZNF655,5.4754767,-10.91236,1
ZNF660,0.7384396,-7.526886,1
WDR36,16.261831,13.0222225,15
HJURP,-6.882334,-2.6498327,19
C19orf25,16.981533,4.3631516,7
GCLC,14.669741,-7.3977084,18
SIRT2,20.602133,1.248683,7
WDR27,2.1040754,-7.3251095,1
KLF2,-6.195491,-0.9832188,19
IWS1,12.881222,16.962574,11
EBF4,6.869668,-1.692609,13
ITGA6,4.67855,5.0221176,9
P3H3,11.577741,-7.6840153,1
FLRT2,2.0225277,3.819096,9
VPS13D,6.7832522,-3.0346043,13
NR2F1,9.543413,2.3934367,18
GDI1,15.085909,19.86793,11
TOP1,0.16298415,15.7521715,10
LGALS1,-3.4382396,9.386746,12
ZBTB39,6.216502,-1.4010113,13
EEF1B2,-3.390252,9.48814,12
