x,y,cell_type,prolif_score_wt,prolif_score_ko,qsc_score_wt,qsc_score_ko,delta_prolif,delta_qsc
3.2477784,1.8092986,intermediate,0.91,1.08,4.31,4.3,0.17,-0.0099999999999997
-1.7111175,1.5897671,intermediate,0.55,0.58,4.61,4.56,0.0299999999999999,-0.0500000000000007
1.0108763,0.25623158,intermediate,0.75,0.67,4.37,5.22,-0.0799999999999999,0.8499999999999996
0.91103977,3.207176,intermediate,0.55,0.67,4.09,5.04,0.12,0.9500000000000002
1.0652122,1.2754577,intermediate,0.65,0.7,3.68,3.98,0.0499999999999999,0.2999999999999998
1.3011647,3.4385896,intermediate,0.79,0.74,4.52,5.53,-0.05,1.010000000000001
-1.6559905,2.9545255,intermediate,0.8,1.01,5.58,4.88,0.2099999999999999,-0.7000000000000002
-1.9191533,3.4346516,intermediate,0.81,0.65,4.61,4.4,-0.16,-0.2099999999999999
2.1464658,2.9709456,intermediate,0.73,0.79,5.56,4.83,0.06,-0.7299999999999995
2.4594698,0.64464617,intermediate,0.87,0.76,5.13,4.84,-0.1099999999999999,-0.29
1.6186788,-0.29737273,intermediate,1.04,0.9,4.42,5.62,-0.14,1.2000000000000002
0.99937224,2.0375297,intermediate,0.7,1.28,4.9,4.26,0.5800000000000001,-0.6400000000000006
-1.4163148,4.563341,intermediate,0.96,1.24,3.78,3.94,0.28,0.1600000000000001
0.7172524,-0.29031998,intermediate,0.63,0.57,4.58,4.38,-0.06,-0.2000000000000001
1.384042,1.2364713,intermediate,0.4,0.67,4.44,5.71,0.27,1.2699999999999996
3.0949206,1.9999117,intermediate,0.68,1.55,4.06,4.78,0.87,0.7200000000000006
1.4258176,1.7442632,intermediate,0.99,1.39,4.0,5.14,0.3999999999999999,1.1399999999999997
2.0577962,-0.6761243,intermediate,0.7,1.27,6.31,4.88,0.5700000000000001,-1.4299999999999995
1.3433053,2.25293,intermediate,0.89,0.72,5.22,3.99,-0.17,-1.2299999999999995
0.93575007,0.5500144,intermediate,1.36,1.01,5.76,4.45,-0.3500000000000001,-1.3099999999999996
0.04454527,3.9367769,intermediate,0.58,0.74,4.28,6.04,0.16,1.7599999999999998
0.9949789,1.9920532,intermediate,0.79,0.5,5.17,5.31,-0.29,0.1399999999999996
0.2810686,1.5338652,intermediate,0.64,2.91,3.73,5.42,2.27,1.69
1.5106708,0.88338894,intermediate,0.64,0.66,3.74,5.07,0.02,1.33
1.861792,0.3373816,intermediate,0.58,0.61,4.2,3.77,0.03,-0.4300000000000001
1.4117602,2.389278,intermediate,0.65,0.77,4.38,4.89,0.12,0.5099999999999998
-0.6191713,2.4961793,intermediate,0.58,0.66,4.41,4.71,0.08,0.2999999999999998
3.222901,-0.3746145,intermediate,0.5,0.9,3.94,4.71,0.4,0.77
0.8631803,4.3854623,intermediate,0.86,0.94,5.65,5.73,0.0799999999999999,0.08
3.9531925,5.9906044,intermediate,2.81,1.07,3.58,5.32,-1.74,1.7400000000000002
-0.78823364,0.8289119,intermediate,0.74,0.51,4.57,4.75,-0.2299999999999999,0.1799999999999997
2.291493,5.238043,intermediate,1.65,1.13,4.84,3.76,-0.52,-1.08
-0.43735647,2.7424986,intermediate,0.48,0.72,3.91,4.38,0.24,0.4699999999999997
2.910973,2.361066,intermediate,1.93,0.48,5.3,4.44,-1.45,-0.8599999999999994
2.3069274,3.8888345,intermediate,0.59,0.76,4.77,5.46,0.17,0.6900000000000004
0.83513063,1.822942,intermediate,0.4,0.61,5.02,3.85,0.2099999999999999,-1.1699999999999997
1.0498091,0.7419075,intermediate,1.81,1.29,6.55,5.34,-0.52,-1.21
-0.6464678,3.341146,intermediate,1.19,1.69,5.28,4.61,0.5,-0.6699999999999999
1.5435504,2.2622268,intermediate,1.53,0.94,4.16,5.28,-0.5900000000000001,1.12
1.042247,1.3704562,intermediate,0.49,0.73,5.29,4.44,0.24,-0.8499999999999996
1.9478377,1.9849358,intermediate,0.97,0.46,4.76,4.99,-0.51,0.2300000000000004
-0.31136596,3.1621578,intermediate,0.95,0.67,4.4,4.65,-0.2799999999999999,0.25
-1.8350267,2.404172,intermediate,0.59,0.58,4.35,3.89,-0.01,-0.4599999999999995
-1.2591445,4.5029573,intermediate,0.91,0.77,5.28,5.33,-0.14,0.0499999999999998
1.242079,0.26834515,intermediate,0.85,0.85,5.06,4.94,0.0,-0.1199999999999992
-1.5166044,2.0392773,intermediate,0.78,1.02,4.67,4.69,0.24,0.0200000000000004
1.4890313,0.14955924,intermediate,0.79,1.42,4.02,5.3,0.6299999999999999,1.2800000000000002
2.8312302,1.8595735,intermediate,0.62,0.57,4.22,3.81,-0.05,-0.4099999999999997
-1.0612254,1.4550902,intermediate,0.69,0.64,3.88,4.37,-0.0499999999999999,0.4900000000000002
-0.9757674,2.3097599,intermediate,0.47,0.6,4.61,5.08,0.13,0.4699999999999997
1.7171096,-0.53433657,intermediate,1.29,0.72,4.04,3.64,-0.5700000000000001,-0.3999999999999999
1.5241793,1.3644174,intermediate,0.48,0.73,5.6,4.24,0.25,-1.3599999999999994
0.5323813,4.3847013,intermediate,0.56,1.11,4.69,4.94,0.55,0.25
2.873557,1.3576107,intermediate,0.86,0.67,4.29,3.82,-0.1899999999999999,-0.4700000000000002
2.6900961,-1.0382158,intermediate,1.68,0.82,4.65,4.2,-0.86,-0.4500000000000002
-0.14605978,0.5107538,intermediate,2.24,0.98,5.8,4.28,-1.2600000000000002,-1.5199999999999996
-0.16841315,2.49985,intermediate,0.76,0.57,4.49,4.54,-0.19,0.0499999999999998
0.07163926,2.0862904,intermediate,0.86,1.21,5.61,5.86,0.35,0.25
1.5261427,3.246215,intermediate,0.57,0.84,4.55,4.47,0.27,-0.08
2.1260648,0.028584719,intermediate,0.63,0.96,4.69,4.98,0.3299999999999999,0.29
-0.109319724,1.4652466,intermediate,0.92,0.99,4.59,4.59,0.0699999999999999,0.0
-0.10325491,2.5661328,intermediate,0.59,1.17,5.32,4.95,0.58,-0.3700000000000001
-1.189955,4.764749,intermediate,0.83,0.9,4.95,4.42,0.07,-0.5300000000000002
-0.6858345,2.9299386,intermediate,0.56,0.91,5.4,4.66,0.35,-0.7400000000000002
2.908988,1.967582,intermediate,0.8,1.44,4.46,6.5,0.6399999999999999,2.04
3.5010455,-0.6585394,intermediate,0.68,1.05,5.16,4.29,0.37,-0.8700000000000001
0.41745433,3.263322,intermediate,2.97,1.15,4.51,4.86,-1.8200000000000005,0.3500000000000005
-0.6956546,5.772523,intermediate,1.52,0.61,4.63,4.67,-0.91,0.04
-1.248339,4.870844,intermediate,0.73,0.66,4.83,4.66,-0.0699999999999999,-0.1699999999999999
1.7427726,1.2580193,intermediate,0.83,0.81,4.85,5.17,-0.0199999999999999,0.3200000000000003
2.3038476,2.959228,intermediate,2.24,0.65,4.98,5.05,-1.5900000000000003,0.0699999999999994
0.40358692,4.546774,intermediate,0.55,0.95,4.68,3.73,0.3999999999999999,-0.9499999999999996
1.7998848,1.4680787,intermediate,1.11,0.98,4.18,5.14,-0.1300000000000001,0.96
-2.0546114,3.5957603,intermediate,0.52,1.05,4.31,5.36,0.53,1.0500000000000007
-0.2719676,2.0772789,intermediate,2.15,1.33,4.89,4.15,-0.8199999999999998,-0.7399999999999993
0.49050635,1.7596585,intermediate,0.39,0.65,5.4,4.22,0.26,-1.1800000000000006
-1.5174456,3.138215,intermediate,1.4,1.39,5.5,3.63,-0.01,-1.87
0.55579275,0.94579774,intermediate,0.71,1.08,4.61,5.24,0.3700000000000001,0.6299999999999999
-1.8529189,4.9648523,intermediate,0.91,1.16,4.92,5.04,0.2499999999999999,0.1200000000000001
0.47260115,5.4359407,intermediate,1.01,2.04,5.0,5.16,1.03,0.1600000000000001
-0.8873443,2.6703799,intermediate,0.81,0.61,4.96,4.06,-0.2,-0.9000000000000004
1.4589654,1.2397177,intermediate,0.51,1.09,4.76,5.11,0.5800000000000001,0.3500000000000005
1.8227216,4.5450406,intermediate,0.47,0.75,3.81,4.97,0.28,1.1599999999999997
2.7177768,2.7274916,intermediate,0.76,0.69,4.63,4.28,-0.07,-0.3499999999999996
-0.44336385,4.709878,intermediate,1.52,0.6,5.05,4.49,-0.92,-0.5599999999999996
-1.681602,2.1460638,intermediate,0.78,0.9,3.53,3.72,0.12,0.1900000000000004
2.5843303,2.9433682,intermediate,0.71,0.67,4.24,4.36,-0.0399999999999999,0.1200000000000001
1.2318759,2.7576005,intermediate,0.47,0.61,5.26,4.22,0.14,-1.04
3.5574088,2.089795,intermediate,0.95,0.88,5.33,4.45,-0.0699999999999999,-0.8799999999999999
1.3921921,0.028461652,intermediate,1.53,1.78,5.94,5.98,0.25,0.04
-0.8192312,2.7134073,intermediate,0.53,0.99,5.04,4.96,0.4599999999999999,-0.08
2.8482757,-1.1542809,intermediate,1.08,0.57,6.18,5.49,-0.5100000000000001,-0.6899999999999995
2.219738,0.56562924,intermediate,1.58,0.64,4.0,4.34,-0.94,0.3399999999999998
-1.030067,3.6593668,intermediate,0.98,1.64,4.34,5.89,0.6599999999999999,1.5499999999999998
1.435758,3.1193469,intermediate,0.73,0.61,5.61,4.62,-0.12,-0.9900000000000002
-0.11595822,4.059049,intermediate,0.94,0.8,5.35,4.78,-0.1399999999999999,-0.5699999999999994
1.4185125,2.690814,intermediate,0.65,0.37,3.73,4.17,-0.28,0.4399999999999999
3.383671,5.3921237,intermediate,0.99,0.56,3.79,4.48,-0.4299999999999999,0.6900000000000004
1.9430921,1.3392904,intermediate,1.08,1.12,3.72,5.47,0.04,1.7499999999999996
4.0358925,0.61742574,intermediate,0.92,0.67,4.21,4.71,-0.25,0.5
1.8359292,-0.14455436,intermediate,0.48,0.74,4.58,5.05,0.26,0.4699999999999997
-1.1568347,1.9837415,intermediate,0.83,1.28,4.05,5.85,0.45,1.7999999999999998
0.45137,3.8509588,intermediate,0.48,0.92,4.28,5.05,0.44,0.7699999999999996
1.4112781,4.266926,intermediate,0.93,0.48,4.36,4.03,-0.45,-0.33
-1.297958,4.027899,intermediate,0.59,0.53,4.5,4.87,-0.0599999999999999,0.3700000000000001
1.9496902,2.076154,intermediate,0.61,0.81,5.79,4.97,0.2,-0.8200000000000003
2.9264138,6.087971,intermediate,0.81,0.73,4.83,5.65,-0.08,0.8200000000000003
0.7871526,2.062462,intermediate,1.25,1.06,5.0,4.64,-0.1899999999999999,-0.3600000000000003
-1.0628642,3.0119653,intermediate,0.63,0.62,4.07,4.73,-0.01,0.6600000000000001
2.406644,2.193099,intermediate,2.25,1.31,5.86,4.13,-0.94,-1.7300000000000004
-0.83958787,4.194483,intermediate,0.77,0.92,4.23,3.69,0.15,-0.5400000000000005
0.47020015,4.0956917,intermediate,1.04,0.77,4.61,4.56,-0.27,-0.0500000000000007
1.7347492,-1.1995564,intermediate,1.01,1.56,4.79,4.42,0.55,-0.3700000000000001
1.0831189,1.1694546,intermediate,0.63,0.98,5.39,4.97,0.35,-0.4199999999999999
1.054161,0.8947203,intermediate,0.69,1.39,4.43,5.02,0.7,0.5899999999999999
-1.0847061,2.4965637,intermediate,1.03,1.9,5.52,4.98,0.8699999999999999,-0.5399999999999991
1.5468494,1.4513308,intermediate,0.85,0.72,4.48,4.86,-0.13,0.3799999999999999
-1.0173001,2.236144,intermediate,0.98,0.74,5.24,5.16,-0.24,-0.08
-1.885404,2.4176273,intermediate,1.4,1.04,4.8,5.45,-0.3599999999999999,0.6500000000000004
1.0364466,1.2788057,intermediate,0.83,0.55,4.62,4.08,-0.2799999999999999,-0.54
0.3386528,2.7989805,intermediate,0.93,0.93,6.75,5.21,0.0,-1.54
2.5198379,1.5275458,intermediate,0.99,0.72,5.5,5.01,-0.27,-0.4900000000000002
1.0345181,2.5282528,intermediate,1.25,0.73,3.96,4.25,-0.52,0.29
0.6050696,1.2680352,intermediate,1.05,1.01,4.58,4.71,-0.04,0.1299999999999999
2.4587567,0.23005818,intermediate,1.17,0.63,4.57,4.34,-0.5399999999999999,-0.2300000000000004
1.9571347,1.3311386,intermediate,0.67,0.53,4.14,4.08,-0.14,-0.0599999999999996
0.7776802,3.454583,intermediate,0.9,0.87,4.78,4.7,-0.03,-0.08
-0.5534354,0.4309027,intermediate,0.62,0.5,5.81,4.38,-0.12,-1.4299999999999995
1.4723762,-1.1698608,intermediate,0.81,0.64,5.11,5.06,-0.17,-0.0500000000000007
2.463857,-0.92478794,intermediate,0.75,2.68,4.17,4.47,1.93,0.2999999999999998
-1.0429198,3.154067,intermediate,0.91,0.91,4.49,3.98,0.0,-0.5100000000000002
1.031488,2.271309,intermediate,0.68,0.41,5.6,4.08,-0.2700000000000001,-1.5199999999999996
2.3213098,2.3172283,intermediate,0.66,0.67,4.7,4.35,0.01,-0.3500000000000005
-0.094810106,1.2573727,intermediate,0.73,1.04,5.32,5.2,0.31,-0.1200000000000001
-2.2046983,2.5851345,intermediate,0.92,0.87,5.39,3.99,-0.05,-1.3999999999999997
0.77295077,0.46883664,intermediate,2.54,0.9,4.74,6.81,-1.64,2.0699999999999994
0.32351798,2.2087057,intermediate,1.13,0.81,6.9,3.54,-0.3199999999999998,-3.3600000000000003
0.98983485,-0.35434163,intermediate,1.96,0.79,5.47,4.47,-1.17,-1.0
-0.3967026,1.8216927,intermediate,1.44,0.71,4.28,4.44,-0.73,0.1600000000000001
2.5498788,-1.1365341,intermediate,1.65,1.39,5.89,5.36,-0.26,-0.5299999999999994
4.1376333,4.3265643,intermediate,1.84,0.81,4.83,4.58,-1.03,-0.25
-2.1936738,3.462307,intermediate,0.71,0.76,4.88,4.93,0.05,0.0499999999999998
1.1971613,1.9384017,intermediate,0.93,1.62,4.68,5.01,0.6900000000000001,0.33
2.512554,-1.1158313,intermediate,0.8,1.02,4.32,4.31,0.2199999999999999,-0.0100000000000006
3.0345514,5.0546126,intermediate,0.4,0.78,4.23,5.56,0.38,1.3299999999999992
3.307267,-1.1036059,intermediate,0.76,0.62,4.51,5.95,-0.14,1.4400000000000004
-1.0382603,1.1832818,intermediate,0.82,0.79,4.66,4.71,-0.0299999999999999,0.0499999999999998
1.0427846,1.6032962,intermediate,0.72,0.68,4.33,4.18,-0.0399999999999999,-0.1500000000000003
0.92630047,-0.22762768,intermediate,1.03,0.66,3.18,4.67,-0.37,1.4899999999999998
0.048119847,2.1001606,intermediate,0.66,0.77,4.44,3.64,0.1099999999999999,-0.8000000000000003
-1.0530758,2.1389976,intermediate,0.68,1.49,4.15,4.48,0.8099999999999999,0.33
1.9974623,-0.57145005,intermediate,1.24,1.18,4.4,4.21,-0.06,-0.1900000000000004
1.6321307,4.7685785,intermediate,0.76,0.72,4.04,4.23,-0.04,0.1900000000000004
0.5865422,1.7861875,intermediate,0.55,0.69,4.1,5.17,0.1399999999999999,1.0700000000000005
3.1922915,-1.6353511,intermediate,0.53,0.79,3.98,4.02,0.26,0.0399999999999995
1.6226116,2.8283498,intermediate,0.62,2.13,3.94,5.25,1.5099999999999998,1.31
1.7366862,1.2735151,intermediate,0.68,0.71,4.7,5.55,0.0299999999999999,0.8499999999999996
0.72148275,0.81443065,intermediate,1.76,1.93,5.1,4.67,0.1699999999999999,-0.4299999999999997
-2.228041,2.98592,intermediate,0.96,0.93,3.98,4.41,-0.0299999999999999,0.4300000000000001
3.137188,-1.4315882,intermediate,1.58,0.7,4.02,6.13,-0.8800000000000001,2.1100000000000003
-0.6910895,3.126554,intermediate,0.92,0.78,4.58,4.53,-0.14,-0.0499999999999998
1.2259929,2.59777,intermediate,0.51,0.7,3.57,3.9,0.1899999999999999,0.33
0.5499462,2.8753505,intermediate,0.93,0.67,5.11,5.15,-0.26,0.04
3.9615185,-0.26977304,intermediate,0.79,0.78,4.4,4.53,-0.01,0.1299999999999999
-2.1320367,3.6234949,intermediate,0.29,0.81,4.41,4.93,0.52,0.5199999999999996
0.5305374,3.4895072,intermediate,0.56,1.25,4.53,3.94,0.69,-0.5900000000000003
1.5943601,2.7391284,intermediate,0.78,0.7,3.65,4.43,-0.08,0.7799999999999998
1.3541797,2.3700166,intermediate,0.64,1.88,4.75,5.68,1.2399999999999998,0.9299999999999996
-0.67245406,2.980436,intermediate,0.56,1.55,3.51,5.12,0.99,1.6100000000000003
0.79843307,3.0259478,intermediate,2.01,0.91,4.8,4.07,-1.0999999999999996,-0.7299999999999995
2.644802,3.4703624,intermediate,0.5,1.35,5.98,3.25,0.8500000000000001,-2.7300000000000004
3.1198575,1.5000043,intermediate,0.57,0.83,4.07,4.71,0.26,0.6399999999999997
-1.9457833,3.872983,intermediate,0.69,0.62,4.37,5.22,-0.0699999999999999,0.8499999999999996
2.766532,1.6740468,intermediate,2.32,0.95,4.58,4.3,-1.37,-0.2800000000000002
-0.07702492,4.2992115,intermediate,1.12,0.67,3.51,4.39,-0.45,0.8799999999999999
2.406678,5.106332,intermediate,0.94,0.93,4.94,4.08,-0.0099999999999998,-0.8600000000000003
1.0794239,0.8779384,intermediate,0.56,0.68,4.81,5.11,0.12,0.3000000000000007
0.7087316,0.19511734,intermediate,0.98,0.55,3.9,4.49,-0.4299999999999999,0.5900000000000003
2.5485506,-0.58315307,intermediate,0.35,0.76,4.91,5.29,0.41,0.3799999999999999
-0.5839902,1.8965807,intermediate,0.74,0.71,4.06,4.37,-0.03,0.3100000000000005
2.6889172,-0.07879997,intermediate,0.4,0.71,5.27,3.6,0.3099999999999999,-1.6699999999999997
1.7244322,1.4032508,intermediate,0.87,0.57,5.45,3.8,-0.3,-1.6500000000000004
-2.3040254,1.9251744,intermediate,1.01,0.91,4.66,4.68,-0.0999999999999999,0.0199999999999995
1.3628122,3.2131805,intermediate,0.82,0.85,3.72,6.17,0.03,2.4499999999999997
1.6512835,4.636038,intermediate,0.81,0.64,5.43,3.9,-0.17,-1.5299999999999998
1.1465709,3.2986097,intermediate,0.85,0.76,5.01,5.1,-0.0899999999999999,0.0899999999999998
-0.73803777,2.2121437,intermediate,0.82,0.66,3.57,5.05,-0.1599999999999999,1.48
1.9843608,-0.6475947,intermediate,1.03,2.56,5.46,4.87,1.53,-0.5899999999999999
0.27385798,1.5721012,intermediate,1.68,0.82,6.11,5.84,-0.86,-0.2700000000000004
0.78721476,1.0543344,intermediate,0.58,0.63,4.8,4.23,0.05,-0.5699999999999994
-0.12032739,1.3482906,intermediate,0.93,1.56,4.17,5.5,0.63,1.33
3.1135077,-0.37366313,intermediate,0.78,0.46,4.01,5.23,-0.32,1.2200000000000006
-0.94694954,1.1697302,intermediate,0.68,0.87,5.57,4.67,0.1899999999999999,-0.9000000000000004
1.8627422,4.2650137,intermediate,0.56,0.9,3.54,4.37,0.3399999999999999,0.8300000000000001
-0.92478496,5.1585007,intermediate,1.42,0.69,6.09,4.83,-0.73,-1.2599999999999998
2.3939693,-0.10181406,intermediate,1.86,1.39,5.08,5.39,-0.4700000000000002,0.3099999999999996
3.760442,-1.0144691,intermediate,0.8,0.62,4.93,4.32,-0.18,-0.6099999999999994
3.7979074,-0.13669066,intermediate,0.9,1.53,4.33,5.84,0.63,1.5099999999999998
-0.34390247,2.9230192,intermediate,0.62,0.9,4.34,4.59,0.28,0.25
1.4273013,2.9586143,intermediate,0.98,0.54,4.6,4.09,-0.4399999999999999,-0.5099999999999998
0.17849468,0.42485398,intermediate,1.12,0.79,5.41,4.88,-0.33,-0.5300000000000002
2.9073648,-0.6176551,intermediate,0.63,0.47,4.7,5.35,-0.16,0.6499999999999995
0.8277709,1.1966603,intermediate,1.09,0.54,4.67,4.23,-0.55,-0.4399999999999995
1.1167518,4.7220516,intermediate,0.85,1.22,3.71,4.5,0.37,0.79
1.2946332,3.1751761,intermediate,0.45,0.75,4.74,4.27,0.3,-0.4700000000000006
-1.3027759,2.3307533,intermediate,0.72,0.68,4.26,3.93,-0.0399999999999999,-0.3299999999999996
-0.75848436,4.2556005,intermediate,2.31,0.72,4.79,4.04,-1.59,-0.75
1.594257,5.1295633,intermediate,0.38,0.81,3.88,5.04,0.43,1.16
1.0733764,3.1714983,intermediate,0.86,0.74,4.28,4.23,-0.12,-0.0499999999999998
-0.22561061,-0.5164292,intermediate,0.51,0.83,4.73,4.68,0.3199999999999999,-0.0500000000000007
-0.5187457,1.2711577,intermediate,0.67,1.68,5.26,4.13,1.0099999999999998,-1.13
0.29552567,1.616671,intermediate,0.56,0.98,3.63,4.48,0.4199999999999999,0.8500000000000005
3.2202885,-1.483171,intermediate,0.54,0.76,4.07,5.1,0.2199999999999999,1.0299999999999994
-1.0449975,2.5243406,intermediate,0.81,0.83,5.95,4.26,0.0199999999999999,-1.6900000000000004
1.6116209,1.1388963,intermediate,0.69,0.63,5.07,4.56,-0.0599999999999999,-0.5100000000000007
-0.5945059,3.2933643,intermediate,0.64,0.9,4.32,3.97,0.26,-0.3500000000000001
2.1629784,-0.28798708,intermediate,0.83,0.78,5.76,3.77,-0.0499999999999999,-1.99
-0.096008904,3.3903105,intermediate,1.34,1.61,5.47,5.66,0.27,0.1900000000000004
0.6615499,1.308492,intermediate,0.6,0.62,4.39,5.91,0.02,1.5200000000000005
2.7806537,-0.37008747,intermediate,1.0,0.81,4.38,4.98,-0.1899999999999999,0.6000000000000005
0.43828046,1.4963574,intermediate,0.65,0.66,4.75,5.11,0.01,0.3600000000000003
2.3951898,-0.83924526,intermediate,0.64,0.73,4.71,4.02,0.0899999999999999,-0.6900000000000004
0.47754622,3.4226077,intermediate,0.67,0.43,4.24,5.04,-0.24,0.7999999999999998
-0.81269914,2.316439,intermediate,0.77,0.51,4.52,5.28,-0.26,0.7600000000000007
-1.7606779,3.9538958,intermediate,1.14,0.59,4.77,6.04,-0.5499999999999999,1.2700000000000005
-1.570983,2.7308662,intermediate,0.77,0.49,4.11,4.57,-0.28,0.4599999999999999
-1.3627553,4.0853868,intermediate,0.7,0.9,4.47,4.58,0.2,0.1100000000000003
2.449257,-0.40794745,intermediate,0.7,0.75,4.93,4.55,0.05,-0.3799999999999999
1.1932828,1.5200212,intermediate,0.74,1.16,5.38,5.2,0.4199999999999999,-0.1799999999999997
2.44748,4.5853148,intermediate,0.57,0.81,4.14,4.33,0.2400000000000001,0.1900000000000004
1.3629725,2.4071376,intermediate,0.6,0.7,4.83,3.17,0.0999999999999999,-1.66
1.5942966,1.159632,intermediate,0.69,0.64,4.18,4.86,-0.0499999999999999,0.6800000000000006
2.8693252,2.261568,intermediate,3.21,0.69,5.42,5.55,-2.52,0.1299999999999999
-0.8436609,2.957209,intermediate,2.09,0.92,5.1,4.81,-1.17,-0.29
2.7424233,2.3950794,intermediate,0.66,0.92,4.58,4.82,0.26,0.2400000000000002
0.93275875,1.2886745,intermediate,0.58,0.72,3.96,4.69,0.14,0.7300000000000004
1.9673163,1.9967811,intermediate,0.77,0.53,4.59,4.57,-0.24,-0.0199999999999995
0.031491123,3.691813,intermediate,0.56,0.93,4.34,5.33,0.37,0.9900000000000002
0.88426876,2.600905,intermediate,0.66,0.64,4.11,4.4,-0.02,0.29
-1.0365256,2.039687,intermediate,0.39,0.67,4.85,3.96,0.28,-0.8899999999999997
1.6890147,1.1450386,intermediate,0.62,0.57,4.88,4.49,-0.05,-0.3899999999999997
2.2962897,3.1883025,intermediate,0.73,0.98,3.72,5.15,0.25,1.4300000000000002
1.2350379,2.0425925,intermediate,0.91,0.56,4.63,3.64,-0.35,-0.9899999999999998
-1.7462729,5.7298994,intermediate,0.79,0.67,4.0,4.88,-0.12,0.8799999999999999
2.4146798,0.38523877,intermediate,0.53,0.7,4.19,4.37,0.1699999999999999,0.1799999999999997
-2.189038,2.0681882,intermediate,0.68,0.78,4.32,4.01,0.0999999999999999,-0.3100000000000005
2.3128457,4.544832,intermediate,0.72,0.54,4.65,4.07,-0.1799999999999999,-0.5800000000000001
-0.0029928798,1.7970651,intermediate,0.59,0.67,3.47,4.85,0.08,1.3799999999999994
-0.5185895,3.80829,intermediate,0.9,0.47,3.87,5.3,-0.43,1.4299999999999995
0.7222504,3.9054656,intermediate,0.47,0.69,4.59,4.94,0.2199999999999999,0.3500000000000005
1.083137,0.65052706,intermediate,0.56,1.08,5.39,4.21,0.52,-1.1799999999999995
3.7446792,4.573649,intermediate,0.67,0.74,4.74,5.37,0.0699999999999999,0.6299999999999999
0.59873307,0.48064482,intermediate,0.58,0.99,5.18,3.8,0.41,-1.38
3.632572,5.227822,intermediate,0.91,0.83,4.9,5.31,-0.08,0.4099999999999992
2.955781,0.80689603,intermediate,0.66,0.44,5.13,5.06,-0.22,-0.0700000000000002
0.7985312,3.53682,intermediate,0.77,0.46,5.02,4.42,-0.31,-0.5999999999999996
1.2839291,-0.33449888,intermediate,1.4,0.95,5.12,4.91,-0.4499999999999999,-0.2099999999999999
1.5791603,-0.04124384,intermediate,0.56,0.79,5.24,4.12,0.2299999999999999,-1.12
2.876046,-1.0051441,intermediate,0.45,0.58,4.91,5.22,0.1299999999999999,0.3099999999999996
-0.5120699,1.6252389,intermediate,1.16,1.12,5.18,4.76,-0.0399999999999998,-0.4199999999999999
-0.13720477,1.161417,intermediate,0.26,0.74,3.45,4.42,0.48,0.9699999999999998
-0.07910585,1.2443669,intermediate,0.48,0.51,4.94,4.39,0.03,-0.5500000000000007
1.6511334,0.86082333,intermediate,1.91,0.76,5.17,5.13,-1.15,-0.04
-1.6704032,3.5523186,intermediate,0.67,0.79,4.52,4.29,0.12,-0.2299999999999995
2.5032442,1.7405695,intermediate,0.87,0.41,5.42,5.27,-0.46,-0.1500000000000003
-0.81075877,0.93733674,intermediate,0.64,0.87,4.13,4.44,0.2299999999999999,0.3100000000000005
2.1706097,-0.08395475,intermediate,1.04,1.0,4.44,6.05,-0.04,1.6099999999999994
-2.0131252,1.5717113,intermediate,2.04,1.05,3.67,4.74,-0.99,1.0700000000000005
1.9791206,0.96876454,intermediate,0.69,0.98,3.84,4.57,0.29,0.7300000000000004
1.4680128,-0.20872784,intermediate,0.94,0.71,3.42,5.27,-0.2299999999999999,1.8499999999999996
0.7906718,0.43534046,intermediate,0.58,0.57,4.27,4.8,-0.01,0.5300000000000002
-1.6614184,2.146412,intermediate,1.86,0.76,6.35,4.15,-1.1,-2.1999999999999993
0.5685323,4.071336,intermediate,0.88,0.75,3.27,3.74,-0.13,0.4700000000000002
3.7014568,3.3425255,intermediate,0.74,0.51,4.27,4.58,-0.2299999999999999,0.3100000000000005
-1.5692579,3.2894912,intermediate,0.67,1.08,4.07,4.25,0.41,0.1799999999999997
2.5835447,1.3938376,intermediate,1.21,0.75,4.92,4.52,-0.4599999999999999,-0.4000000000000003
-1.0531654,2.137959,intermediate,0.6,0.73,4.19,4.1,0.13,-0.0900000000000007
2.0549934,0.3382674,intermediate,0.56,0.85,4.63,3.27,0.2899999999999999,-1.36
-0.68701446,0.61720324,intermediate,0.72,0.85,3.82,4.86,0.13,1.0400000000000005
-2.1593635,2.3796034,intermediate,0.48,1.41,5.94,4.27,0.93,-1.6700000000000008
2.734089,1.0168238,intermediate,0.64,0.76,3.88,5.31,0.12,1.4299999999999995
-1.9882708,2.8479917,intermediate,0.6,0.85,5.28,4.64,0.25,-0.6400000000000006
-1.501001,3.405901,intermediate,0.69,1.02,4.02,4.86,0.33,0.8400000000000007
-0.23302047,3.0171716,intermediate,1.02,1.81,5.19,5.01,0.79,-0.1800000000000006
0.61955124,4.347963,intermediate,0.4,0.88,5.22,4.73,0.48,-0.4899999999999993
1.5600747,2.2522824,intermediate,0.63,0.38,5.54,4.59,-0.25,-0.9500000000000002
0.6914299,0.6047847,intermediate,1.08,1.29,3.8,3.84,0.2099999999999999,0.04
1.0376213,0.8419261,intermediate,0.55,0.67,4.83,4.66,0.12,-0.1699999999999999
-0.9846148,0.36963886,intermediate,0.57,0.59,4.77,4.18,0.02,-0.5899999999999999
-0.12330955,1.6992589,intermediate,2.55,0.84,4.89,4.73,-1.71,-0.1599999999999992
