x,y,cell_type,prolif_score_wt,prolif_score_ko,qsc_score_wt,qsc_score_ko,delta_prolif,delta_qsc
1.5738335,4.2166796,quiescent,1.12,0.57,4.65,4.69,-0.5500000000000002,0.04
-0.10221535,4.8007293,quiescent,0.99,2.66,4.64,4.82,1.6700000000000002,0.1800000000000006
-0.8269311,8.234942,quiescent,1.04,0.71,4.41,4.38,-0.33,-0.0300000000000002
-1.7988654,8.144384,quiescent,0.64,0.57,4.36,4.36,-0.07,0.0
-2.0861452,6.8729763,quiescent,2.11,0.87,4.45,5.28,-1.2399999999999998,0.8300000000000001
0.53544104,9.229169,quiescent,0.77,0.69,5.34,4.03,-0.08,-1.3099999999999996
-1.5971231,8.652847,quiescent,0.94,1.17,4.68,5.95,0.2299999999999999,1.2700000000000005
-1.1329296,8.941685,quiescent,0.57,0.62,5.18,3.73,0.05,-1.4499999999999995
-1.4290848,7.755906,quiescent,0.47,0.69,3.97,4.66,0.2199999999999999,0.69
-0.648479,4.992976,quiescent,1.06,0.5,4.81,6.1,-0.56,1.29
-2.110373,3.860999,quiescent,2.44,0.97,5.21,5.18,-1.47,-0.0300000000000002
-0.29242802,6.8072114,quiescent,0.77,0.96,7.15,5.32,0.1899999999999999,-1.83
-1.8355252,5.1412606,quiescent,0.58,0.6,4.37,5.12,0.02,0.75
0.09758636,7.0833697,quiescent,1.01,0.59,4.68,3.59,-0.42,-1.09
-2.3020241,3.2906916,quiescent,1.31,0.78,5.63,5.47,-0.53,-0.1600000000000001
0.7499903,8.600955,quiescent,0.59,0.88,5.0,5.09,0.29,0.0899999999999998
-2.2944918,2.6681905,quiescent,1.61,1.74,5.82,5.55,0.1299999999999999,-0.2700000000000004
-2.3700228,11.539886,quiescent,0.54,0.74,4.74,4.67,0.1999999999999999,-0.0700000000000002
3.84264,6.9291606,quiescent,0.82,0.69,5.88,4.45,-0.13,-1.4299999999999995
-0.8102385,9.485501,quiescent,0.33,0.75,4.67,4.51,0.42,-0.1600000000000001
-2.4824991,9.4313345,quiescent,1.01,1.51,5.14,3.98,0.5,-1.1599999999999997
-1.5473199,9.326454,quiescent,1.15,1.05,4.16,3.43,-0.0999999999999998,-0.73
-2.544189,9.193939,quiescent,0.97,1.01,5.24,5.45,0.04,0.2099999999999999
-1.4278297,7.6714487,quiescent,1.4,0.84,4.87,5.01,-0.5599999999999999,0.1399999999999996
-0.086767375,7.2687163,quiescent,0.8,1.19,4.13,4.57,0.3899999999999999,0.4400000000000004
-0.8407745,7.9686437,quiescent,0.61,1.4,4.41,4.94,0.7899999999999999,0.5300000000000002
-2.1287248,6.363675,quiescent,0.68,0.64,4.9,4.6,-0.04,-0.3000000000000007
-2.2520437,8.559767,quiescent,0.98,0.66,5.46,4.44,-0.3199999999999999,-1.0199999999999996
0.43444523,5.230702,quiescent,1.77,1.54,4.3,5.1,-0.2299999999999999,0.7999999999999998
-1.9066108,3.6549942,quiescent,0.41,0.52,3.55,4.48,0.11,0.9300000000000006
-2.155767,6.702824,quiescent,2.28,0.77,5.8,4.75,-1.5099999999999998,-1.0499999999999998
-2.4794533,8.486523,quiescent,0.97,1.05,5.48,3.57,0.08,-1.9100000000000008
1.1958102,5.822994,quiescent,0.56,0.77,3.36,3.62,0.2099999999999999,0.2600000000000002
-2.242002,6.388045,quiescent,0.48,0.64,4.82,4.74,0.16,-0.08
-1.4302986,8.208194,quiescent,0.64,0.84,4.54,4.8,0.1999999999999999,0.2599999999999998
-2.3943424,7.204967,quiescent,1.06,1.14,5.43,3.83,0.0799999999999998,-1.5999999999999996
-1.1045768,7.089326,quiescent,0.54,0.52,4.65,4.65,-0.02,0.0
2.3290102,5.7987967,quiescent,0.47,0.46,5.25,5.44,-0.0099999999999999,0.1900000000000004
0.575485,8.154973,quiescent,0.55,0.49,4.17,4.26,-0.06,0.0899999999999998
-2.2723572,7.089533,quiescent,0.88,0.62,5.17,3.94,-0.26,-1.23
-1.6590903,5.530517,quiescent,0.7,0.54,4.39,5.4,-0.1599999999999999,1.010000000000001
-1.2227459,6.7441893,quiescent,0.72,0.7,4.36,3.96,-0.02,-0.4000000000000003
-0.40329707,10.197728,quiescent,1.13,0.71,4.68,4.67,-0.4199999999999999,-0.0099999999999997
-1.463541,11.060499,quiescent,0.68,0.55,4.03,3.47,-0.13,-0.56
1.4973025,5.418481,quiescent,0.6,0.73,4.72,4.88,0.13,0.1600000000000001
0.69903386,5.7852516,quiescent,0.76,0.75,4.81,5.2,-0.01,0.3900000000000005
0.69865984,5.2630286,quiescent,0.66,0.75,4.55,3.89,0.0899999999999999,-0.6599999999999997
-2.4555342,12.027603,quiescent,0.82,0.75,4.65,3.86,-0.0699999999999999,-0.7900000000000005
-0.8818391,5.020166,quiescent,1.36,1.66,4.42,5.24,0.2999999999999998,0.8200000000000003
-2.6808636,9.152127,quiescent,0.67,0.87,4.83,4.04,0.1999999999999999,-0.79
-1.5170187,5.6918883,quiescent,0.64,0.75,4.18,4.29,0.1099999999999999,0.1100000000000003
-1.1354281,8.76728,quiescent,0.46,0.99,5.33,4.26,0.53,-1.0700000000000005
-1.8596084,9.078716,quiescent,1.81,0.96,4.5,4.73,-0.8500000000000001,0.2300000000000004
-2.1096382,8.792584,quiescent,0.92,0.69,5.24,3.98,-0.2300000000000001,-1.2600000000000002
-1.8081346,5.6315203,quiescent,0.96,0.64,4.85,4.15,-0.3199999999999999,-0.6999999999999993
-0.2599284,7.8271947,quiescent,0.74,0.73,4.41,5.04,-0.01,0.6299999999999999
-1.8170139,9.778216,quiescent,0.45,0.62,4.15,5.69,0.1699999999999999,1.54
-0.48984024,8.422874,quiescent,0.57,1.65,5.45,4.69,1.08,-0.7599999999999998
-2.795429,9.702669,quiescent,0.49,0.97,4.86,5.49,0.48,0.6299999999999999
-2.5560954,8.766078,quiescent,0.56,0.77,4.31,4.94,0.2099999999999999,0.6300000000000008
-0.97024995,5.3066792,quiescent,0.63,0.74,4.61,3.87,0.1099999999999999,-0.7400000000000002
-1.5285741,2.9580472,quiescent,0.63,0.71,3.9,5.83,0.0799999999999999,1.93
-2.5607529,6.14339,quiescent,0.53,1.56,3.88,4.07,1.03,0.1900000000000004
-0.864238,10.315587,quiescent,2.64,0.98,3.98,5.9,-1.66,1.9200000000000004
-1.9645656,6.6780343,quiescent,1.31,1.03,4.37,4.85,-0.28,0.4799999999999995
0.46446225,8.999853,quiescent,0.54,0.91,5.0,5.36,0.37,0.3600000000000003
-1.9788204,9.9725895,quiescent,0.63,0.54,3.99,4.02,-0.0899999999999999,0.0299999999999993
-1.1977987,4.8214483,quiescent,0.64,0.6,4.77,4.09,-0.04,-0.6799999999999997
-1.8534288,10.669365,quiescent,1.03,0.86,5.23,4.75,-0.17,-0.4800000000000004
-1.5379807,9.888307,quiescent,0.54,0.64,4.31,4.62,0.0999999999999999,0.3100000000000005
2.7422125,-0.29575968,quiescent,0.41,0.68,3.66,5.24,0.2700000000000001,1.58
-1.2469044,9.942258,quiescent,0.54,0.57,4.3,4.1,0.0299999999999999,-0.2000000000000001
-0.24556287,8.871388,quiescent,1.48,2.99,4.69,5.89,1.5100000000000002,1.1999999999999993
-1.7591568,9.440843,quiescent,0.5,0.59,4.73,3.6,0.0899999999999999,-1.1300000000000003
-1.9233426,8.617205,quiescent,0.79,0.77,4.28,5.16,-0.02,0.8799999999999999
1.0278989,5.597809,quiescent,1.0,0.79,4.39,5.83,-0.2099999999999999,1.4400000000000004
-0.77115965,9.672076,quiescent,0.69,0.55,4.38,4.73,-0.1399999999999999,0.3500000000000005
-1.9954805,12.219771,quiescent,0.47,0.84,3.83,4.91,0.37,1.08
-3.0522113,9.744681,quiescent,0.77,1.35,5.12,4.72,0.5800000000000001,-0.4000000000000003
0.987091,8.812851,quiescent,0.73,0.54,3.77,4.56,-0.1899999999999999,0.7899999999999996
-2.7288094,8.669062,quiescent,0.59,0.6,3.86,5.4,0.01,1.5400000000000005
-1.899527,12.412442,quiescent,1.12,2.11,4.71,4.94,0.9899999999999998,0.2300000000000004
4.7577686,6.6296654,quiescent,0.91,0.81,4.35,5.9,-0.0999999999999999,1.5500000000000007
0.48092237,8.857061,quiescent,1.19,0.79,6.14,5.92,-0.3999999999999999,-0.2199999999999997
-2.2183127,10.347543,quiescent,0.73,1.16,4.65,4.57,0.4299999999999999,-0.08
1.3848876,5.799081,quiescent,0.64,0.8,4.33,5.91,0.16,1.58
-0.90368104,4.3217688,quiescent,0.53,0.67,3.64,4.49,0.14,0.8500000000000001
-1.3326793,9.658973,quiescent,0.98,0.68,5.0,3.82,-0.2999999999999999,-1.1800000000000002
-1.5649533,3.3781126,quiescent,0.69,1.02,4.0,3.47,0.33,-0.5299999999999998
0.7249017,7.7689037,quiescent,1.1,0.7,4.06,4.6,-0.4000000000000001,0.54
-2.1606233,5.0183067,quiescent,1.47,0.56,6.87,3.99,-0.91,-2.88
-2.8458838,11.711547,quiescent,0.5,0.84,4.46,5.53,0.3399999999999999,1.0700000000000005
-2.3060288,4.1858764,quiescent,0.51,0.41,4.48,4.62,-0.1,0.1399999999999996
-1.6182821,9.7112875,quiescent,0.75,0.86,3.7,4.87,0.1099999999999999,1.17
-2.1857347,5.4722505,quiescent,2.94,1.34,5.84,5.07,-1.6,-0.7699999999999996
-1.4330983,9.104631,quiescent,0.99,0.76,3.88,4.55,-0.2299999999999999,0.6699999999999999
-1.1195434,7.4061913,quiescent,0.69,0.38,5.05,5.06,-0.3099999999999999,0.0099999999999997
0.29958525,5.330852,quiescent,1.49,0.77,4.98,4.11,-0.72,-0.8700000000000001
1.0212572,6.681185,quiescent,1.95,0.56,4.9,5.13,-1.39,0.2299999999999995
-0.37252346,5.1219697,quiescent,0.67,0.5,4.0,4.84,-0.17,0.8399999999999999
-0.93220973,5.295748,quiescent,1.09,0.79,3.93,5.31,-0.3,1.3799999999999994
-1.4383323,9.144422,quiescent,0.62,0.99,4.17,4.75,0.37,0.5800000000000001
0.7217454,3.6332078,quiescent,0.77,0.96,3.73,5.47,0.1899999999999999,1.7399999999999998
0.45809317,7.475808,quiescent,0.82,0.89,5.14,5.36,0.07,0.2200000000000006
-2.8566015,9.380902,quiescent,0.5,0.4,5.05,5.34,-0.0999999999999999,0.29
-1.8882813,9.2168665,quiescent,0.92,0.79,4.99,4.83,-0.13,-0.1600000000000001
-1.5107921,10.921924,quiescent,1.83,0.54,5.2,4.72,-1.29,-0.4800000000000004
-0.15810263,8.924215,quiescent,0.61,0.85,4.68,4.34,0.24,-0.3399999999999998
0.52782345,8.191614,quiescent,0.75,0.97,4.62,4.08,0.2199999999999999,-0.54
-1.7891935,8.825647,quiescent,0.84,0.82,4.71,4.24,-0.02,-0.4699999999999997
-0.9380013,7.9790034,quiescent,0.67,0.65,3.84,4.97,-0.02,1.13
0.020109996,7.985734,quiescent,0.49,0.59,4.35,5.17,0.0999999999999999,0.8200000000000003
-2.4085953,11.74826,quiescent,0.49,0.51,4.23,4.32,0.02,0.0899999999999998
-1.898159,9.962864,quiescent,0.89,0.67,5.31,4.54,-0.2199999999999999,-0.7699999999999996
-0.35936785,7.2403436,quiescent,1.0,0.78,3.92,5.5,-0.2199999999999999,1.58
1.4883057,7.67326,quiescent,1.38,0.62,4.52,4.77,-0.7599999999999999,0.25
-2.8864007,11.76761,quiescent,0.45,0.75,3.9,3.5,0.3,-0.3999999999999999
-2.2306802,6.8986974,quiescent,0.77,0.92,4.72,4.93,0.15,0.2099999999999999
-1.4905275,9.48113,quiescent,0.71,0.78,4.13,4.02,0.07,-0.1100000000000003
1.6632903,9.070963,quiescent,0.56,0.59,4.6,4.11,0.0299999999999999,-0.4899999999999993
2.1065764,7.114283,quiescent,0.64,0.84,4.17,4.38,0.1999999999999999,0.2099999999999999
-1.8644508,4.3196354,quiescent,0.66,2.75,5.25,4.55,2.09,-0.7000000000000002
-1.3097476,9.740716,quiescent,0.61,0.65,4.32,4.32,0.04,0.0
-0.27943635,4.215502,quiescent,0.91,2.15,3.56,4.65,1.2399999999999998,1.0900000000000003
0.32364818,7.8493485,quiescent,0.43,0.66,4.37,4.45,0.23,0.08
-2.8947284,8.848874,quiescent,0.42,0.69,4.26,4.08,0.2699999999999999,-0.1799999999999997
-1.1668365,8.900564,quiescent,0.56,0.85,7.57,4.82,0.2899999999999999,-2.75
-0.43380708,0.22009343,quiescent,0.84,0.73,5.55,3.74,-0.1099999999999999,-1.8099999999999996
-2.8267977,6.76483,quiescent,0.51,0.79,4.46,3.75,0.28,-0.71
1.4022334,5.7239094,quiescent,0.79,0.8,3.83,4.35,0.01,0.5199999999999996
-3.07755,10.146413,quiescent,1.06,1.35,4.57,4.51,0.29,-0.0600000000000005
-2.57359,11.148991,quiescent,0.63,0.39,4.97,4.13,-0.24,-0.8399999999999999
1.0372826,-0.12750806,quiescent,0.73,0.9,3.85,4.34,0.17,0.4899999999999997
-1.4190838,8.869542,quiescent,0.56,1.18,4.71,4.56,0.6199999999999999,-0.1500000000000003
-1.0967367,9.892341,quiescent,0.51,0.5,3.61,4.56,-0.01,0.9499999999999996
-0.55798787,9.434669,quiescent,0.89,0.76,4.17,4.58,-0.13,0.4100000000000001
-2.5253947,8.756826,quiescent,0.57,0.57,5.08,4.93,0.0,-0.1500000000000003
-1.636377,10.169195,quiescent,0.5,0.58,4.47,5.82,0.0799999999999999,1.3500000000000003
0.8048703,6.766782,quiescent,0.56,0.51,3.95,4.73,-0.05,0.7800000000000002
-1.0192612,3.6815765,quiescent,0.89,0.65,4.13,3.5,-0.24,-0.6299999999999999
-0.65874434,7.8244243,quiescent,1.69,0.76,5.25,5.27,-0.93,0.0199999999999995
0.607213,8.304747,quiescent,0.61,0.45,5.05,3.75,-0.1599999999999999,-1.2999999999999998
1.1989007,6.0879936,quiescent,0.86,2.0,5.25,4.27,1.14,-0.9800000000000004
-0.16572312,3.1426928,quiescent,0.62,0.87,4.25,4.98,0.25,0.7300000000000004
-1.11768,8.664994,quiescent,0.7,0.88,7.48,4.86,0.18,-2.62
2.4048638,7.142669,quiescent,0.55,0.41,4.31,4.61,-0.14,0.3000000000000007
1.058707,9.277734,quiescent,0.82,0.9,4.46,3.79,0.08,-0.6699999999999999
-0.40865672,9.040735,quiescent,0.95,0.57,3.39,4.42,-0.38,1.0299999999999998
-1.7398901,9.111066,quiescent,0.79,0.75,5.03,5.37,-0.04,0.3399999999999998
0.066569425,5.0368075,quiescent,0.97,0.82,6.32,4.05,-0.15,-2.2700000000000005
-2.1078992,10.369098,quiescent,0.71,0.96,4.04,4.4,0.25,0.3600000000000003
-2.6189377,10.144534,quiescent,0.55,0.73,5.09,5.17,0.1799999999999999,0.08
-1.9135373,9.264099,quiescent,0.71,0.68,4.14,5.54,-0.0299999999999999,1.4000000000000004
0.051395454,6.462427,quiescent,0.7,0.58,5.28,3.91,-0.12,-1.37
0.03183519,7.1537714,quiescent,0.87,0.52,4.23,4.77,-0.35,0.5399999999999991
-2.5487235,9.405528,quiescent,0.67,0.64,5.98,4.65,-0.03,-1.33
-1.556622,9.549777,quiescent,0.47,1.05,4.1,4.59,0.5800000000000001,0.4900000000000002
1.3663557,7.0993085,quiescent,0.95,0.82,4.37,5.22,-0.13,0.8499999999999996
-0.513831,5.4336557,quiescent,0.36,0.55,4.53,3.82,0.19,-0.7100000000000004
0.13303885,4.5217795,quiescent,0.71,1.35,4.81,3.7,0.6400000000000001,-1.1099999999999994
1.2162493,8.956657,quiescent,0.85,0.87,4.43,5.11,0.02,0.6800000000000006
-1.7860516,8.022747,quiescent,0.82,0.74,4.76,5.08,-0.0799999999999999,0.3200000000000003
-0.9260423,7.6923976,quiescent,0.79,0.63,4.49,5.73,-0.16,1.2400000000000002
-1.7213181,9.07171,quiescent,0.5,0.56,4.44,2.8,0.06,-1.6400000000000006
-1.1684078,8.744585,quiescent,2.09,0.48,4.95,3.97,-1.61,-0.98
0.1317373,5.1446304,quiescent,0.74,0.71,4.1,4.03,-0.03,-0.0699999999999994
-0.12727547,9.076212,quiescent,1.08,0.71,3.7,4.27,-0.3700000000000001,0.5699999999999994
-0.90585315,10.217891,quiescent,0.89,1.65,4.48,4.36,0.7599999999999999,-0.1200000000000001
-1.4609531,9.559022,quiescent,0.47,0.57,4.6,4.51,0.0999999999999999,-0.0899999999999998
-2.242958,5.3031816,quiescent,0.7,0.71,3.77,4.4,0.01,0.6300000000000003
-2.071217,7.762362,quiescent,1.85,1.35,4.54,5.15,-0.5,0.6100000000000003
-2.449683,8.899388,quiescent,1.07,0.54,5.25,3.84,-0.53,-1.41
0.6109957,7.8006363,quiescent,0.68,0.59,5.4,5.13,-0.09,-0.2700000000000004
-2.1381674,9.534571,quiescent,0.72,0.81,4.44,4.07,0.09,-0.3700000000000001
1.0753934,6.404452,quiescent,2.5,0.71,5.12,4.29,-1.79,-0.8300000000000001
0.08892311,10.182969,quiescent,2.19,1.68,5.68,5.35,-0.51,-0.33
0.993156,4.979989,quiescent,1.35,0.33,4.7,4.78,-1.02,0.08
2.7271461,7.0752044,quiescent,0.69,0.62,3.74,4.72,-0.0699999999999999,0.9799999999999996
1.9873004,6.799839,quiescent,0.84,1.13,4.18,5.06,0.2899999999999999,0.8799999999999999
1.4336455,8.264091,quiescent,0.62,1.67,4.82,4.69,1.0499999999999998,-0.1299999999999999
-0.32582977,5.611744,quiescent,0.76,0.47,4.07,4.52,-0.29,0.4499999999999993
0.35807264,4.9187574,quiescent,0.85,1.19,5.47,4.14,0.3399999999999999,-1.33
-2.644265,9.973917,quiescent,0.78,0.61,3.62,4.66,-0.17,1.04
-1.1303197,10.0703,quiescent,0.72,0.74,4.1,4.15,0.02,0.0500000000000007
-2.5450597,6.818386,quiescent,0.69,0.73,3.84,4.73,0.04,0.8900000000000006
-0.5533695,3.4045427,quiescent,0.96,0.42,4.84,4.15,-0.54,-0.6899999999999995
-2.4191587,10.56152,quiescent,0.71,0.91,5.26,5.55,0.2,0.29
-2.436705,10.76158,quiescent,1.82,1.05,5.74,4.78,-0.77,-0.96
-1.783154,5.735943,quiescent,0.98,0.74,4.75,4.73,-0.24,-0.0199999999999995
-2.6614342,9.189434,quiescent,0.76,0.8,4.9,5.77,0.04,0.8699999999999992
-0.11578954,8.7342825,quiescent,2.23,0.71,5.12,5.41,-1.52,0.29
-2.283899,3.2900703,quiescent,0.56,0.64,4.12,5.8,0.0799999999999999,1.6799999999999995
-1.6600261,8.320899,quiescent,0.57,0.57,4.26,3.89,0.0,-0.3699999999999996
-2.1012008,9.402526,quiescent,0.78,0.65,4.81,3.79,-0.13,-1.0199999999999996
-0.7168181,9.08284,quiescent,0.57,0.61,4.69,5.57,0.04,0.8799999999999999
-1.164651,2.5136418,quiescent,1.48,1.83,4.55,4.97,0.3500000000000001,0.4199999999999999
-2.1482542,8.6106205,quiescent,0.82,1.19,4.52,4.4,0.37,-0.1199999999999992
-1.0881008,10.367043,quiescent,0.87,0.55,5.46,4.52,-0.3199999999999999,-0.9400000000000004
-0.39501742,9.848315,quiescent,2.16,1.58,7.55,4.88,-0.5800000000000001,-2.67
-1.6305113,10.777223,quiescent,0.45,1.43,4.54,5.09,0.98,0.5499999999999998
-1.2887928,6.875446,quiescent,0.72,0.56,3.5,4.31,-0.1599999999999999,0.8099999999999996
-1.7716626,9.704357,quiescent,0.7,0.67,4.79,4.27,-0.0299999999999999,-0.5200000000000005
0.949565,7.537443,quiescent,1.02,0.74,3.89,4.05,-0.28,0.1599999999999997
-1.1878452,8.904143,quiescent,0.56,0.75,3.81,4.52,0.1899999999999999,0.7099999999999995
3.2889462,5.483565,quiescent,0.4,0.58,3.78,4.76,0.1799999999999999,0.98
-0.94142777,9.512774,quiescent,0.75,0.56,4.22,3.67,-0.1899999999999999,-0.5499999999999998
-0.35003683,-0.15081707,quiescent,0.49,1.15,3.99,5.86,0.6599999999999999,1.87
-2.3722794,4.665274,quiescent,1.65,1.72,5.88,5.72,0.07,-0.1600000000000001
-0.2308883,10.288625,quiescent,0.43,0.49,4.87,4.37,0.06,-0.5
-1.9884143,12.248786,quiescent,1.0,1.02,4.27,4.93,0.02,0.6600000000000001
-2.1764464,11.446022,quiescent,0.39,0.75,4.03,4.32,0.36,0.29
-0.7251212,5.618386,quiescent,0.56,0.6,3.97,4.05,0.0399999999999999,0.0799999999999996
-2.6810615,10.417467,quiescent,0.57,0.45,4.47,3.66,-0.1199999999999999,-0.8099999999999996
-1.7263029,8.791019,quiescent,0.8,1.79,4.5,3.77,0.99,-0.73
-2.048517,7.905969,quiescent,0.75,0.65,4.67,3.13,-0.0999999999999999,-1.54
-2.4392526,2.6727967,quiescent,0.64,0.76,3.83,6.16,0.12,2.33
-0.29917163,6.6910405,quiescent,0.8,0.82,6.14,4.05,0.0199999999999999,-2.09
-1.9212618,9.9309225,quiescent,0.54,0.49,4.66,4.69,-0.05,0.0300000000000002
1.0871897,6.4508905,quiescent,0.64,0.52,4.25,4.38,-0.12,0.1299999999999999
-2.8661714,11.426231,quiescent,0.93,0.75,3.88,5.49,-0.18,1.6100000000000003
-1.4970119,10.452422,quiescent,0.84,1.15,4.4,5.05,0.3099999999999999,0.6499999999999995
-0.13659048,9.147477,quiescent,0.8,0.58,4.21,5.01,-0.22,0.7999999999999998
-2.5211432,7.8756495,quiescent,0.69,0.86,5.06,4.8,0.17,-0.2599999999999998
-2.5363233,4.4751167,quiescent,0.76,0.92,3.95,4.23,0.16,0.2800000000000002
0.36196032,5.0002103,quiescent,0.49,0.78,5.0,4.41,0.29,-0.5899999999999999
-2.9099174,8.185791,quiescent,1.23,1.66,5.92,5.69,0.4299999999999999,-0.2299999999999995
-2.1614668,5.270477,quiescent,1.32,0.97,5.04,4.89,-0.3500000000000001,-0.1500000000000003
-0.3533434,9.27704,quiescent,0.96,0.83,3.51,5.13,-0.13,1.62
-1.1324838,11.595662,quiescent,0.6,0.49,4.11,4.4,-0.1099999999999999,0.29
-1.2799305,6.1786013,quiescent,0.78,0.62,4.11,3.72,-0.16,-0.3900000000000001
-2.7134855,9.126534,quiescent,0.65,0.66,5.41,3.74,0.01,-1.67
-2.469933,8.115199,quiescent,0.55,0.52,3.66,4.99,-0.03,1.33
0.2555273,5.594745,quiescent,0.61,0.5,4.79,4.0,-0.1099999999999999,-0.79
1.1070689,5.622594,quiescent,0.99,1.68,4.23,5.0,0.69,0.7699999999999996
0.65314305,7.2960596,quiescent,0.66,0.43,6.12,4.47,-0.23,-1.6500000000000004
-1.7902858,8.914437,quiescent,0.54,0.49,4.01,4.76,-0.05,0.75
-2.4497356,9.733103,quiescent,0.51,0.95,3.22,4.02,0.4399999999999999,0.7999999999999994
-2.670679,9.486367,quiescent,0.65,0.84,4.58,4.22,0.1899999999999999,-0.3600000000000003
3.0905972,-0.03750891,quiescent,0.66,0.69,4.92,4.71,0.0299999999999999,-0.2099999999999999
0.6189956,9.465479,quiescent,0.71,0.89,4.09,4.08,0.18,-0.0099999999999997
-2.4389997,9.282713,quiescent,1.03,0.91,4.25,5.94,-0.12,1.6900000000000004
-1.5619007,9.742085,quiescent,0.49,1.17,5.55,5.35,0.6799999999999999,-0.2000000000000001
0.19695799,5.515743,quiescent,0.94,0.69,5.04,4.72,-0.25,-0.3200000000000003
-0.40809608,9.20599,quiescent,1.18,0.54,4.5,3.94,-0.6399999999999999,-0.56
0.7295343,9.172958,quiescent,0.34,0.78,3.27,4.49,0.44,1.2200000000000002
-0.37461323,7.690888,quiescent,0.65,0.47,4.62,4.62,-0.18,0.0
1.7027464,8.136423,quiescent,0.64,0.62,5.4,3.82,-0.02,-1.5800000000000003
-2.0767248,9.386079,quiescent,0.65,0.64,3.51,5.17,-0.01,1.66
-2.9687288,8.144205,quiescent,0.49,1.39,3.61,5.22,0.8999999999999999,1.61
1.0116004,5.6576843,quiescent,0.38,2.87,4.31,5.99,2.49,1.6800000000000006
0.78754616,8.985899,quiescent,0.66,0.5,4.4,4.5,-0.16,0.0999999999999996
-1.856374,9.075616,quiescent,1.2,0.62,5.21,5.05,-0.58,-0.1600000000000001
-0.32008418,9.282178,quiescent,0.73,1.0,5.13,4.6,0.27,-0.5300000000000002
0.7166718,4.7651925,quiescent,0.67,1.01,4.96,3.65,0.3399999999999999,-1.31
-0.3007345,8.853618,quiescent,0.49,0.78,4.45,5.01,0.29,0.5599999999999996
2.9160182,6.235216,quiescent,0.46,0.48,4.66,5.61,0.0199999999999999,0.9500000000000002
-0.77235484,10.310339,quiescent,0.6,0.46,4.47,3.74,-0.1399999999999999,-0.7299999999999995
0.21079955,8.413358,quiescent,0.81,0.53,5.25,4.18,-0.28,-1.0700000000000005
-0.74206394,9.98556,quiescent,0.62,0.67,4.15,4.59,0.05,0.4399999999999995
-0.38910818,8.453091,quiescent,0.49,0.7,4.71,4.66,0.2099999999999999,-0.0499999999999998
-0.9037197,8.94988,quiescent,0.25,0.62,3.8,5.08,0.37,1.2800000000000002
-2.7873552,9.1974125,quiescent,0.63,1.14,5.2,4.62,0.5099999999999999,-0.5800000000000001
0.56176627,8.540421,quiescent,0.46,0.55,3.99,4.61,0.09,0.6200000000000001
1.8170502,8.799803,quiescent,0.89,0.9,4.07,3.57,0.01,-0.5000000000000004
0.43326893,9.75394,quiescent,0.74,1.39,5.65,3.44,0.6499999999999999,-2.2100000000000004
0.83780015,7.901394,quiescent,0.67,0.71,3.77,5.01,0.0399999999999999,1.2399999999999998
-1.0395498,8.167014,quiescent,2.32,1.21,3.47,4.61,-1.11,1.14
-2.009817,11.480504,quiescent,0.64,0.58,4.56,4.87,-0.06,0.3100000000000005
-0.12737091,9.609219,quiescent,1.54,0.9,4.54,3.66,-0.64,-0.8799999999999999
-0.8903309,2.962472,quiescent,0.73,1.28,4.74,3.81,0.55,-0.9300000000000002
-2.4996376,11.355899,quiescent,0.56,1.31,3.21,3.93,0.75,0.7200000000000002
-0.5531402,5.00389,quiescent,0.92,0.67,3.93,4.09,-0.25,0.1599999999999997
-2.6816554,9.999359,quiescent,0.86,0.67,4.14,3.06,-0.1899999999999999,-1.0799999999999996
-1.602282,9.779524,quiescent,0.72,0.69,3.7,3.92,-0.03,0.2199999999999997
-1.795887,12.025685,quiescent,0.83,1.24,5.14,4.69,0.41,-0.4499999999999993
-1.100488,6.616555,quiescent,0.96,0.75,3.55,4.0,-0.2099999999999999,0.4500000000000002
1.7530022,9.048151,quiescent,0.63,0.78,4.48,3.22,0.15,-1.2600000000000002
-2.6201723,7.48387,quiescent,0.54,0.69,3.48,3.05,0.1499999999999999,-0.4300000000000001
0.21813647,8.628556,quiescent,0.94,0.77,3.78,3.59,-0.1699999999999999,-0.1899999999999999
-2.4806185,9.617256,quiescent,0.69,0.6,3.45,3.99,-0.0899999999999999,0.54
0.7191811,9.630364,quiescent,0.74,0.82,4.18,3.41,0.0799999999999999,-0.7699999999999996
-2.6821957,8.039606,quiescent,0.63,1.8,3.91,4.59,1.17,0.6799999999999997
-0.21612547,4.4069295,quiescent,0.59,0.78,4.42,4.14,0.19,-0.2800000000000002
0.47408623,8.681221,quiescent,0.91,0.76,4.31,4.51,-0.15,0.2000000000000001
-1.797122,8.107807,quiescent,0.63,2.82,3.93,4.55,2.19,0.6199999999999997
-1.1707432,9.172679,quiescent,1.1,1.13,4.7,4.04,0.0299999999999998,-0.6600000000000001
-0.4591982,1.2029352,quiescent,0.58,0.69,3.81,4.57,0.1099999999999999,0.7600000000000002
-1.4494449,9.210188,quiescent,0.84,0.8,4.41,4.75,-0.0399999999999999,0.3399999999999998
-1.9568192,8.925234,quiescent,0.77,1.4,4.26,5.17,0.6299999999999999,0.91
1.0236465,6.508064,quiescent,1.5,0.82,5.24,3.56,-0.68,-1.6800000000000002
0.36690298,7.635888,quiescent,0.72,0.92,3.61,3.28,0.2,-0.33
