gene,time,mean_wt,mean_ko,log2fc
CENPF,0.0,4.2117697594501715,3.4407216494845363,-0.2917153877066775
PTTG1,0.0,2.2066151202749142,1.6546391752577319,-0.41531837028539553
HJURP,0.0,0.36597938144329895,0.21778350515463918,-0.7488676805400637
UBE2C,0.0,4.24914089347079,2.72766323024055,-0.6395056476536611
RACGAP1,0.0,0.47036082474226804,0.49269759450171824,0.0669345213882354
NDC80,0.0,0.43427835051546393,0.26331615120274915,-0.7218240160553382
CDCA3,0.0,0.41323024054982815,0.32173539518900346,-0.36107117431844854
DLGAP5,0.0,0.6576460481099656,0.47036082474226804,-0.48354341213776847
CDKN3,0.0,0.5481099656357389,0.24914089347079038,-1.1375035205913826
NUF2,0.0,0.4630584192439863,0.30455326460481097,-0.6044996438914821
FBXO5,0.0,0.6426116838487973,0.4587628865979381,-0.48619852730038127
CCNA2,0.0,0.5571305841924399,0.2856529209621993,-0.9637522314021398
KIF23,0.0,0.48668384879725085,0.30455326460481097,-0.6762903268082506
UBALD2,0.0,0.47121993127147765,0.5914948453608248,0.32796503310922004
PRRT2,0.0,0.21606529209621994,0.20189003436426117,-0.09789764277170791
ELN,0.0,2.1924398625429555,1.9329896907216495,-0.18170332757214766
KIF2C,0.0,0.7306701030927835,0.5657216494845361,-0.3691277948311673
CDC20,0.0,0.7731958762886598,0.6288659793814433,-0.29808135250475876
SGO1,0.0,0.4106529209621993,0.29896907216494845,-0.4579233108196277
CCDC18,0.0,0.20103092783505155,0.19201030927835053,-0.06623369806293661
SPC25,0.0,0.5244845360824743,0.26331615120274915,-0.9941042185683665
KIFC1,0.0,1.5390893470790379,0.3586769759450172,-2.1013199377644227
HMMR,0.0,1.0030068728522337,0.46649484536082475,-1.1043984451384048
TTK,0.0,0.3853092783505155,0.195446735395189,-0.9792414361959293
PIMREG,0.0,0.511168384879725,0.3646907216494845,-0.487125113508674
CKS2,0.0,2.0996563573883162,1.8208762886597938,-0.2055203186584361
IER5,0.0,0.8921821305841925,1.5442439862542956,0.791490553799212
MIR503HG,0.0,0.1713917525773196,0.19931271477663232,0.2177360577260468
JUND,0.0,2.304553264604811,2.5378006872852232,0.13909165506336812
AURKB,0.0,0.5678694158075601,0.3122852233676976,-0.8626949055088379
MEST,0.0,4.142611683848798,4.5146048109965635,0.12405911321831875
CKAP2,0.0,0.8939003436426117,0.6542096219931272,-0.4503610226567264
PSRC1,0.0,0.22079037800687284,0.22164948453608246,0.005602706204049584
TMEM185A,0.0,0.35695876288659795,0.2762027491408935,-0.37002973826070756
CDCA2,0.0,0.2860824742268041,0.26804123711340205,-0.09397614786958557
CDK1,0.0,0.9308419243986255,0.45919243986254293,-1.0194372987812557
FOXM1,0.0,0.5236254295532646,0.3745704467353952,-0.48329808474689134
PRC1,0.0,0.32603092783505155,0.2706185567010309,-0.268748056122111
ASPM,0.0,1.7985395189003437,0.5502577319587629,-1.7086464405789503
HIST1H4C,0.0,10.7053264604811,11.801975945017182,0.14069963132728203
HIST2H2AC,0.0,0.5945017182130584,0.33762886597938147,-0.8162427235318273
CCNB1,0.0,1.9935567010309279,0.7985395189003437,-1.3199089261677222
NET1,0.0,0.9441580756013745,1.083762886597938,0.19894881983023738
LSM5,0.0,2.45446735395189,2.3805841924398625,-0.04409432543671286
PBX3,0.0,0.13144329896907217,0.1950171821305842,0.56916064102025
FAM122B,0.0,0.18685567010309279,0.23668384879725085,0.3410369162096131
PAX6,0.0,0.3788659793814433,0.3178694158075601,-0.25325338431049765
FANCD2,0.0,0.2598797250859107,0.23324742268041238,-0.15598294372373464
LIG1,0.0,0.3084192439862543,0.27233676975945015,-0.1795010030638849
HIST1H1C,0.0,0.9866838487972509,1.1812714776632303,0.2596807616806021
REXO5,0.0,0.11082474226804123,0.14948453608247422,0.4317162370588002
UBE2S,0.0,2.4149484536082473,1.7942439862542956,-0.4286163100108837
CDKN2C,0.0,0.5266323024054983,0.4381443298969072,-0.2653898262786573
HIST1H2AG,0.0,0.24828178694158076,0.2852233676975945,0.20011374809365326
TUBA1B,0.0,19.37757731958763,19.063573883161514,-0.023569599878913338
FIGNL1,0.0,0.4321305841924399,0.3320446735395189,-0.38008998487436
CD9,0.0,1.8097079037800687,1.975085910652921,0.12615855008917476
DDB2,0.0,0.2856529209621993,0.2349656357388316,-0.2818135065064872
NCAPG2,0.0,0.2426975945017182,0.3002577319587629,0.30704158693332784
CKS1B,0.0,2.4218213058419242,1.7233676975945018,-0.49086187171681045
RTKN2,0.0,0.23754295532646047,0.26331615120274915,0.148607592861614
SPC24,0.0,0.3019759450171821,0.25257731958762886,-0.2577085333017926
HIST1H2BH,0.0,0.23539518900343642,0.32087628865979384,0.44693234819599925
NCAPH,0.0,0.2667525773195876,0.2603092783505155,-0.035275474613660054
HMGB2,0.0,4.334621993127148,3.5146048109965635,-0.30254370760326915
HIST1H1A,0.0,0.23024054982817868,0.20017182130584193,-0.20190304486224236
CHEK2,0.0,0.2809278350515464,0.22036082474226804,-0.3503318084795266
AZI2,0.0,0.822594501718213,1.0506872852233677,0.353080011334329
TROAP,0.0,0.5150343642611683,0.3380584192439863,-0.6073961164403086
VAMP1,0.0,0.09965635738831616,0.14175257731958762,0.5083412148191029
COX7B,0.0,4.334621993127148,4.360824742268041,0.008694824270135277
AL031777.3,0.0,0.12070446735395189,0.1486254295532646,0.3002019051704259
TRIM59,0.0,0.3174398625429553,0.2933848797250859,-0.11368878548342815
LRRC45,0.0,0.109106529209622,0.1877147766323024,0.7828047771911912
PIDD1,0.0,0.21262886597938144,0.21305841924398625,0.002911595406223754
PITHD1,0.0,0.7628865979381443,0.875,0.19781439837347622
CCSAP,0.0,0.4518900343642612,0.5493986254295533,0.2818815590227078
PTP4A1,0.0,0.845360824742268,1.1877147766323024,0.49054925929090837
SCMH1,0.0,0.2190721649484536,0.20790378006872853,-0.0754901992304979
PFDN1,0.0,0.743127147766323,0.9471649484536082,0.35000661750258394
SGO2,0.0,0.5511168384879725,0.24914089347079038,-1.145396361901835
H2AFX,0.0,1.3367697594501717,1.102233676975945,-0.27832088966686575
LIN9,0.0,0.2607388316151203,0.2027491408934708,-0.36290965531127967
CDK5RAP3,0.0,0.5193298969072165,0.436426116838488,-0.2509138419492482
NCAPD2,0.0,1.4914089347079038,0.9690721649484536,-0.6219998795242843
ANP32E,0.0,1.3586769759450172,1.6211340206185567,0.254800866911143
SGCE,0.0,0.8788659793814433,1.2946735395189004,0.5588732713252852
NEK2,0.0,0.32989690721649484,0.20747422680412372,-0.6690831193049414
ZNF230,0.0,0.1134020618556701,0.19029209621993126,0.7467687640560942
RNF219,0.0,0.37757731958762886,0.4540378006872852,0.2660403055958306
CDCA5,0.0,0.4879725085910653,0.38101374570446733,-0.35695682437366255
LMO4,0.0,0.6915807560137457,0.5648625429553265,-0.29199788835433405
YPEL1,0.0,0.2701890034364261,0.22121993127147765,-0.288487583626744
MKI67,0.0,1.5777491408934707,0.7336769759450171,-1.1046509200591783
DNAJB1,16.0,7.205756013745704,9.89905498281787,0.45814100119462936
HNRNPA1,16.0,17.381013745704468,15.087628865979381,-0.20414613628811112
VIM,16.0,42.08204467353952,44.74183848797251,0.08841973573343245
HBA2,16.0,0.4493127147766323,1.109106529209622,1.3036061471501286
EIF1,16.0,15.37414089347079,21.109106529209622,0.4573597210314924
EEF1B2,16.0,23.679123711340207,17.378006872852232,-0.44635306707023215
CHCHD7,16.0,0.5214776632302406,1.0751718213058419,1.0438898680079254
EMP3,16.0,2.834192439862543,0.9226804123711341,-1.619034783524959
H1F0,16.0,0.9089347079037801,1.6941580756013745,0.8983199235282191
LDHB,16.0,9.74828178694158,2.786082474226804,-1.8069099887495121
RPSA,16.0,72.94072164948453,45.616408934707906,-0.6771715955540653
PDZD2,16.0,0.044673539518900345,0.39991408934707906,3.1621976107310408
OTUD1,16.0,0.48109965635738833,1.5141752577319587,1.6541245231825998
GAPDH,16.0,94.29252577319588,48.411941580756015,-0.9617804629755058
MIF,16.0,3.8290378006872854,4.831615120274914,0.33552363338169816
GNAS,16.0,18.342353951890033,20.736254295532646,0.17697651770712858
BNIP3,16.0,4.352233676975945,3.6176975945017182,-0.2666842014761024
WSCD1,16.0,0.1713917525773196,0.2697594501718213,0.6543758095998321
LGALS1,16.0,14.984536082474227,19.03221649484536,0.3449691687993116
FKBP4,16.0,2.5438144329896906,2.6868556701030926,0.07892539384543532
HSPH1,16.0,2.3380584192439864,2.808848797250859,0.2646679871181019
CNBP,16.0,4.680841924398625,5.424828178694158,0.2128093986053916
FLCN,16.0,0.4119415807560137,0.6237113402061856,0.5984387317885175
FOXO1,16.0,0.39776632302405496,0.3896048109965636,-0.02990964265573499
SMPDL3A,16.0,0.4884020618556701,0.42912371134020616,-0.1866756706917822
CCT8,16.0,4.0674398625429555,5.435137457044673,0.41819550634214503
ID2,16.0,0.6155498281786942,1.225085910652921,0.9929353710156201
ZNF100,16.0,0.24871134020618557,0.19845360824742267,-0.3256704951041756
MBD6,16.0,0.08419243986254296,0.5970790378006873,2.8261593087762322
HSPA1A,16.0,0.3079896907216495,0.7774914089347079,1.335944670440008
APOE,16.0,6.072594501718213,7.533075601374571,0.3109259718783422
RPL22L1,16.0,2.100515463917526,2.631443298969072,0.3251109016207849
ANXA2R,16.0,0.156786941580756,0.34192439862542956,1.124871961793981
C1orf21,16.0,0.2701890034364261,0.2701890034364261,0.0
PARK7,16.0,4.6993127147766325,5.838917525773196,0.31325115849470764
PDCD5,16.0,1.6533505154639174,1.4493127147766323,-0.1900236974004277
GLUL,16.0,1.9119415807560138,1.8307560137457044,-0.06259890763610426
ING4,16.0,0.6696735395189003,0.9531786941580757,0.5092887388584628
KLF2,16.0,0.33419243986254293,0.7143470790378007,1.0959461060037177
NDUFS6,16.0,3.2534364261168385,3.1619415807560136,-0.041153649894523754
TNNT1,16.0,1.8397766323024054,2.0876288659793816,0.18233463650900134
MYB,16.0,0.11554982817869416,0.11597938144329897,0.005353234447964064
WIPF2,16.0,0.41881443298969073,1.0231958762886597,1.288699287192418
OTUD3,16.0,0.3389175257731959,0.5798969072164949,0.7748622001558088
DUSP1,16.0,0.6413230240549829,1.2641752577319587,0.9790733756975073
NPM1,16.0,33.85481099656357,29.70790378006873,-0.18851405430680618
MYO19,16.0,0.4690721649484536,0.22293814432989692,-1.0731664091663278
DDRGK1,16.0,0.7517182130584192,0.3445017182130584,-1.1256807779961941
AC244197.2,16.0,0.010309278350515464,0.1254295532646048,3.6048619297194833
PTEN,16.0,0.422680412371134,0.41881443298969073,-0.013256096670760328
PLEKHF2,16.0,0.45618556701030927,0.4798109965635739,0.07284541952344194
IP6K2,16.0,0.9213917525773195,1.8174398625429553,0.9800210371974707
CLN5,16.0,0.406786941580756,0.6563573883161512,0.6902082112188345
DNAH6,16.0,0.15936426116838487,0.14690721649484537,-0.11742286096726895
CEP72,16.0,0.195446735395189,0.061855670103092786,-1.659797717701702
LAMA2,16.0,0.7310996563573883,0.8805841924398625,0.2683928723718622
DDIT4,16.0,2.995274914089347,5.587199312714777,0.8994368630111371
FAM83G,16.0,0.18041237113402062,0.10266323024054982,-0.813378703629332
STIM2,16.0,0.4888316151202749,0.5004295532646048,0.03382939716666108
PANK2,16.0,0.7130584192439863,0.5751718213058419,-0.31002728042494093
COMP,16.0,0.16838487972508592,0.09879725085910653,-0.7692197871360923
HSPA6,16.0,0.41580756013745707,2.8621134020618557,2.7830929380279867
SF1,16.0,2.142611683848797,2.122422680412371,-0.013658409375754084
POLA1,16.0,0.30927835051546393,0.30541237113402064,-0.018147346651212343
POLH,16.0,0.24312714776632302,0.1722508591065292,-0.49719981393532764
GAMT,16.0,1.1722508591065293,1.399914089347079,0.25605695726427813
AL450384.1,16.0,0.13745704467353953,0.08848797250859107,-0.635427561895896
PKN3,16.0,0.15335051546391754,0.1791237113402062,0.22412330806191968
OBSL1,16.0,0.8170103092783505,1.172680412371134,0.5213837044110835
CCDC28A,16.0,0.39948453608247425,0.6219931271477663,0.6387589797958909
CCDC144NL-AS1,16.0,0.15979381443298968,0.2186426116838488,0.452363032537602
MYLPF,16.0,0.9862542955326461,0.8457903780068728,-0.22165953053120058
SLC26A5,16.0,0.011597938144329897,0.14475945017182132,3.6417171645921775
SLC3A2,16.0,2.0481099656357387,3.3767182130584192,0.7213286137188882
