x,y,cell_type,FOXM1_wt,FOXM1_ko,NUSAP1_wt,NUSAP1_ko,PABPN1_wt,PABPN1_ko
-2.7677932,7.3977876,quiescent,3.0,0.0,7.0,6.0,0.0,0.0
-1.3212522,7.836489,quiescent,2.0,0.0,1.0,0.0,0.0,1.0
-2.0494447,11.860144,quiescent,1.0,0.0,0.0,0.0,2.0,1.0
1.231528,7.700207,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.194857,9.157492,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.9475152,8.432799,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.85111684,8.601032,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.9379226,7.1482806,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.26003733,9.464903,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.9435319,7.854409,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.39173946,10.026681,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.1992086,8.098467,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.63381267,9.525383,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-0.8271968,10.481889,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.539086,5.573229,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.12311232,9.113424,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.037241,6.502229,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.6395336,4.5684485,quiescent,0.0,0.0,0.0,0.0,0.0,1.0
0.13827425,9.656304,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.34447664,8.186899,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.5526628,10.400362,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.2087328,5.9837275,quiescent,2.0,1.0,0.0,0.0,0.0,0.0
0.16159886,5.4284954,quiescent,2.0,0.0,2.0,0.0,0.0,0.0
-3.06789,8.719309,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.8503204,8.16445,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.5728986,11.266979,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.8047722,4.563297,quiescent,0.0,0.0,0.0,1.0,0.0,1.0
-2.5376673,10.204293,quiescent,4.0,0.0,0.0,0.0,0.0,0.0
-0.5612403,7.4889784,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.984984,9.186161,quiescent,3.0,0.0,2.0,0.0,0.0,0.0
-1.6564432,9.876177,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.3501323,9.0276,quiescent,0.0,0.0,3.0,0.0,0.0,0.0
1.2475787,8.646636,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.76925665,5.8542557,quiescent,0.0,0.0,0.0,1.0,0.0,0.0
0.043806918,8.464176,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.6784574,7.158919,quiescent,0.0,0.0,0.0,0.0,6.0,0.0
-0.2509343,8.383799,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.8726058,8.844874,quiescent,0.0,0.0,0.0,0.0,0.0,1.0
-0.8568703,4.0344353,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.6795766,8.389686,quiescent,0.0,0.0,2.0,0.0,0.0,0.0
-2.37806,11.935297,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.10087735,8.668827,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.8362813,11.246926,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.685741,9.749876,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.45077,9.218824,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
1.1435928,8.344645,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-1.3075426,9.247605,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.7450868,11.116717,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.6806912,8.791853,quiescent,0.0,0.0,0.0,0.0,0.0,44.0
-2.3426743,11.233217,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.4696379,9.429999,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.624378,6.265143,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.7623352,6.0117245,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.7080904,9.750766,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.16766348,2.147848,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.7194134,5.1058564,quiescent,3.0,0.0,0.0,0.0,0.0,0.0
-2.1365802,7.8915005,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.10957,6.4992275,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.6353064,8.301853,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.6693816,9.185773,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
0.39788383,6.1940126,quiescent,0.0,0.0,0.0,0.0,3.0,0.0
0.84518814,8.753688,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.07744398,3.4337988,quiescent,0.0,0.0,0.0,0.0,0.0,29.0
-0.0053516077,8.57446,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.70479536,9.845662,quiescent,3.0,0.0,0.0,0.0,0.0,0.0
-1.011632,9.23437,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.627605,11.786302,quiescent,0.0,0.0,0.0,4.0,0.0,0.0
0.15132903,9.945361,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.3677218,10.074763,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.8211273,9.550372,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.4339281,3.454306,quiescent,2.0,0.0,3.0,0.0,0.0,0.0
-2.3082123,11.095933,quiescent,0.0,0.0,0.0,0.0,0.0,143.0
-1.4697047,7.580679,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.044037,5.68143,quiescent,3.0,0.0,0.0,0.0,0.0,0.0
-1.8324261,9.865224,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
0.10127375,3.086036,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.34463,11.28682,quiescent,1.0,0.0,0.0,1.0,0.0,0.0
-0.18391791,4.6762652,quiescent,0.0,0.0,0.0,0.0,49.0,0.0
-1.6839763,4.741477,quiescent,0.0,0.0,0.0,0.0,5.0,0.0
-0.39044577,6.5491505,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.9327274,6.0429025,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.56367874,9.261996,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.7835696,11.596208,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.78603673,9.131534,quiescent,0.0,0.0,0.0,4.0,0.0,0.0
-1.8039907,11.082851,quiescent,0.0,0.0,0.0,1.0,0.0,0.0
-0.5425033,10.527908,quiescent,3.0,0.0,0.0,0.0,0.0,0.0
-1.2601364,4.602708,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.7549366,7.6547427,quiescent,0.0,0.0,0.0,2.0,60.0,0.0
2.1228878,7.9964366,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.117381245,3.751349,quiescent,4.0,0.0,5.0,0.0,0.0,37.0
-3.645286e-05,9.4367,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.3411674,6.705667,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.5046029,7.684874,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.8313902,9.827677,quiescent,0.0,0.0,0.0,4.0,0.0,0.0
-0.42373717,10.062722,quiescent,2.0,0.0,0.0,0.0,0.0,0.0
-2.6242876,7.9060516,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.9151422,9.501166,quiescent,0.0,0.0,0.0,0.0,32.0,0.0
1.050797,6.6602106,quiescent,0.0,0.0,0.0,0.0,24.0,0.0
-1.7436649,10.636213,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.372577,10.018164,quiescent,0.0,0.0,1.0,0.0,0.0,0.0
-1.8627561,6.494049,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.6049805,9.752386,quiescent,2.0,0.0,0.0,0.0,0.0,0.0
-2.6263478,6.715799,quiescent,0.0,0.0,0.0,1.0,0.0,0.0
-2.0097287,9.804845,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.4363735,7.506943,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-1.0927894,6.796251,quiescent,0.0,0.0,0.0,0.0,0.0,1.0
0.51903534,5.6040215,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.8034288,9.206306,quiescent,0.0,0.0,1.0,4.0,0.0,0.0
-2.1339107,10.554455,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.87672204,2.1252458,quiescent,0.0,0.0,0.0,1.0,0.0,0.0
-1.4891666,1.7459439,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.0054014646,9.153024,quiescent,1.0,0.0,0.0,0.0,2.0,0.0
-2.1792696,10.679878,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.0964139,3.0081785,quiescent,1.0,0.0,0.0,0.0,1.0,0.0
-0.84152085,8.546388,quiescent,2.0,0.0,0.0,0.0,0.0,0.0
-0.96477413,7.2539396,quiescent,0.0,0.0,0.0,1.0,0.0,1.0
-2.597569,6.8274417,quiescent,1.0,0.0,1.0,0.0,0.0,0.0
0.09182765,5.4116874,quiescent,0.0,0.0,1.0,1.0,0.0,0.0
0.1473174,5.724259,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.1781077,3.7226024,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.8367285,11.725177,quiescent,1.0,0.0,1.0,0.0,1.0,0.0
-2.3458476,10.073341,quiescent,4.0,0.0,0.0,0.0,0.0,0.0
0.31016213,4.4202633,quiescent,0.0,0.0,1.0,0.0,0.0,0.0
-1.5839328,8.494979,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.19855566,9.718462,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-2.168055,3.2392206,quiescent,2.0,0.0,0.0,0.0,57.0,0.0
-2.9853046,9.792558,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.63208777,7.511904,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-3.0497975,10.613983,quiescent,0.0,0.0,0.0,0.0,2.0,0.0
-1.5933263,2.9480975,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.1139412,9.857882,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.7809337,8.580656,quiescent,3.0,0.0,0.0,0.0,8.0,0.0
-2.1663997,3.768583,quiescent,0.0,0.0,0.0,2.0,0.0,0.0
-2.0745702,8.987435,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.7962008,11.928764,quiescent,1.0,0.0,0.0,0.0,0.0,1.0
-2.0917559,4.63081,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.26712677,8.042956,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-3.097354,10.025645,quiescent,0.0,0.0,0.0,2.0,0.0,0.0
-2.2592244,8.15567,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.06379304,5.80155,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.5958028,11.94714,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.2193083,2.7424574,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.013052,11.315719,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.6992406,2.7819977,quiescent,2.0,0.0,0.0,0.0,1.0,0.0
-0.017655907,9.383859,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
2.3928149,7.227309,quiescent,0.0,0.0,0.0,0.0,1.0,0.0
0.13948642,7.818037,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-2.6582184,11.433655,quiescent,0.0,0.0,1.0,0.0,0.0,0.0
-0.660229,7.13914,quiescent,0.0,0.0,0.0,0.0,175.0,0.0
1.6663805,6.3052707,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.816072,8.176217,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-2.242322,12.011714,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.6034632,8.975706,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
1.8762417,8.450076,quiescent,0.0,0.0,0.0,0.0,97.0,0.0
-0.14606258,5.2139006,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.2885731,8.178936,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.120302446,4.683421,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.9173301,6.6318116,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.16924858,7.4804893,quiescent,0.0,0.0,2.0,0.0,0.0,0.0
-1.2240877,8.7052965,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.22500442,7.3701262,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.7028464,8.468983,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-0.41470152,10.298837,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.61223936,4.952458,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.370236,6.3513603,quiescent,0.0,0.0,0.0,3.0,57.0,0.0
-2.5513341,11.724063,quiescent,2.0,0.0,1.0,3.0,0.0,29.0
-1.200297,8.881712,quiescent,0.0,0.0,0.0,0.0,43.0,0.0
0.26558363,1.2006223,quiescent,2.0,0.0,0.0,0.0,6.0,0.0
-1.9296831,9.880958,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-3.0824063,9.219585,quiescent,0.0,0.0,2.0,0.0,0.0,0.0
1.3012097,9.165632,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
1.4143571,3.2476227,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.4741576,7.6961107,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.4151616,10.230713,quiescent,0.0,0.0,0.0,9.0,0.0,0.0
-1.8656838,12.084875,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-0.9102694,3.877066,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.9810966,9.501508,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.96828884,7.5875225,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-0.5773408,6.344468,quiescent,0.0,0.0,0.0,0.0,0.0,48.0
-1.5921842,10.148616,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.7589557,9.471006,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.3247643,8.947917,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.8529484,4.7520475,quiescent,6.0,0.0,1.0,0.0,0.0,0.0
0.6868108,5.1469207,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-2.0008738,9.753588,quiescent,0.0,0.0,1.0,0.0,0.0,0.0
0.3225426,7.8365116,quiescent,2.0,1.0,0.0,0.0,0.0,0.0
-1.6484597,9.765282,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.460116,9.186975,quiescent,0.0,0.0,0.0,3.0,0.0,0.0
-2.222152,9.623809,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
2.3442748,7.0678744,quiescent,5.0,0.0,0.0,1.0,0.0,0.0
-3.0282125,10.388784,quiescent,1.0,0.0,3.0,0.0,0.0,0.0
-0.2403892,8.019894,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.2398257,9.667397,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.5480826,6.6742053,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.6656437,4.741783,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.6594908,8.943234,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.4084031,1.0912963,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.6770526,12.378329,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.15443425,5.252084,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.354661,9.996818,quiescent,5.0,0.0,0.0,0.0,0.0,0.0
-2.3958223,3.3292592,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.77732766,8.521734,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
0.37531993,3.6140068,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.657604,8.401014,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.9512595,7.1078625,quiescent,0.0,0.0,3.0,0.0,0.0,28.0
0.16830611,7.9110656,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-0.7276523,10.082283,quiescent,0.0,1.0,0.0,0.0,0.0,0.0
-2.3770604,11.224244,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
2.074243,7.9321313,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.687768,5.2717233,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.993887,10.068526,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.6023555,7.950939,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.084079,5.815258,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
3.2022407,2.1538696,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.4197668,8.978125,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-1.847869,7.1284957,quiescent,1.0,0.0,0.0,0.0,0.0,49.0
1.6462194,7.8073144,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.0317402,5.5399528,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.654844,11.358124,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.6611967,9.756304,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.22955406,10.318763,quiescent,0.0,0.0,1.0,2.0,0.0,0.0
-2.669167,11.772655,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-2.7988493,11.073184,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.6324469,8.866467,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-2.5119886,5.485858,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.3997951,4.900626,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.8207468,6.348787,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.700327,10.523829,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.2603743,8.788848,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.33632988,8.709584,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.88440806,5.4933257,quiescent,0.0,0.0,1.0,1.0,0.0,0.0
0.8709818,9.616589,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.9697223,4.2584124,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.7281857,7.868975,quiescent,3.0,0.0,2.0,1.0,0.0,0.0
2.323712,6.7305803,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
0.86880755,5.196018,quiescent,0.0,0.0,0.0,1.0,3.0,0.0
1.8601815,6.2760434,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.0961382,9.992262,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.9754853,5.5246997,quiescent,0.0,0.0,1.0,0.0,0.0,0.0
0.11888377,5.047671,quiescent,3.0,0.0,0.0,0.0,0.0,0.0
-0.417903,9.205772,quiescent,0.0,0.0,0.0,0.0,64.0,0.0
-2.1050959,11.146099,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.51752234,7.6080966,quiescent,0.0,0.0,0.0,6.0,0.0,3.0
-2.03543,9.450493,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.4778705,9.962826,quiescent,1.0,0.0,0.0,0.0,2.0,0.0
0.23200168,8.490223,quiescent,2.0,0.0,0.0,0.0,0.0,0.0
0.92262614,9.613184,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-1.7518882,3.105961,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.0469004,4.2472663,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.18693042,9.5776415,quiescent,1.0,0.0,2.0,0.0,0.0,0.0
-1.9666616,9.888324,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.87245786,7.212498,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.7807667,9.40825,quiescent,1.0,0.0,1.0,0.0,0.0,0.0
-2.1104777,9.498555,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.8452759,8.90317,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.34103185,3.928066,quiescent,0.0,0.0,0.0,5.0,0.0,0.0
-1.2620434,8.414831,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.362633,6.891494,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.1553922,10.591008,quiescent,1.0,0.0,1.0,0.0,0.0,0.0
-2.2514517,3.4389124,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.0826916,7.599399,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.395276,8.176291,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.1263185,8.839502,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
2.25296,6.3248,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.417365,5.9460344,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-1.3564664,10.451275,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.2746503,8.898838,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-1.2986696,7.167612,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.460864,11.792671,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.2265918,11.361133,quiescent,2.0,0.0,0.0,0.0,0.0,0.0
-0.7518972,8.138279,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.2250008,2.9458191,quiescent,0.0,0.0,0.0,0.0,6.0,0.0
-0.41270244,9.506184,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.08114339,6.527594,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.6253433,8.87395,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.4497561,4.513578,quiescent,0.0,0.0,0.0,3.0,0.0,0.0
-1.5786397,10.987194,quiescent,2.0,0.0,0.0,0.0,0.0,0.0
-2.6920161,9.933453,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
2.3808265,7.400787,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.7092052,11.514405,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.8102413,6.706312,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.85566884,6.7407956,quiescent,0.0,0.0,0.0,1.0,0.0,0.0
-2.0547137,5.070988,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.318748,11.384293,quiescent,1.0,0.0,0.0,0.0,0.0,2.0
-0.70669276,4.3220744,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.0835894,5.5434217,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.642541,4.8105707,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.225269,10.086342,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.9877339,8.507565,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.27839628,10.158025,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.7330099,9.315804,quiescent,0.0,0.0,0.0,1.0,0.0,0.0
1.7302446,7.3311234,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.2500951,5.3149333,quiescent,0.0,0.0,0.0,1.0,0.0,0.0
-0.012105921,8.715067,quiescent,1.0,0.0,0.0,6.0,2.0,0.0
-1.8130826,9.266462,quiescent,1.0,0.0,0.0,0.0,0.0,0.0
-2.0162656,6.477836,quiescent,0.0,0.0,0.0,0.0,0.0,5.0
-2.6941388,11.715176,quiescent,3.0,0.0,0.0,0.0,2.0,0.0
-1.5150447,9.184271,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.58957726,6.123111,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.58266354,9.754505,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-1.6858934,8.119405,quiescent,3.0,0.0,0.0,0.0,0.0,0.0
0.3648452,7.427897,quiescent,0.0,0.0,0.0,0.0,0.0,2.0
-1.7558455,4.103862,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
0.4507058,8.458187,quiescent,0.0,0.0,1.0,0.0,0.0,0.0
-0.09284104,7.1555495,quiescent,0.0,0.0,0.0,3.0,0.0,15.0
0.59885246,9.170086,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-2.0341403,10.207676,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
1.0861577,5.5822034,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
-0.75242525,8.982131,quiescent,0.0,0.0,0.0,0.0,0.0,0.0
3.341201,-1.3602768,intermediate,1.0,0.0,1.0,0.0,0.0,0.0
-0.41044244,2.7222528,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
3.2238312,1.6439825,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
1.9345084,-0.4876239,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
-0.39251396,4.4829435,intermediate,2.0,2.0,5.0,10.0,0.0,0.0
1.0668484,4.886401,intermediate,0.0,0.0,0.0,0.0,0.0,1.0
1.3752006,4.362233,intermediate,1.0,0.0,0.0,0.0,0.0,0.0
2.6194928,2.1402311,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
1.0118022,1.4853553,intermediate,1.0,0.0,3.0,0.0,5.0,0.0
0.8534041,0.45925778,intermediate,0.0,1.0,2.0,2.0,0.0,0.0
-0.045291983,3.405397,intermediate,0.0,1.0,0.0,0.0,0.0,0.0
2.208712,-0.72452545,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
3.767763,-0.20262267,intermediate,2.0,0.0,4.0,1.0,0.0,0.0
2.826255,-1.3965414,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
-0.44085634,2.1085107,intermediate,1.0,1.0,0.0,0.0,0.0,1.0
2.6229045,-0.2796415,intermediate,0.0,0.0,0.0,0.0,7.0,0.0
2.4016461,0.5913064,intermediate,1.0,0.0,3.0,5.0,0.0,0.0
0.06633274,3.2379222,intermediate,1.0,5.0,1.0,3.0,0.0,0.0
3.2534344,4.6397977,intermediate,1.0,0.0,1.0,2.0,0.0,0.0
0.646352,1.3653989,intermediate,0.0,0.0,0.0,0.0,0.0,1.0
3.0408902,-0.49188295,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
3.065405,0.20060585,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
1.589644,4.0831256,intermediate,2.0,0.0,1.0,2.0,0.0,0.0
-0.84492785,3.2947254,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
-0.44736484,1.9420179,intermediate,3.0,1.0,2.0,0.0,0.0,0.0
1.1848364,2.2642128,intermediate,0.0,1.0,3.0,1.0,0.0,0.0
2.1795754,5.2127743,intermediate,0.0,0.0,1.0,3.0,0.0,0.0
2.7894075,3.192304,intermediate,1.0,0.0,0.0,0.0,9.0,0.0
-0.43145543,1.974203,intermediate,0.0,0.0,0.0,0.0,0.0,1.0
2.236372,1.3925352,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
0.9635097,1.5603858,intermediate,0.0,0.0,0.0,4.0,0.0,0.0
2.4604897,5.271781,intermediate,0.0,0.0,0.0,0.0,0.0,0.0
