x_wt,y_wt,time,x_ko,y_ko,pop_wt,pop_ko
6.0482264,5.917477,0.0,8.082053,8.408121,intermediate,quiescent
6.6554155,7.4912205,0.0,6.8473134,7.1076293,proliferative,quiescent
2.2973523,5.137638,0.0,11.839102,6.098142,proliferative,quiescent
10.886949,9.441465,0.0,10.728861,8.272743,intermediate,quiescent
8.872446,1.7537255,0.0,10.853348,5.901015,intermediate,intermediate
9.088483,8.187893,0.0,10.912682,7.1714177,intermediate,intermediate
6.436781,9.852767,0.0,8.674951,9.944508,intermediate,quiescent
5.9383473,8.116796,0.0,6.4999647,4.4057293,intermediate,proliferative
12.010032,5.616442,0.0,5.862614,7.2440596,intermediate,intermediate
10.657312,1.5241674,0.0,12.178044,4.587086,proliferative,quiescent
10.558812,12.339971,0.0,12.160733,6.3166666,intermediate,intermediate
6.8123293,4.33853,0.0,10.245997,8.918775,intermediate,intermediate
11.825759,6.5572867,0.0,10.835163,9.356556,proliferative,intermediate
6.2295847,7.372841,0.0,12.628823,9.600257,proliferative,intermediate
7.6399016,7.3928,0.0,6.945733,9.733569,intermediate,intermediate
6.275644,7.0516105,0.0,8.112982,11.125882,intermediate,intermediate
6.459186,4.4286885,0.0,6.4878616,6.015266,proliferative,intermediate
9.841578,4.4657145,0.0,9.375567,4.3075266,intermediate,quiescent
11.36128,5.632345,0.0,10.687189,9.52031,quiescent,quiescent
9.480471,5.2030816,0.0,10.948904,5.6081023,quiescent,intermediate
11.861202,2.9487522,0.0,11.007679,3.8991134,quiescent,quiescent
9.182345,3.3493257,0.0,12.0681095,5.4125924,proliferative,intermediate
6.4268456,4.684961,0.0,12.696311,10.313384,intermediate,quiescent
6.159966,8.403443,0.0,6.569221,4.170903,proliferative,intermediate
6.4634366,9.414013,0.0,12.57991,9.954235,intermediate,proliferative
6.7582374,9.789039,0.0,12.46345,3.1710598,proliferative,proliferative
6.7541394,8.249392,0.0,6.2592173,8.301182,intermediate,proliferative
9.11108,4.0278344,0.0,6.650354,6.407461,intermediate,proliferative
6.831539,7.8715973,0.0,9.779388,2.3985505,intermediate,quiescent
6.383721,6.2768493,0.0,6.007821,7.8053255,intermediate,proliferative
12.138349,6.3324046,0.0,4.54794,8.974532,quiescent,proliferative
11.679782,5.643424,0.0,6.2595034,7.4586205,quiescent,intermediate
7.139089,3.3904703,0.0,6.3497796,6.0858335,intermediate,intermediate
11.751164,5.321431,0.0,12.2487335,2.9841413,intermediate,intermediate
9.483209,6.199146,0.0,1.9444813,5.367014,proliferative,intermediate
11.706619,5.3486705,0.0,11.680544,5.1382594,intermediate,proliferative
7.1269755,5.6714463,0.0,11.427933,8.202459,intermediate,intermediate
12.495362,9.933007,0.0,10.278583,8.694491,intermediate,proliferative
11.901898,6.53452,0.0,11.627754,3.89496,quiescent,quiescent
9.217411,10.015636,0.0,12.718855,10.151445,intermediate,quiescent
8.906274,2.6815884,0.0,9.532545,8.586076,intermediate,quiescent
6.3691955,5.8048196,0.0,8.54084,5.7660184,intermediate,intermediate
10.321036,8.620181,0.0,9.858342,9.190023,intermediate,intermediate
6.52416,9.512559,0.0,10.755315,3.472023,intermediate,intermediate
6.805148,8.362789,0.0,7.3610764,8.5609,intermediate,intermediate
11.83064,3.1258645,0.0,11.677697,8.772081,proliferative,quiescent
8.109953,7.327175,0.0,5.481261,8.785452,intermediate,proliferative
6.2722077,5.798969,0.0,10.347945,6.289555,intermediate,intermediate
7.418162,5.809778,0.0,2.4486754,4.5253706,intermediate,proliferative
8.108955,9.984849,0.0,6.624644,8.752508,quiescent,intermediate
11.982834,3.7190862,0.0,11.92036,5.1008773,quiescent,quiescent
12.501508,6.592612,0.0,12.264528,4.5279856,quiescent,quiescent
11.779874,3.36345,0.0,12.712402,5.205425,quiescent,quiescent
11.602294,6.1000943,0.0,7.8790207,9.016584,quiescent,quiescent
8.663882,5.590733,0.0,9.70865,10.059146,intermediate,proliferative
11.397808,5.1473727,0.0,11.203835,5.8689694,intermediate,intermediate
6.0001826,8.23109,0.0,11.430593,5.793389,proliferative,proliferative
10.228045,3.0766184,0.0,11.891297,4.1117435,proliferative,quiescent
11.459578,3.6333401,0.0,12.287459,3.6259625,quiescent,quiescent
9.583428,5.5260854,0.0,7.4646087,4.0261197,intermediate,intermediate
7.408434,9.06944,0.0,12.660917,10.611222,intermediate,quiescent
6.4489403,8.52874,0.0,6.045496,6.8048697,quiescent,quiescent
12.004083,4.8979244,0.0,12.274633,6.1509356,quiescent,quiescent
11.451432,2.9342954,0.0,12.016399,5.327504,intermediate,quiescent
11.677624,5.434319,0.0,11.75428,2.8379877,quiescent,quiescent
8.330946,8.624268,0.0,9.636619,5.468433,intermediate,intermediate
5.106392,8.1584015,0.0,6.7828393,6.296617,quiescent,intermediate
6.117233,8.643593,0.0,8.154703,7.458623,quiescent,intermediate
8.379524,7.112435,0.0,6.4052615,5.2154956,intermediate,intermediate
1.3778732,5.7663794,0.0,12.495205,10.58557,proliferative,proliferative
12.023917,6.533599,0.0,8.815639,4.002093,quiescent,quiescent
11.652856,6.1666102,0.0,12.49282,3.7898164,quiescent,quiescent
12.388627,8.860713,0.0,12.537548,3.097823,intermediate,quiescent
12.187347,2.7562075,0.0,11.5339775,1.853761,quiescent,quiescent
6.6245313,6.9034286,0.0,11.464419,4.302098,intermediate,intermediate
6.888233,10.194135,0.0,12.754107,10.112556,quiescent,intermediate
10.758607,7.27055,0.0,10.602684,6.706593,intermediate,intermediate
12.044869,5.011157,0.0,7.637495,4.308544,intermediate,proliferative
10.14776,6.098193,0.0,10.698326,8.182701,quiescent,intermediate
0.664448,3.0947213,0.0,9.808205,7.9963164,intermediate,proliferative
9.106781,5.1758785,0.0,7.1089816,8.399135,intermediate,intermediate
12.239119,4.5385594,0.0,11.242403,6.178299,quiescent,quiescent
4.824051,8.940828,0.0,10.746036,6.2276673,proliferative,intermediate
10.029237,4.0187926,0.0,9.970381,5.558857,quiescent,proliferative
8.219812,2.0717363,0.0,11.706542,9.581334,quiescent,intermediate
6.1317015,6.7272525,0.0,6.2829084,6.287288,intermediate,proliferative
12.338195,4.048405,0.0,11.800826,5.121689,quiescent,quiescent
11.936668,3.1820953,0.0,9.104733,7.51574,proliferative,proliferative
12.329057,6.2733083,0.0,12.5819435,4.930213,quiescent,quiescent
11.125141,1.5904765,0.0,12.109793,5.9611583,quiescent,intermediate
6.8854766,5.016652,0.0,6.1263576,5.4279404,proliferative,quiescent
11.484133,7.815228,0.0,12.094372,6.2090707,intermediate,intermediate
11.529575,5.026447,0.0,11.030138,4.86487,quiescent,intermediate
6.6086826,4.485087,0.0,6.295199,5.0842996,intermediate,proliferative
10.846386,4.3445134,0.0,11.527007,6.0228653,intermediate,intermediate
6.290425,8.8568325,0.0,11.883706,7.180965,intermediate,intermediate
11.483851,4.112159,0.0,9.759986,7.246056,intermediate,intermediate
9.454365,7.7629514,0.0,6.075648,8.435061,intermediate,intermediate
6.1211934,5.850841,0.0,8.841607,2.4323058,intermediate,proliferative
6.208217,8.924812,0.0,12.7881,10.293452,proliferative,proliferative
12.50441,6.062965,0.0,12.171914,3.2447357,quiescent,proliferative
12.21239,6.4844546,0.0,6.35168,5.9041023,quiescent,proliferative
6.154093,8.68998,0.0,11.281785,3.6478596,quiescent,quiescent
12.345413,8.248471,0.0,11.776721,4.755967,quiescent,intermediate
6.0522127,8.384383,0.0,12.62526,4.1494513,quiescent,quiescent
7.5134916,8.669708,0.0,9.496999,2.1986966,intermediate,quiescent
5.254446,9.588268,0.0,9.979414,2.2747664,quiescent,quiescent
11.807528,6.8542366,0.0,9.026215,11.529769,intermediate,intermediate
6.007424,6.537402,0.0,10.4328,9.697283,quiescent,intermediate
6.361872,8.694961,0.0,6.6729364,9.668109,intermediate,intermediate
6.2495666,8.198321,0.0,6.4352717,9.321764,intermediate,intermediate
6.3105817,8.913917,0.0,6.6946573,5.8144937,intermediate,proliferative
3.568445,4.436912,0.0,4.1886134,5.3078737,intermediate,proliferative
11.656804,8.2873535,0.0,6.5695176,4.9716353,quiescent,intermediate
11.518944,9.382655,0.0,12.300873,4.647191,intermediate,proliferative
