gene,time,mean_wt,mean_ko,log2fc
DNAJB1,0.0,5.259450171821306,5.247422680412371,-0.003302982729511308
HNRNPA1,0.0,14.324312714776632,14.618127147766323,0.029292567570328387
VIM,0.0,39.945017182130584,39.35266323024055,-0.021554274992211537
HBA2,0.0,1.1426116838487972,1.1709621993127148,0.03535931638608779
EIF1,0.0,24.21606529209622,24.866838487972508,0.03825862819721396
EEF1B2,0.0,20.298969072164947,21.359536082474225,0.07347385398222976
CHCHD7,0.0,0.15420962199312716,0.1645189003436426,0.09336054751566557
EMP3,0.0,2.350515463917526,2.321305841924399,-0.018040555552489863
H1F0,0.0,2.0725945017182132,2.129725085910653,0.039229329025244425
LDHB,0.0,8.404209621993127,8.324742268041238,-0.013706539484074381
RPSA,0.0,42.9643470790378,42.437285223367695,-0.017807602948192884
PDZD2,0.0,0.015034364261168385,0.019329896907216496,0.36257005806030274
OTUD1,0.0,0.2654639175257732,0.25601374570446733,-0.05229450724160635
GAPDH,0.0,31.13487972508591,30.451030927835053,-0.03204063426676202
MIF,0.0,7.03479381443299,7.137027491408935,0.020815190108882234
GNAS,0.0,17.483247422680414,17.63659793814433,0.012599112095618946
BNIP3,0.0,2.32946735395189,2.243127147766323,-0.05448871267852864
WSCD1,0.0,0.01804123711340206,0.012027491408934709,-0.5849624607378962
LGALS1,0.0,54.348367697594504,53.80841924398626,-0.014404781242712668
FKBP4,0.0,15.728951890034365,15.771048109965635,0.00385600278638885
HSPH1,0.0,2.2916666666666665,2.292955326460481,0.0008110344298254355
CNBP,0.0,14.695446735395189,14.545103092783505,-0.01483569496830663
FLCN,0.0,0.7066151202749141,0.7306701030927835,0.04829555697356473
FOXO1,0.0,0.15206185567010308,0.14776632302405499,-0.04134079510509842
SMPDL3A,0.0,0.16108247422680413,0.14647766323024056,-0.1371188554660722
CCT8,0.0,3.303694158075601,3.399484536082474,0.041235872670933614
ID2,0.0,1.6645189003436427,1.7796391752577319,0.09647950987417776
ZNF100,0.0,0.06872852233676977,0.06099656357388316,-0.17218097272182245
MBD6,0.0,0.4579037800687285,0.46649484536082475,0.026816664987162873
HSPA1A,0.0,0.5412371134020618,0.43084192439862545,-0.32910212709210024
APOE,0.0,22.176975945017183,22.335051546391753,0.010246931346924814
RPL22L1,0.0,11.179982817869416,11.712199312714777,0.0670940390907191
ANXA2R,0.0,0.027061855670103094,0.02190721649484536,-0.30485456898465285
C1orf21,0.0,0.018900343642611683,0.018470790378006873,-0.03316686216004387
PARK7,0.0,13.032646048109966,12.882302405498281,-0.01673956337700141
PDCD5,0.0,0.7414089347079038,0.8118556701030928,0.13095376976063086
GLUL,0.0,2.767611683848797,2.551975945017182,-0.11702680617822253
ING4,0.0,0.7534364261168385,0.7169243986254296,-0.07166479298461492
KLF2,0.0,0.37757731958762886,0.3707044673539519,-0.026502605893608998
NDUFS6,0.0,7.12585910652921,6.440292096219931,-0.14593783603175908
TNNT1,0.0,1.6056701030927836,1.4574742268041236,-0.13970513894282216
MYB,0.0,0.009879725085910653,0.011597938144329897,0.23132552447300173
WIPF2,0.0,0.5695876288659794,0.6701030927835051,0.23446525325709147
OTUD3,0.0,0.12242268041237113,0.13745704467353953,0.1671099845463245
DUSP1,0.0,1.2332474226804124,1.3101374570446735,0.08725591206177326
NPM1,0.0,28.390463917525775,28.570876288659793,0.009138861640186176
MYO19,0.0,0.0979381443298969,0.12843642611683848,0.3911116565354437
DDRGK1,0.0,0.10652920962199312,0.1400343642611684,0.3945318406039202
AC244197.2,0.0,0.019329896907216496,0.014604810996563574,-0.4043902309325821
PTEN,0.0,0.019759450171821305,0.01675257731958763,-0.23815972408988315
PLEKHF2,0.0,0.029209621993127148,0.01718213058419244,-0.7655347117892163
IP6K2,0.0,1.6426116838487972,1.6649484536082475,0.01948604742254953
CLN5,0.0,0.47508591065292094,0.43986254295532645,-0.11113566999153343
DNAH6,0.0,0.006443298969072165,0.014175257731958763,1.1375034016192556
CEP72,0.0,0.01675257731958763,0.014175257731958763,-0.24100808384601471
LAMA2,0.0,1.1701030927835052,1.2006013745704467,0.037121579687160754
DDIT4,0.0,2.763316151202749,2.6512027491408934,-0.059753626753825714
FAM83G,0.0,0.24871134020618557,0.22551546391752578,-0.1412459248391102
STIM2,0.0,0.10438144329896908,0.12414089347079038,0.250113176694956
PANK2,0.0,0.20446735395189003,0.20532646048109965,0.006049044643282634
COMP,0.0,0.009879725085910653,0.01331615120274914,0.43063431664578083
HSPA6,0.0,6.108247422680412,6.048109965635739,-0.014274130979769475
SF1,0.0,3.823453608247423,4.0201890034364265,0.07238695993106853
POLA1,0.0,0.070446735395189,0.0781786941580756,0.15024263355519402
POLH,0.0,0.06013745704467354,0.05025773195876289,-0.25891829264558747
GAMT,0.0,1.8213058419243986,1.8986254295532645,0.05998210479597395
AL450384.1,0.0,0.1056701030927835,0.11683848797250859,0.14494833460605036
PKN3,0.0,0.007731958762886598,0.01288659793814433,0.7369655195307903
OBSL1,0.0,0.9957044673539519,1.034364261168385,0.054954825699076476
CCDC28A,0.0,0.37757731958762886,0.40420962199312716,0.09833155733338209
CCDC144NL-AS1,0.0,0.02104810996563574,0.012027491408934709,-0.8073548706505558
MYLPF,0.0,1.431701030927835,1.4411512027491409,0.009491448970689842
SLC26A5,0.0,0.39776632302405496,0.3552405498281787,-0.1631248636547751
SLC3A2,0.0,2.3805841924398625,2.1945876288659796,-0.11736577503035607
LAMA4,0.0,6.868986254295533,6.740549828178694,-0.02723092029599997
MDH2,0.0,1.8496563573883162,1.7839347079037802,-0.05219444771370362
PABPN1,0.0,1.9742268041237114,2.1151202749140894,0.09945196378966593
