gene,umap_x,umap_y,cluster
AC073316.3,26.622303,6.895865,0
AC011825.2,22.031622,6.051565,8
BICRAL,24.111876,5.6135406,4
USP20,25.17379,2.8348567,7
C11orf95,24.43859,4.48637,4
RELT,23.079134,7.85461,8
CALD1,23.496233,5.213219,9
FBXL18,26.801558,5.9709888,0
AC010245.1,24.559841,4.109196,7
ZNF709,25.302397,5.1991005,4
DPH1,23.72539,4.1197004,4
AC004223.4,24.49153,3.061418,8
BRD2,25.509953,8.978775,5
AC092687.3,27.898638,6.4557853,8
AL392046.1,23.628666,4.013821,4
AC005838.2,25.118383,3.409756,7
ZNF335,25.703558,6.0051413,3
ERCC3,23.062658,7.588855,2
ARHGEF11,24.137197,7.3636017,2
AL022069.1,25.730669,5.8821616,7
AC007038.2,25.999144,6.815155,1
UBQLN1,23.471983,1.6851028,8
DPY19L4,23.879581,7.2109447,2
ERBIN,25.208658,7.689508,1
EFR3A,24.341675,7.0914288,5
TNFSF14,28.130642,5.8864093,7
HNRNPA1L2,27.501907,4.462398,8
ZRANB1,25.738903,7.532014,0
AC005237.1,22.94094,3.4827797,8
ATP6V1B1,27.976233,5.9509015,0
MELK,-1.7508006,-0.2992105,8
PRELID2,25.431593,9.113206,8
RALGAPA1,26.321762,6.5704193,1
ZNF430,21.885345,7.9932485,8
ACSBG1,25.899,7.294473,0
ARL17A,26.406528,7.4008665,5
KAT6A,27.359495,7.7022076,5
RBPJ,23.562778,1.6862694,8
UBP1,25.774487,6.137937,0
KCNK6,24.267765,4.7509317,8
AC010325.2,25.766169,7.314544,0
AP3M1,22.008535,6.6898365,8
EED,21.375546,9.702268,8
AC008549.2,24.598331,4.192362,4
FBXL3,22.944897,8.826231,8
SLC4A8,25.362362,2.984786,4
AL160191.1,27.66981,6.9712453,0
AP000787.1,27.01702,3.8198044,4
C4orf54,26.764627,4.492387,3
ATAD2,21.908945,8.37863,8
LINC02569,27.526346,4.3814116,7
C9orf47,25.562347,5.53234,0
LINC01572,24.001297,8.163566,8
AL031777.3,26.631817,7.315986,8
TOGARAM2,25.86611,5.158235,7
MCAM,26.531723,5.776635,1
AL160269.1,25.778572,5.145163,0
ZKSCAN8,26.697634,5.7218175,3
AL583722.2,26.626074,5.620004,0
CLCN6,24.970716,3.7852905,4
MCCC1,22.013678,4.226128,8
LDLRAD2,27.219921,5.4783134,7
IL21R-AS1,24.450552,4.106616,4
AC137932.3,24.40148,7.0612965,5
RC3H2,26.602652,7.741394,0
PLCG1,25.585835,7.9413953,5
ZNF148,24.935513,6.899866,5
SLC3A2,23.013102,1.6659088,8
ZNF326,25.704739,8.821264,5
KLF7,26.730515,5.6906834,3
ELMO1,27.69499,7.0741115,0
KMT2D,25.496542,5.36566,3
ZNF324B,24.945917,7.9036736,0
SERAC1,24.325186,2.7294917,8
AL049597.2,22.097532,7.1170573,8
MLXIP,23.166721,5.214019,2
AC096708.2,24.585009,5.1286983,7
RAB3B,27.715693,6.8812947,0
POLR1C,21.977905,3.0346367,6
FSIP2-AS1,26.759436,4.780205,7
TMEM175,21.764103,6.7763987,8
SMYD1,24.835447,2.9914,4
METTL16,24.3333,5.9744697,5
ITGB8,26.430552,7.6950116,0
ADAL,20.322605,6.596389,8
INO80D,27.56075,5.4646473,7
SEL1L,26.387451,5.285375,3
AC011043.1,24.191542,8.351166,0
ETV3,25.998205,5.6570992,3
SNX13,27.33443,4.5017347,7
TSGA13,23.293262,3.8716435,4
POTEE,27.212408,5.7729797,1
R3HCC1L,25.280523,5.3736715,7
ZZEF1,27.493134,5.8526187,7
SULT1E1,20.741007,5.8199844,8
PVT1,21.553066,3.794797,8
RABL2B,23.848598,5.2630177,3
IGHMBP2,27.806728,7.075076,8
AL158071.5,25.503983,5.716511,4
HHIPL2,23.622166,3.5168085,4
POLE,23.34634,9.346843,8
PCDHB3,24.444275,4.430214,4
HLTF,23.221006,7.744957,8
LINC02044,25.2774,5.5650687,0
OSBP2,24.74279,4.9378667,4
AC007388.1,23.357054,3.8537157,4
ANKRD1,24.805391,5.9302974,1
AZIN1,24.533876,9.283148,0
DMXL2,24.39373,7.4141235,0
FANCI,-1.8768194,-0.42174637,8
SIK3,25.63088,3.0635796,4
TXNDC16,26.012875,8.709854,0
LINC01492,26.210972,7.0633874,0
AC010809.2,27.366144,5.505364,0
LMO3,25.104958,4.735031,4
NKTR,27.56897,6.2410603,1
CAPN10,22.44906,5.457814,8
AC012531.1,25.896196,5.3225794,7
AC026347.1,24.521393,4.218207,8
DTYMK,22.652182,9.416496,8
FAM91A1,25.782137,5.3034177,3
ABCD4,25.135592,4.905917,4
VTI1A,25.458307,2.7550282,8
BTN3A1,21.626179,4.171015,6
E2F3,23.320858,8.389207,5
CDCA3,21.163286,11.466874,8
NPAT,24.798153,8.651155,5
AC007686.3,22.750803,4.2648487,4
AP002336.2,23.517553,5.0948567,8
AC087392.3,23.891642,5.6348825,8
SRPK3,21.926016,3.3001983,6
BEND3,24.233309,8.560068,2
CSNK2A1,27.901278,4.9592147,8
AC123912.1,24.35974,6.4443583,2
AC008894.2,27.401623,6.453671,7
AC027243.1,25.068617,5.728859,0
CHST11,22.49418,8.715391,8
MID1,27.692083,4.9004197,0
U73166.1,25.21964,6.7330966,0
STXBP4,24.557074,7.461802,5
MFSD14C,24.793325,8.706599,5
IGSF22,26.241198,4.809531,4
RAD54B,24.528248,9.376779,8
ING4,20.345873,6.1863,8
LINC02104,24.216461,7.063025,0
CMTM4,26.206415,3.2189224,8
MFSD8,23.325655,4.642157,7
RECQL4,-1.7962554,-0.3446844,8
SLC26A1,22.637367,5.9274483,8
COL24A1,25.088165,5.384862,7
TMCC1,25.296127,6.854499,0
AL031600.3,25.358696,3.3142433,4
WWC2,24.911598,6.6239276,3
PCMTD1,25.595736,4.8275137,7
TMEM269,25.424671,4.276984,7
NEDD4,26.032022,7.8044195,5
ELP1,24.584139,8.052518,5
ZNF562,24.48348,8.029173,5
ZNF155,24.159424,4.193753,4
SEC14L4,26.96972,7.165161,0
AC006145.1,24.853796,4.6553545,4
TMEM131L,22.961885,6.738802,2
LINC00894,26.466589,4.770928,7
SLC11A2,24.549568,7.4342318,5
AACS,21.166193,5.056416,8
LARGE2,25.214691,5.150028,4
PDP2,25.222918,3.9607973,7
AC117498.1,25.677546,6.697604,8
LINC02259,27.18788,6.2496653,8
CSMD1,26.970543,5.8504696,0
SUN1,23.266222,2.1223981,8
ZMIZ2,24.667734,8.477785,8
EXOC1,25.9148,6.085008,3
DMRT1,23.084263,2.5884373,8
CARD14,24.42107,2.6364636,4
B3GAT2,23.262531,6.547895,2
CILP2,21.354666,4.1981945,6
NBPF11,24.550169,7.408071,2
TNXB,21.199953,3.337015,6
OMD,24.605759,6.836151,0
HIPK3,26.515821,7.8401003,7
PDE3B,23.465885,8.817347,8
GLCCI1,24.874622,7.877214,0
CACNA1S,23.732525,3.5881424,4
TOR1B,21.507233,6.3145795,8
EXO5,22.629103,6.025006,8
BLNK,27.536379,4.763791,4
AC009148.1,24.065979,5.0736523,4
KLHL42,21.556133,6.473895,8
NUDT4,24.998327,2.3058708,8
HTT,24.38706,7.8981237,5
AC025165.5,23.82522,3.625487,8
GOLT1B,23.23559,1.8573953,8
CCDC34,-1.8651819,-0.39801732,8
GBP4,25.075268,5.402903,0
CWF19L1,24.051353,5.894968,0
CFAP44,24.121847,7.730698,5
SAPCD1-AS1,25.385618,5.7805037,0
PLEKHH1,25.451033,3.8027947,4
AC010969.2,23.152718,8.241839,2
AC010320.2,27.46424,7.503342,0
DNAJC9-AS1,25.724741,6.031275,0
AC027801.1,27.263056,5.9669733,0
SCARB2,22.734583,10.752427,8
PSRC1,21.73424,10.432419,8
CFAP298,21.369566,4.2543926,6
TBC1D8,24.07071,5.4487925,4
E4F1,24.861036,7.2959175,8
USP37,23.447336,8.242328,5
LINC02228,23.185694,5.758978,8
CPEB4,25.300306,3.6602569,3
AC004895.1,26.09102,6.324567,0
CKAP5,24.241943,9.263731,8
NECAP1,22.123272,2.6480775,6
RBM15,26.556854,4.6639023,8
MTMR6,26.259682,7.2040477,7
CEMIP2,24.622734,6.9221706,5
MLLT10,23.44573,7.5642376,8
JRK,21.700888,7.1501784,2
SSR1,23.357845,6.533601,2
TRIM73,25.363941,6.8645864,1
GAS2,22.406755,7.911019,2
AC022165.1,25.856443,5.522028,0
AL109936.6,26.80132,4.7204075,7
MMP17,25.569452,8.171345,8
TBC1D19,22.818775,2.98071,4
EML2,24.47782,3.440263,4
NR1D2,27.388632,5.0123515,0
ZP3,24.029121,4.57543,4
VSTM4,22.865093,5.7779036,2
AEBP2,26.544687,7.732618,5
NSF,24.495136,6.841839,3
ZAP70,23.116545,5.8527737,8
LINC00472,27.371143,6.183178,7
PEAK1,25.971949,7.72389,1
KCNN2,23.495384,3.1552477,8
INTS6,23.08287,8.203517,5
CCL27,23.880648,4.358702,4
AL158196.1,25.230198,7.8553786,0
PMCH,25.039282,5.015809,4
COL19A1,26.966236,4.107305,4
FBXL4,23.928144,7.3469033,2
AC011815.2,26.527754,3.5070963,4
ZNF791,24.928022,6.748404,1
GJD4,24.472565,3.9459949,4
AC243571.2,23.355083,4.880346,2
BCL2L14,24.65712,5.201614,0
AC024257.4,26.00578,6.4445825,0
SLITRK5,20.729643,5.8943787,8
BLM,22.225878,8.778487,8
TEX12,24.72148,3.6124437,4
LINC01513,24.639877,3.2218075,4
FAM214A,25.868631,3.481535,7
AL022238.4,26.248503,5.4478865,0
AC087239.1,27.09523,4.218353,7
ATG10,20.681007,6.4797935,8
LINC02515,25.823486,7.0885377,0
FAM53B,23.325691,5.3771987,4
MRPL38,26.184685,5.5563855,0
AC023509.2,24.715601,6.10483,2
AL031587.1,24.980999,4.191362,8
UVSSA,25.298353,6.802667,3
ARFGEF2,25.948305,5.6766715,9
CATSPERG,27.59193,5.042647,0
AL031428.1,25.362284,4.397549,4
HMCN1,25.398727,6.8874393,5
THADA,24.058569,7.764649,5
TLR10,26.332798,4.488795,4
CCDC180,27.451906,6.4722486,7
AC008870.4,24.346182,2.3857067,4
ZC3HAV1,25.987358,8.163457,0
AC020909.2,24.323391,3.695762,4
PEX3,24.51359,6.753542,5
C10orf95,23.1172,3.2364395,4
ADAM22,24.522303,8.942786,0
CERNA1,27.49987,4.176664,7
ATM,24.727692,7.1672707,1
AL121827.2,24.099892,7.401312,5
SH2D5,22.962307,4.136436,6
ATXN7L2,27.309216,5.534567,0
EIF2D,21.028004,4.0361304,8
CYP46A1,26.255053,3.75468,7
WWOX-AS1,22.732405,4.929443,8
EFCAB13,25.83792,7.8097634,0
RPE,22.541187,8.050345,8
CR936218.1,21.57015,4.3246512,8
LRRC7,26.44581,7.103097,0
ADCY6,21.351784,6.152499,8
HHIP-AS1,24.218306,4.470814,7
RBPMS,26.520021,8.381089,0
PCM1,24.142075,8.9122505,5
KIAA1551,24.714321,8.133464,5
ASPN,23.240946,8.463507,0
CLIP4,25.29675,3.8380463,4
AC127024.3,26.198082,5.2469306,0
CSNK1G1,24.809053,6.782517,2
AC012065.4,24.05997,5.2885537,4
ATP2A2,25.257076,6.6985917,4
PIK3CA,27.75506,7.423913,0
STRN3,26.806196,5.5480103,7
INTU,27.377073,5.4652834,3
LRRC40,21.36457,7.239915,8
MORN1,24.185522,6.404185,2
AL513318.2,25.347813,3.0699024,4
TAC1,23.757664,5.7250896,4
MSL3,23.407177,8.617257,2
THUMPD3-AS1,21.377367,7.0744777,2
PLOD2,27.809837,7.019069,0
PLAC8L1,25.472624,6.3371916,0
AC004034.1,23.51864,4.690432,8
AC004257.1,26.657543,3.7443595,8
LIMA1,25.921032,5.075759,3
RICTOR,27.36849,4.90247,7
OTUB2,24.581757,5.0620418,8
AL731566.2,26.929525,5.0036616,7
TMEM63B,23.610758,5.6884413,8
ZNF616,26.532051,3.3732696,7
N4BP2L2,23.844337,5.598377,3
IFI44,22.73225,10.718048,8
RMRP,27.303375,6.7132716,7
NCAM1,24.00203,9.042307,8
MYL3,24.434921,4.2649746,4
AP001627.1,24.011803,7.636491,0
MAML3,22.911192,3.3154507,6
NIPBL,27.162792,6.5324087,3
AL356417.3,24.74456,5.3225656,7
OSGEPL1,21.82152,6.9739995,2
FOXN2,25.18421,2.6088219,4
AC012358.3,26.583279,4.6243963,7
FBN1,23.811771,6.517498,2
AC037459.2,24.90069,5.7727656,7
TMEM139,24.289738,4.982449,4
KIF20A,24.830076,2.4222233,8
AP004147.1,27.47531,4.031412,8
TCEANC2,26.454618,8.335941,5
LINC02100,25.534374,4.989129,4
KIF21B,27.499317,5.2279997,0
CACNA2D1,23.610254,8.421941,0
ZNF20,24.569847,3.0219893,4
ERAP2,26.479765,7.320791,0
AL732292.2,25.5468,4.880576,4
LRRTM4,22.095734,2.7217994,8
RBL2,26.275574,7.7186933,0
VWCE,21.232935,3.6742227,6
TMEM233,26.278292,6.424159,8
FAM20A,24.6322,5.375739,4
INSIG2,19.665747,5.6741037,8
LINC01337,23.308401,7.430197,0
TRPM6,24.194086,5.1842966,4
BOLA2-SMG1P6,26.709356,4.7214274,0
PBX1,24.45678,3.7186847,7
AC010719.1,24.57894,6.301417,2
ULK1,24.86008,8.527187,5
ABHD18,24.877625,3.9457505,7
HMGN3-AS1,26.389685,6.866355,7
C5AR2,26.685415,5.351244,0
NPC1,26.030985,7.117555,0
NCF2,25.884874,7.9919477,0
YOD1,26.300295,6.7139125,8
PABPC4L,25.989576,4.2491074,0
PPP1R14B,20.400518,5.8593,8
PRH1,22.038828,6.9684696,2
TMTC2,22.408422,2.5270166,8
CMTR1,25.876383,6.7436166,1
DGUOK-AS1,24.403746,4.384952,7
BNIPL,25.452745,3.309949,4
BHMT2,23.661755,5.3085036,4
DUSP6,22.240393,5.855139,5
AF117829.1,26.39756,4.8776145,7
DEPDC5,23.566189,7.86968,2
SGCG,23.493942,5.321362,8
AC010273.1,23.190311,4.831666,8
MYL5,21.355314,3.788317,6
LINC00659,23.782492,4.672265,8
AC099676.1,25.488,5.0819798,4
GADD45B,23.296251,2.3052406,8
HSPA6,23.756222,2.078708,4
AC103810.2,24.95133,4.713547,4
CD300A,21.685965,3.8603086,8
CDK10,19.977285,5.400783,8
EZH1,25.325611,5.5742707,0
GALNT9,23.921766,2.6874516,8
TTC21B,26.245798,8.568274,5
TLK2,27.670038,5.3936515,7
ZNF185,23.152403,2.8449984,8
SLC26A10,25.404861,2.7325656,4
CHD5,25.597878,3.6082525,8
ANXA2,21.14999,6.60195,8
GADL1,22.29072,5.275801,2
SUSD5,25.00313,6.7254014,0
KNOP1,22.20836,7.4379606,5
C1orf87,24.079424,6.7467484,2
AC024909.2,27.081602,7.8782935,5
ARHGAP15,21.082924,7.3793836,8
KLB,27.582447,4.9949093,0
CDKN2B-AS1,23.124569,6.602848,2
PHOX2A,27.145348,7.8082767,8
PARP4,24.056303,8.07639,5
PCDH18,26.152803,3.5192225,4
MAP4K5,24.698988,8.521593,0
CDK5RAP2,22.441637,9.301804,8
PPP1R12A,25.298372,8.83326,0
CCDC120,25.865547,4.766531,8
CDC27,24.688715,9.088548,0
UBXN2A,25.777828,8.771699,1
TNFRSF14,25.589884,5.9962263,0
CDKN2C,-1.7719674,-0.3201859,8
CYP51A1-AS1,26.966238,4.1618695,4
AC104825.1,23.580912,5.9462123,2
GAL3ST4,26.72422,3.646333,8
ENY2,23.385576,1.5766087,8
RIC1,25.829689,8.586388,0
UBE2D3,23.402958,1.4455761,8
AL356488.2,24.999826,6.4905553,7
ATP5S,21.386591,7.6197653,8
SLC25A28,22.173365,5.9657626,8
TBX20,27.522026,5.565096,0
PXYLP1,22.694635,7.3691435,2
AC060780.1,25.648874,5.022331,3
SLC9A8,23.639704,3.366267,8
MICAL1,22.03662,3.557519,8
AP001020.1,26.662325,3.409168,8
AC106707.1,25.072777,8.535231,0
ZNF630,24.276598,6.867741,0
AC067773.1,23.291548,5.3441243,2
AC020928.1,25.186678,3.8786523,7
AL139353.2,26.734573,5.797314,0
AC087276.2,23.06855,4.6501856,8
NMD3,22.247364,2.6601021,8
ZNRF2,26.2814,8.737298,8
PISD,22.616243,5.845559,2
TMEM64,27.563248,7.429573,8
CACYBP,22.53432,1.557039,8
ZNF69,23.457708,6.7360625,2
KRT18,24.07728,4.94636,4
KNL1,22.478872,10.132399,8
AL356599.1,25.218332,6.0197043,3
AC018845.3,26.088682,7.2109246,0
AC007216.4,22.274542,5.863884,8
AIPL1,27.020235,3.6840303,4
CCR4,22.30663,3.9307306,8
PLCE1-AS2,22.94434,4.609302,4
ZNF350-AS1,25.70339,7.2683053,0
TPCN1,22.133202,4.877391,4
AL359922.2,26.416033,4.014645,7
TRMT13,23.38348,4.2493944,7
AC096732.1,25.622862,7.123492,7
Z69706.1,26.34073,3.7515771,4
AL139317.3,26.922773,5.865562,0
CNNM4,24.152681,7.379049,2
AC011472.4,25.432972,5.250123,7
OTUD1,22.592703,3.35805,8
SPIN4,27.257368,7.0244875,8
AC091153.2,25.06719,6.372786,8
ATAD2B,27.485731,6.3174634,1
AC002306.1,24.437077,3.873932,4
GSN-AS1,24.907383,4.316582,4
NEMP1,22.680115,9.04272,8
ST7L,26.000523,5.27802,7
BTG3,-1.905574,-0.4146787,8
ZNF782,26.050377,8.365541,5
ARIH2OS,24.644373,4.93822,8
AL831784.1,27.347176,5.019954,0
RBAK,27.024866,5.807433,1
RTEL1,25.471897,4.6872683,4
AP003352.1,26.817822,5.721978,1
LTBP1,27.592592,6.0417886,7
AL805961.2,23.879261,5.5613976,8
MAP3K20-AS1,26.696005,6.0414515,0
RGS12,24.053198,9.214281,0
THEGL,25.105547,3.757713,4
MBD4,21.609827,7.687326,8
NR2E3,24.136925,5.002892,2
DOCK9,25.000395,6.3290644,7
ARHGAP42,24.327522,6.5541077,2
CLN3,26.649508,4.7635746,8
FBRSL1,19.866814,5.1927075,8
PKP4,22.744312,8.986209,8
TBC1D8B,23.179756,7.032748,2
BX005019.1,26.34733,8.213872,0
KIF4A,21.762646,10.558851,8
CCDC80,24.859617,4.234354,3
AL157912.1,22.650232,8.893744,8
AL049840.2,24.46259,5.7296944,4
MKL2,24.56956,8.500445,2
MRNIP,22.850044,4.923244,4
GPAT4,21.80346,6.9074235,8
TUB,21.454386,7.0723996,8
ARHGEF12,25.828693,8.060963,1
AC138904.3,22.504345,4.567664,8
BCLAF3,24.968126,5.5537744,7
FGD4,22.80039,3.9100332,6
TMEM249,25.466818,6.678882,8
INVS,25.332573,7.9168973,5
AC023855.1,24.645138,4.7738137,4
ESCO2,-1.8556767,-0.37743667,8
IFI16,23.86136,5.91057,5
PURB,26.057056,7.515459,1
SOCS7,23.824974,8.240865,2
CLDN3,22.534964,2.8357363,8
MAFG,23.769384,1.8107926,8
CSNK1E,25.158482,2.8518872,8
LAMB3,26.33245,4.6164675,4
CXCL14,23.812521,7.084516,8
AL031963.1,26.05701,5.6510344,3
AL135791.1,21.148863,6.046583,8
HBA2,23.399635,2.1775763,8
LRRC39,27.312532,6.9476643,7
NCK1,21.90273,2.6225984,8
POLR3B,23.98202,5.781883,7
AL357055.3,26.227509,4.155257,7
HIST1H2BJ,25.912048,5.98569,8
MORC3,24.4599,3.5404859,7
XAF1,23.981035,8.325154,8
PCDHGA8,26.462185,2.907054,4
LINC02067,27.936308,5.57552,7
SMAD1-AS2,24.317387,4.071721,4
BCL2L15,24.144623,4.022585,4
AL133325.3,24.342785,6.8460145,0
AC021205.3,24.833355,5.4469175,4
KCND3,27.704357,5.9559383,0
PCDHA11,26.738262,4.949522,3
SOX9,24.936052,9.110885,0
AC058791.1,26.252205,4.271795,4
SLC25A16,24.457947,8.321342,2
ZNF544,23.431452,6.579004,2
AP000763.3,21.707336,5.827895,8
FOS,23.949684,2.2503324,8
ZNF32-AS3,25.903378,5.7643595,0
CDC6,22.12241,7.4470825,8
SLC22A1,22.513529,4.0705233,8
AGTPBP1,23.610512,8.457382,8
AC112220.3,24.213808,3.3799813,4
PANK2,21.282537,7.062498,8
AC113385.1,22.857218,3.4319713,8
HSD17B7,21.837217,5.1777267,8
HS3ST5,23.56969,4.4633026,8
ASB5,25.673302,3.6941597,4
LINC01814,26.18254,7.1318464,0
PPP2R3C,19.908823,5.846505,8
GRIA4,23.32854,8.677388,8
CFLAR-AS1,27.048721,6.4373326,7
B3GALT1,22.812881,4.1748853,8
PI15,26.541393,7.393198,7
LRRN4CL,26.88334,3.2843964,8
IGSF10,23.303753,6.131794,8
GPLD1,22.9796,5.5817795,2
RMDN1,21.142288,6.5571585,8
STAG3,26.526617,7.4791803,0
BISPR,23.095282,7.7156124,8
TMEM231,27.096918,6.351521,0
AC127537.1,26.352095,5.419277,7
QTRT2,24.432804,5.906933,7
XPO1,26.178629,8.516976,5
OSMR-AS1,22.632809,3.889094,8
UTP25,23.492844,4.2550373,6
AC120114.3,23.886917,5.245892,4
AC023157.3,24.652271,5.874484,7
AL355613.1,27.105913,5.0709767,0
AC100800.1,25.853373,4.3310437,7
ZBTB3,25.723322,3.7492564,8
RAD50,26.571745,5.574726,0
MED24,22.238539,4.3151245,8
IQCE,25.193462,7.347855,5
AC000068.3,27.651539,5.345859,0
UPB1,23.525358,3.9399388,4
NEB,22.480862,3.2710192,6
AL133406.3,23.956076,4.873641,8
DNAH17,28.044622,6.3153977,0
USP48,22.690308,8.118298,2
ZNF354C,26.016,8.13506,5
ELK4,25.928698,4.445083,3
TMEM87B,24.472282,4.7834344,3
C2orf69,21.973783,8.515469,8
CDH11,25.993923,8.174293,1
C11orf87,22.731665,4.487593,6
ZNF442,27.79364,6.2388635,0
CRIM1,25.655184,6.826804,9
DIABLO-1,25.544325,5.471987,7
AP001350.1,26.555634,7.2361255,0
AC073320.1,25.195942,2.4907987,4
AC104984.6,26.053104,4.023005,4
RNF144B,25.801554,7.0764866,0
AC007608.3,24.098291,3.841902,4
AC136944.2,24.20127,3.678819,4
SND1-IT1,22.092442,7.429992,2
ZSWIM8,23.10516,6.8547726,8
RASA1,23.157501,6.059389,2
ADAMTS9,24.859888,5.3322587,4
EPHA4,24.986052,6.8859906,7
SLC1A2,25.363657,7.264511,0
BRAT1,22.904276,6.384367,8
DGLUCY,22.710346,5.424882,2
USP44,26.399532,7.3565187,0
FBXO11,25.185411,8.446078,5
AC010422.1,23.501266,7.6341424,8
NBPF9,26.451464,6.804933,3
BCO2,26.01418,6.0168324,7
GRAMD1C,25.65162,8.390061,0
LINC02362,27.83626,5.9546547,8
GVQW3,25.01171,7.5496964,7
HOXB3,25.774998,4.846,7
NAA15,24.60371,7.2690964,2
POLI,25.303297,2.8408163,4
SLC5A12,26.69456,4.056168,4
ATL2,23.378942,9.135222,8
UBALD2,-1.8122542,-0.35984862,8
TIMM44,23.873175,5.8714876,7
OR7D2,25.510416,7.471975,0
ZNF28,26.046732,5.8702903,7
IQSEC3,25.722507,3.2056904,4
SMIM33,23.093712,2.5406053,8
SP3,25.452095,7.3820605,0
LPIN1,23.358732,3.4211159,6
TCF12,23.82531,4.3900776,7
TRUB1,24.998049,6.481106,7
LRRC19,26.158985,5.1057606,7
AC103724.3,25.898558,4.9210467,0
STAM-AS1,26.158777,3.7148044,7
NEK5,25.017885,4.134786,4
AL356056.1,22.82446,2.3278306,8
TRIM2,24.986355,3.536167,4
IGFBP3,25.102322,4.269356,8
AC100803.3,24.9623,3.6780002,4
WASF3-AS1,22.803919,9.380542,8
THAP9,25.71701,3.9561255,7
AARSD1,23.404076,3.8550339,6
LINC02432,26.449726,7.9955893,8
SGCD,22.210186,2.627794,8
TIRAP,23.168243,6.950217,4
ZNF625-ZNF20,25.99202,6.5078354,0
CLASP1,25.668222,8.177745,5
ELOVL7,26.068804,6.610037,0
WWTR1-AS1,27.59687,4.498651,7
TRIM16L,22.180824,2.7096872,8
FGFR1OP2,22.617085,1.5203462,8
TASP1,21.83671,6.6017528,8
STX19,27.730148,5.392095,0
PPP2R3A,22.910284,5.914204,2
S100A10,20.341124,4.6447263,8
NDC80,21.079739,11.547238,8
CEACAM19,27.197104,6.010901,8
AC242426.2,25.917986,7.457384,5
DUT,19.880539,5.183474,8
SLC16A1-AS1,23.978271,8.352667,5
PLCD4,22.007765,2.8540196,6
STX18-AS1,25.807365,6.957085,7
AC009019.1,24.209782,3.399017,4
TDRD12,23.843657,7.332191,8
AL450384.2,25.29256,6.8486176,0
LINC00958,23.274097,4.9768934,8
UHRF1,21.519379,6.926306,2
LENG8,25.093792,6.284,2
TSACC,23.024921,4.864451,8
ASPM,22.24449,10.683109,8
ARID4B,23.174273,7.714762,2
GUCY1A2,24.051695,6.207476,1
LPCAT1,22.305721,7.4736094,2
AP001267.1,25.79584,4.3221927,7
MSANTD2,24.270899,7.5296726,2
ZBTB26,26.739079,4.631457,0
FBXO3,26.585602,5.786326,7
GALNT7,25.193705,7.923839,5
TTF2,22.367136,9.227325,8
TLR7,24.238686,5.929082,4
CLDND2,26.634342,3.009808,8
RPRD1A,25.598509,5.526801,3
SULT1A1,21.988405,4.8371534,2
DDX3X,27.34419,6.635921,1
NCOA6,25.898096,8.281829,5
PPARD,22.218529,5.95984,2
WNT2B,25.355589,6.467731,7
LPXN,23.798227,3.5433476,4
AKR1C1,23.93373,5.2597866,7
MED1,24.72871,6.5012364,5
LY6E-DT,24.66557,7.3268633,0
LAMA5,23.632648,4.3927894,7
AL355816.1,26.19393,8.081814,0
RNF152,24.036102,5.1145115,7
LUM,21.622793,5.3697586,8
HEXA-AS1,25.127031,3.388175,7
CC2D1A,22.405382,5.519638,2
SAMD11,22.199646,4.8307557,6
MKL1,21.408026,4.9712963,8
CAPZA1,23.522375,8.204419,2
NRP1,23.709019,8.339738,2
AC090772.3,25.507088,5.7902327,8
EBF1,24.23226,6.224179,5
NRIR,25.980925,3.0279496,8
PIP5K1A,25.254084,6.2236037,7
CAHM,26.841394,5.397442,0
INPP5F,27.053343,7.8981295,8
DNAJC5,24.823723,7.586497,0
ADGRB3,23.58401,6.6979127,2
AL591163.1,27.130083,4.3886347,7
RNU6ATAC35P,26.270828,5.796181,0
AC004803.1,24.762482,4.1271796,8
PYROXD1,24.734787,7.018471,5
SLC4A4,26.797977,6.9461975,0
AL139260.3,27.262482,4.751316,7
AC005537.1,22.646383,3.2190557,6
AC127496.1,26.22704,5.060727,7
TNFRSF19,23.650875,4.1770725,3
PILRB,26.164164,8.515321,0
RFC4,-1.8335773,-0.35974446,8
HAUS6,23.183619,8.892755,2
AC015961.1,27.365065,5.697551,0
KIAA1841,23.014847,8.15044,2
FAM241A,26.547066,6.9775643,0
PPHLN1,20.983139,6.92623,2
MTMR3,23.554352,3.374718,8
AC009812.3,25.974127,6.0587435,0
AC078777.1,27.179138,6.5076566,3
FMN1,24.238483,5.841143,4
TARS,24.084665,7.954853,5
PAH,26.11871,4.3794355,7
AC090114.2,25.885519,7.6528773,1
RAB35,24.549608,7.892167,5
PTK2,23.255163,7.2585435,8
RSAD2,27.710247,7.029449,0
GPR171,25.37269,6.4808817,8
AL596202.1,27.35705,6.228637,7
AP003469.4,25.653215,3.5539184,7
Z83844.1,22.709448,4.542322,8
AL121944.1,23.78274,2.7447693,8
AC025580.3,26.787462,5.2139096,7
AC116609.3,26.632519,6.746239,7
CLN5,23.028751,4.2362113,4
BACH1-IT2,27.103529,4.410708,0
UBE2S,-1.8807434,-0.4280181,8
TRNT1,24.307,7.0109,5
AL135787.1,25.68492,3.8908215,4
CDCA2,21.04592,11.579696,8
AL078639.1,25.440222,2.9243543,4
SLC2A13,27.34423,7.8398466,8
HACD1,23.399328,4.758909,4
GPR155,23.910133,3.9198992,3
IGFBP5,20.490421,4.740022,6
AC024575.1,26.997906,4.2340155,8
NPAS3,27.92245,4.7915883,8
BLZF1,23.806593,8.1971245,2
C19orf66,21.630648,2.872182,6
