x,y,population,cell_type,time
3.666581,2.2321203,intermediate,proliferative,64.0
6.6772013,3.2072456,proliferative,proliferative,80.0
2.656413,2.0123286,intermediate,proliferative,48.0
0.62949514,4.931027,intermediate,quiescent,16.0
1.6453229,8.036294,quiescent,quiescent,0.0
8.867817,5.584655,proliferative,proliferative,80.0
2.26006,7.332582,quiescent,quiescent,16.0
0.19811396,2.5986822,intermediate,intermediate,64.0
0.3240598,5.9016204,quiescent,quiescent,32.0
-0.22586356,1.653578,intermediate,intermediate,48.0
-1.2902241,3.9139135,intermediate,quiescent,16.0
2.34422,0.9032178,intermediate,intermediate,48.0
0.9991302,2.3110728,intermediate,intermediate,64.0
0.20231399,3.8157198,intermediate,intermediate,32.0
-1.4653805,3.870628,intermediate,intermediate,48.0
-1.6633823,4.661341,intermediate,quiescent,16.0
6.968144,8.796884,proliferative,proliferative,80.0
-1.499661,2.7070105,intermediate,intermediate,32.0
3.7484186,4.8835616,proliferative,intermediate,80.0
-1.1009963,5.0813847,intermediate,quiescent,16.0
5.0076423,5.574409,proliferative,proliferative,48.0
0.98231536,1.517956,intermediate,intermediate,48.0
0.98368585,0.79588306,intermediate,intermediate,32.0
7.3191586,8.774625,proliferative,proliferative,80.0
-0.023635902,5.716217,intermediate,quiescent,16.0
8.435764,4.618517,proliferative,proliferative,80.0
0.3729847,9.781497,intermediate,quiescent,0.0
5.4616733,4.65411,proliferative,proliferative,64.0
5.822688,3.243189,proliferative,proliferative,64.0
0.75887114,8.632149,quiescent,quiescent,0.0
-0.27419502,6.538822,quiescent,quiescent,16.0
0.59006107,0.9554104,intermediate,intermediate,32.0
-0.47052285,0.78016907,intermediate,intermediate,64.0
-2.2196312,6.6114306,quiescent,quiescent,16.0
-2.2309308,3.480115,intermediate,intermediate,32.0
-1.84603,5.417916,intermediate,quiescent,16.0
2.5711586,2.6058166,intermediate,intermediate,32.0
3.3678079,3.7399476,intermediate,intermediate,48.0
0.4841842,4.884199,intermediate,quiescent,16.0
6.8585153,4.4873185,proliferative,proliferative,64.0
1.7408712,7.1213217,intermediate,quiescent,16.0
1.2561222,0.45302346,intermediate,intermediate,32.0
-1.5635037,4.022745,intermediate,intermediate,32.0
-1.4949721,10.607697,quiescent,quiescent,0.0
-0.9086897,2.645596,intermediate,intermediate,64.0
1.3958147,2.391824,intermediate,intermediate,48.0
8.4875765,3.535826,proliferative,proliferative,80.0
-0.41465306,6.726562,quiescent,quiescent,16.0
6.1788554,8.225687,proliferative,proliferative,80.0
3.5029507,1.6909493,intermediate,proliferative,48.0
6.7306023,3.112779,proliferative,proliferative,80.0
6.4527283,2.8755543,proliferative,proliferative,64.0
0.019837046,3.4981449,intermediate,intermediate,48.0
-1.9518147,3.2542005,intermediate,intermediate,32.0
-1.214626,7.14604,quiescent,quiescent,16.0
1.021293,3.7527978,quiescent,intermediate,32.0
2.3191705,0.90974593,intermediate,intermediate,48.0
-2.5603814,12.168752,quiescent,quiescent,0.0
0.33626312,2.1449647,intermediate,intermediate,32.0
-0.5291421,2.9525223,intermediate,intermediate,48.0
-1.5187304,3.7701614,intermediate,intermediate,32.0
2.758024,-0.2083988,intermediate,intermediate,48.0
-0.917548,2.6450565,intermediate,intermediate,48.0
6.741172,2.5304735,proliferative,proliferative,80.0
7.6198425,3.1987147,proliferative,proliferative,80.0
-0.12713303,5.2803187,intermediate,quiescent,16.0
7.329727,8.990043,proliferative,proliferative,80.0
3.1018252,-0.46033004,intermediate,intermediate,48.0
2.5849092,1.9017847,intermediate,intermediate,64.0
-0.48837677,9.328257,quiescent,quiescent,0.0
-0.805754,3.595959,intermediate,intermediate,64.0
1.9776636,2.873636,quiescent,intermediate,48.0
1.5124198,0.006484177,intermediate,intermediate,32.0
1.9123149,1.7725627,intermediate,intermediate,48.0
1.4154705,4.5183954,proliferative,intermediate,32.0
-2.0220215,10.953902,quiescent,quiescent,0.0
3.497249,2.6207743,intermediate,intermediate,48.0
0.62505686,5.099179,intermediate,intermediate,32.0
0.66127366,5.5637875,quiescent,quiescent,32.0
2.9166262,0.69515103,intermediate,intermediate,64.0
-0.64492404,3.1245751,intermediate,intermediate,64.0
-0.08990293,1.6337897,intermediate,intermediate,32.0
-2.0509973,12.244393,intermediate,quiescent,0.0
7.155535,8.594677,proliferative,proliferative,80.0
4.8472714,2.4358299,proliferative,proliferative,64.0
3.1706438,2.5954175,proliferative,intermediate,32.0
-2.217069,8.496727,quiescent,quiescent,0.0
-1.6358186,4.7828803,intermediate,quiescent,16.0
2.2962918,2.1309946,intermediate,intermediate,48.0
-0.41399044,3.612329,intermediate,intermediate,48.0
7.0642037,6.0129867,proliferative,proliferative,80.0
-1.5305203,8.01554,quiescent,quiescent,0.0
5.995099,2.8318088,proliferative,proliferative,64.0
6.4067206,4.3655214,proliferative,proliferative,64.0
1.890144,1.4682131,intermediate,intermediate,32.0
2.6706383,1.7738253,intermediate,proliferative,48.0
6.451923,6.5756707,proliferative,proliferative,80.0
0.60364133,1.8475746,intermediate,intermediate,48.0
1.0102639,0.79816455,intermediate,intermediate,48.0
-0.63208014,2.7591698,intermediate,intermediate,48.0
-2.359249,2.4151065,intermediate,quiescent,32.0
7.555722,3.734918,proliferative,proliferative,80.0
1.1242082,0.87887985,intermediate,intermediate,48.0
8.62366,4.3899336,proliferative,proliferative,80.0
8.18213,4.5842686,proliferative,proliferative,80.0
-2.448847,9.267614,quiescent,quiescent,0.0
0.6879303,3.117475,intermediate,intermediate,64.0
1.8270031,2.3356886,intermediate,intermediate,48.0
-1.8667759,8.560882,quiescent,quiescent,0.0
7.6462617,6.450215,proliferative,proliferative,80.0
3.6986067,4.3440776,proliferative,intermediate,80.0
-1.3397875,3.0817068,intermediate,quiescent,16.0
4.843045,6.9356036,proliferative,proliferative,80.0
8.754954,6.6233606,proliferative,proliferative,80.0
0.8654681,4.8611846,intermediate,quiescent,16.0
3.9307647,6.3972645,proliferative,proliferative,64.0
0.451735,6.920214,quiescent,quiescent,16.0
0.32688966,0.5050019,intermediate,intermediate,48.0
2.142534,2.9389613,intermediate,intermediate,32.0
4.4199104,2.093002,proliferative,proliferative,48.0
8.3130045,8.0783615,proliferative,proliferative,80.0
-0.23966958,6.700685,proliferative,quiescent,16.0
1.6255667,8.758304,quiescent,quiescent,16.0
-0.3545049,8.629727,quiescent,quiescent,0.0
2.8091335,5.402469,proliferative,quiescent,16.0
-2.6611383,12.183389,quiescent,quiescent,0.0
0.21408387,1.0649525,intermediate,intermediate,32.0
4.922485,2.7275987,proliferative,proliferative,64.0
-1.2364644,2.043094,intermediate,intermediate,32.0
5.6383104,5.453146,proliferative,proliferative,32.0
6.2192345,3.5062432,proliferative,proliferative,64.0
0.60838383,1.1856538,intermediate,intermediate,64.0
0.69793653,0.95376605,intermediate,intermediate,32.0
0.37690353,1.0528284,intermediate,intermediate,32.0
2.6903048,4.085148,proliferative,intermediate,80.0
3.1375911,1.2413745,intermediate,proliferative,48.0
5.016269,2.6484985,proliferative,proliferative,48.0
0.8045001,0.94566214,intermediate,intermediate,32.0
5.1742134,0.39245835,intermediate,proliferative,64.0
4.856344,2.3151436,proliferative,proliferative,64.0
8.247282,7.7220693,proliferative,proliferative,80.0
-0.23605677,1.0439482,intermediate,intermediate,48.0
-1.5796322,2.4075518,intermediate,intermediate,32.0
5.5216146,3.096089,proliferative,proliferative,80.0
-2.1565275,8.775161,quiescent,quiescent,0.0
-0.89569,2.3809085,intermediate,quiescent,16.0
6.795881,3.8661985,proliferative,proliferative,64.0
-1.4136403,3.5528877,intermediate,intermediate,64.0
2.2855628,0.38530028,intermediate,intermediate,64.0
1.3933467,1.9561577,intermediate,intermediate,48.0
-0.6644059,9.080823,quiescent,quiescent,0.0
7.9703326,7.7707105,proliferative,proliferative,80.0
-0.52437615,4.637198,intermediate,quiescent,16.0
7.638712,3.20589,proliferative,proliferative,80.0
7.9101872,8.282243,proliferative,proliferative,80.0
6.5975003,3.2612777,proliferative,proliferative,64.0
5.3678007,1.9548362,proliferative,proliferative,64.0
1.0585674,3.1649776,intermediate,intermediate,32.0
8.994789,5.6682196,proliferative,proliferative,80.0
-2.6226702,7.704511,quiescent,quiescent,16.0
3.3863845,0.6575712,intermediate,intermediate,48.0
-1.4430901,5.429189,quiescent,quiescent,16.0
5.793862,1.9080826,proliferative,proliferative,64.0
4.111179,1.8569815,intermediate,proliferative,64.0
-0.32640952,8.874232,quiescent,quiescent,16.0
0.33768016,1.049135,intermediate,intermediate,64.0
1.9159733,3.1772685,intermediate,intermediate,32.0
0.6109586,2.766835,intermediate,intermediate,32.0
-1.6668977,3.7392411,intermediate,intermediate,32.0
2.1196446,3.6031854,intermediate,intermediate,16.0
5.7609296,5.1049747,proliferative,proliferative,64.0
2.71086,6.6009235,intermediate,quiescent,16.0
-1.5785753,11.009258,quiescent,quiescent,0.0
7.681907,7.830345,proliferative,proliferative,80.0
2.442448,5.9496408,proliferative,quiescent,32.0
8.583932,3.5021667,proliferative,proliferative,80.0
2.2397542,2.9380252,intermediate,intermediate,48.0
7.751421,6.282205,proliferative,proliferative,80.0
4.2830343,-0.8366307,intermediate,proliferative,48.0
4.9627786,2.091457,proliferative,proliferative,64.0
5.76069,2.9689074,proliferative,proliferative,64.0
0.03056601,4.2128167,intermediate,quiescent,16.0
-0.18827234,6.5843496,quiescent,quiescent,16.0
-0.62567866,4.9741645,intermediate,quiescent,16.0
5.076369,2.3226,proliferative,proliferative,48.0
2.6582232,0.87569034,intermediate,intermediate,48.0
6.601733,8.152547,proliferative,proliferative,80.0
8.291987,8.503757,proliferative,proliferative,80.0
8.235143,7.311605,proliferative,proliferative,80.0
0.7536082,-0.49185807,intermediate,intermediate,32.0
-0.82607913,1.1496867,intermediate,intermediate,64.0
-0.60078764,1.9565653,intermediate,intermediate,32.0
-1.6793451,4.1903443,intermediate,quiescent,32.0
0.8518319,9.0678835,quiescent,quiescent,0.0
0.88668686,3.003907,intermediate,intermediate,48.0
6.5139627,4.9798326,proliferative,proliferative,80.0
6.732339,2.66447,proliferative,proliferative,64.0
-0.401373,5.100421,intermediate,quiescent,48.0
-1.0292169,0.8446355,intermediate,intermediate,32.0
0.09701518,0.8749974,quiescent,intermediate,32.0
6.2091794,4.963598,proliferative,proliferative,64.0
1.9640292,7.039752,quiescent,quiescent,0.0
-0.4308134,7.845408,intermediate,quiescent,16.0
-1.5954566,10.096691,proliferative,quiescent,0.0
5.1827793,6.1738133,proliferative,proliferative,16.0
-1.5127887,3.2221527,intermediate,intermediate,64.0
8.996724,5.9654393,proliferative,proliferative,80.0
1.423227,1.1954495,intermediate,intermediate,48.0
1.0187143,0.41562858,intermediate,intermediate,48.0
3.2485068,4.4003973,quiescent,quiescent,48.0
2.527819,4.279545,intermediate,intermediate,80.0
-0.67029876,3.1984334,intermediate,intermediate,48.0
-1.9376795,7.5290694,quiescent,quiescent,16.0
-0.27823743,7.999825,quiescent,quiescent,0.0
-1.608359,7.098421,quiescent,quiescent,16.0
1.4440763,3.8491526,intermediate,intermediate,32.0
0.7098728,2.0387597,intermediate,intermediate,48.0
1.0182459,6.6235228,intermediate,quiescent,16.0
2.7662613,5.654018,intermediate,intermediate,16.0
8.707895,6.0435424,proliferative,proliferative,80.0
4.07177,1.6308935,quiescent,proliferative,64.0
-0.6512449,9.219732,quiescent,quiescent,0.0
-2.2480364,6.8198543,quiescent,quiescent,16.0
7.9744387,8.156196,proliferative,proliferative,80.0
5.402715,6.1969147,proliferative,proliferative,64.0
-0.12042698,8.4918165,quiescent,quiescent,0.0
7.8587775,5.1224422,proliferative,proliferative,80.0
7.0814195,3.1168818,proliferative,proliferative,80.0
0.648698,3.7096884,intermediate,intermediate,32.0
-1.2964233,6.0873632,quiescent,intermediate,16.0
-0.79471767,4.239895,intermediate,intermediate,16.0
-1.1149616,7.081689,quiescent,quiescent,16.0
3.1178293,-0.11411901,intermediate,intermediate,48.0
6.600017,6.793531,proliferative,proliferative,80.0
0.043292437,3.5712361,intermediate,intermediate,16.0
4.2611065,2.6237895,intermediate,proliferative,48.0
5.081758,2.9921498,proliferative,proliferative,64.0
8.520007,8.077502,proliferative,proliferative,80.0
2.1846585,7.6495466,proliferative,quiescent,16.0
7.7604938,7.6460304,proliferative,proliferative,80.0
-1.6363565,4.5737844,intermediate,intermediate,64.0
2.3973784,0.20683658,intermediate,intermediate,32.0
4.820498,0.35971656,intermediate,proliferative,64.0
-0.06642373,2.718242,intermediate,intermediate,64.0
4.0795135,5.944244,proliferative,intermediate,80.0
-0.60540694,9.09201,quiescent,quiescent,0.0
7.781219,3.7936144,proliferative,proliferative,64.0
-0.9202011,3.6976843,intermediate,quiescent,16.0
8.8573885,5.4652977,proliferative,proliferative,80.0
0.7711506,1.7818466,intermediate,intermediate,32.0
1.3319727,9.029344,quiescent,quiescent,0.0
-1.7305034,3.6769893,intermediate,intermediate,32.0
0.37064344,4.732872,proliferative,quiescent,64.0
0.7048441,4.6786027,intermediate,intermediate,16.0
7.6766,3.054016,proliferative,proliferative,80.0
8.288995,5.6214356,proliferative,proliferative,80.0
2.0091026,1.7785305,intermediate,intermediate,32.0
0.06456014,2.744024,intermediate,intermediate,48.0
7.6238313,8.017567,proliferative,proliferative,80.0
7.4840713,6.4654636,proliferative,proliferative,80.0
5.0833287,3.0744798,proliferative,proliferative,64.0
6.921026,3.1190493,proliferative,proliferative,64.0
1.4025329,-0.029916208,intermediate,intermediate,48.0
0.7099838,4.1931605,intermediate,intermediate,16.0
6.162104,6.446442,proliferative,proliferative,64.0
1.7091395,1.0655333,intermediate,intermediate,48.0
-1.6831344,2.8482287,intermediate,intermediate,32.0
2.9579923,2.934323,intermediate,intermediate,32.0
-0.14247149,3.0464382,intermediate,intermediate,48.0
4.095785,2.9524374,proliferative,proliferative,64.0
2.9418025,4.051154,intermediate,intermediate,80.0
5.5493937,3.5832803,proliferative,proliferative,64.0
0.98618156,1.5958257,intermediate,intermediate,32.0
-1.8628396,2.3289335,intermediate,intermediate,32.0
4.421571,2.030955,proliferative,proliferative,48.0
0.7871739,2.6380641,intermediate,intermediate,48.0
0.6553271,6.4232516,quiescent,quiescent,16.0
1.0400672,2.6854258,intermediate,intermediate,48.0
0.69673383,1.897213,intermediate,intermediate,32.0
-0.42655802,2.3993363,intermediate,intermediate,64.0
3.6972876,2.3361487,proliferative,proliferative,32.0
-1.8187621,5.892459,quiescent,quiescent,16.0
-0.050013598,6.5738435,quiescent,quiescent,16.0
-0.2558921,7.1775765,proliferative,quiescent,16.0
1.5609077,0.38384965,intermediate,intermediate,48.0
-1.0901165,9.328629,quiescent,quiescent,0.0
8.223885,5.52251,proliferative,proliferative,80.0
-0.96286553,1.9726598,intermediate,intermediate,32.0
3.4487488,2.8340569,intermediate,proliferative,64.0
7.235381,2.9697096,proliferative,proliferative,80.0
8.89652,4.135446,proliferative,proliferative,80.0
4.8664713,2.7575688,proliferative,proliferative,64.0
-2.345383,7.786889,quiescent,quiescent,0.0
5.334279,1.8411425,proliferative,proliferative,64.0
2.1096904,-0.5639885,intermediate,intermediate,48.0
5.927617,6.84413,proliferative,proliferative,64.0
5.6094007,4.638284,proliferative,proliferative,64.0
0.9141872,2.981945,intermediate,intermediate,64.0
1.8464367,3.2656014,proliferative,intermediate,48.0
-1.0496495,6.846095,quiescent,quiescent,16.0
5.534762,4.452705,proliferative,proliferative,64.0
0.8836859,1.1133603,intermediate,intermediate,64.0
-0.0011624121,4.527383,intermediate,intermediate,32.0
-0.48052305,4.108489,intermediate,intermediate,32.0
4.2633996,3.1064894,intermediate,proliferative,48.0
-1.6554711,4.4032693,intermediate,quiescent,32.0
8.765328,5.262518,proliferative,proliferative,80.0
8.427976,7.783765,proliferative,proliferative,80.0
-1.9740812,9.399693,quiescent,quiescent,0.0
-1.5386056,7.4761615,quiescent,quiescent,16.0
-1.5805573,5.4503503,intermediate,quiescent,32.0
-1.0641507,5.3808765,proliferative,quiescent,16.0
4.7633657,6.7985396,proliferative,proliferative,64.0
7.2594757,4.436249,proliferative,proliferative,64.0
-0.26854432,9.48363,quiescent,quiescent,0.0
0.48815545,10.068742,quiescent,quiescent,0.0
-2.1813726,6.7787294,quiescent,quiescent,16.0
5.6084657,4.682,proliferative,proliferative,64.0
8.943698,5.3423786,proliferative,proliferative,80.0
0.39050117,8.236261,quiescent,quiescent,0.0
7.6554623,3.384571,proliferative,proliferative,80.0
-0.6019589,8.765165,quiescent,quiescent,0.0
1.5880816,9.567227,quiescent,quiescent,0.0
-0.7431201,8.097174,quiescent,quiescent,0.0
-0.13621391,8.270878,quiescent,quiescent,0.0
0.055084318,7.2105703,quiescent,quiescent,16.0
8.803765,3.9983876,proliferative,proliferative,80.0
0.027571317,1.3739969,intermediate,intermediate,48.0
5.597733,6.452397,proliferative,proliferative,32.0
0.14145133,2.4036431,intermediate,intermediate,32.0
0.7766016,4.209673,intermediate,intermediate,32.0
0.10478487,2.2787757,intermediate,intermediate,32.0
-0.93858254,6.211805,quiescent,quiescent,16.0
0.11044749,3.154488,quiescent,quiescent,16.0
2.120544,1.9737298,intermediate,intermediate,48.0
-1.3249983,2.8566132,intermediate,intermediate,32.0
8.629437,6.3990073,proliferative,proliferative,80.0
4.257353,2.2500966,proliferative,proliferative,48.0
-2.5898328,7.2096367,quiescent,quiescent,16.0
-0.10515293,0.6387329,intermediate,intermediate,32.0
-1.5765305,8.892673,quiescent,quiescent,16.0
5.020423,2.3980148,proliferative,proliferative,48.0
0.10753818,6.307018,proliferative,quiescent,16.0
2.2195163,0.01381842,intermediate,intermediate,64.0
8.776634,6.6326256,proliferative,proliferative,80.0
7.005243,2.7362616,proliferative,proliferative,64.0
-1.2391225,4.6627655,intermediate,intermediate,32.0
-2.3455584,10.507322,quiescent,quiescent,0.0
5.0764427,0.7761657,proliferative,proliferative,64.0
-0.6815127,9.361255,quiescent,quiescent,0.0
-0.7467289,5.525963,quiescent,intermediate,48.0
2.3854306,-0.043187458,intermediate,intermediate,32.0
-0.38103753,8.72858,quiescent,quiescent,0.0
3.3642418,2.67231,intermediate,proliferative,48.0
8.251614,8.411804,proliferative,proliferative,80.0
4.3158245,2.2758482,proliferative,proliferative,64.0
7.4429736,2.6902382,proliferative,proliferative,80.0
-1.5184399,5.097009,intermediate,intermediate,48.0
-0.8567371,3.855997,intermediate,intermediate,32.0
-1.3004334,8.697054,quiescent,quiescent,0.0
3.3523488,-0.71824044,intermediate,intermediate,48.0
0.282879,1.8315202,intermediate,intermediate,32.0
-0.25491545,2.4323494,intermediate,intermediate,32.0
3.5629954,3.2498415,proliferative,intermediate,64.0
1.4322314,8.525296,intermediate,quiescent,0.0
2.389269,-0.56767255,intermediate,intermediate,48.0
2.9678564,4.41988,quiescent,quiescent,16.0
1.6493862,2.5026505,intermediate,intermediate,48.0
-2.0145726,8.616563,quiescent,quiescent,0.0
7.15205,3.2393591,proliferative,proliferative,80.0
0.32689375,6.4316454,proliferative,proliferative,32.0
8.033873,4.6848936,proliferative,proliferative,80.0
-0.8929984,7.113344,quiescent,quiescent,16.0
7.2260303,3.187752,proliferative,proliferative,80.0
6.709645,3.1025314,proliferative,proliferative,80.0
8.9848175,4.012841,proliferative,proliferative,80.0
5.7821794,1.4433395,proliferative,proliferative,64.0
0.6620554,0.8539446,intermediate,intermediate,32.0
5.055234,0.9250782,proliferative,proliferative,64.0
-1.7323655,4.8943253,intermediate,intermediate,16.0
1.8618847,5.993362,intermediate,quiescent,16.0
7.4138207,3.668069,proliferative,proliferative,80.0
8.327728,7.7373166,proliferative,proliferative,80.0
7.285967,6.3648505,proliferative,proliferative,80.0
1.4094111,4.6519065,intermediate,quiescent,16.0
-1.3014022,7.6579566,quiescent,quiescent,0.0
7.042947,2.9817421,proliferative,proliferative,64.0
-0.9683717,2.933841,intermediate,intermediate,48.0
-1.3274335,3.6576006,intermediate,intermediate,64.0
1.0982159,1.3147829,intermediate,intermediate,48.0
-1.3852235,4.637198,intermediate,intermediate,64.0
-0.022203572,6.23846,intermediate,quiescent,16.0
5.4790072,3.127828,proliferative,proliferative,48.0
0.20638998,2.7494988,intermediate,intermediate,32.0
-0.10779217,2.189926,intermediate,intermediate,32.0
7.281509,3.9200044,proliferative,proliferative,80.0
-0.40681177,2.5009627,intermediate,intermediate,64.0
-2.3616943,6.564619,quiescent,quiescent,16.0
1.5577475,2.6229815,intermediate,intermediate,48.0
-1.921145,10.407893,quiescent,quiescent,0.0
-2.764335,11.407096,quiescent,quiescent,0.0
1.2692934,6.0565653,quiescent,quiescent,16.0
7.9623504,8.092112,proliferative,proliferative,80.0
8.528675,4.9514847,proliferative,proliferative,80.0
-1.0688866,6.676718,quiescent,quiescent,16.0
1.0084571,2.5334055,intermediate,intermediate,48.0
0.4924643,5.5079236,intermediate,quiescent,16.0
5.2281003,7.619371,proliferative,proliferative,80.0
-1.4712825,4.8154225,intermediate,quiescent,16.0
0.5901521,2.3359156,intermediate,intermediate,32.0
0.50024265,4.732264,intermediate,quiescent,16.0
1.8172125,-0.5390869,intermediate,intermediate,48.0
6.8445907,7.072717,proliferative,proliferative,80.0
0.419861,8.70061,quiescent,quiescent,0.0
4.067819,5.447269,proliferative,proliferative,32.0
0.426719,7.3881702,proliferative,quiescent,16.0
-1.6232964,2.017739,intermediate,quiescent,16.0
4.6604486,2.500421,proliferative,proliferative,64.0
-2.3384845,9.10129,quiescent,quiescent,0.0
-0.31566927,7.869658,quiescent,quiescent,0.0
-0.14729294,7.819324,quiescent,quiescent,0.0
-0.8483869,8.198594,quiescent,quiescent,0.0
-1.684216,5.2643785,intermediate,quiescent,16.0
0.58482206,8.216727,intermediate,quiescent,0.0
-1.1657258,6.4260106,quiescent,quiescent,16.0
-2.566485,8.446297,quiescent,quiescent,16.0
6.2996197,2.5583239,proliferative,proliferative,80.0
-0.4142005,2.824951,intermediate,intermediate,32.0
7.7141385,8.24868,proliferative,proliferative,80.0
7.749657,3.6037643,proliferative,proliferative,64.0
5.5744314,2.4130905,proliferative,proliferative,64.0
1.1097296,0.11776578,intermediate,intermediate,48.0
3.371639,5.308038,proliferative,proliferative,32.0
2.5277178,-0.011838918,intermediate,intermediate,48.0
-0.4040731,0.95700735,intermediate,intermediate,64.0
-0.9920975,3.478462,intermediate,intermediate,32.0
-1.728965,4.005696,intermediate,intermediate,32.0
-1.929767,7.319725,quiescent,quiescent,0.0
-2.0568502,8.785862,proliferative,quiescent,0.0
8.008432,7.358198,proliferative,proliferative,80.0
-1.5604881,9.622975,quiescent,quiescent,0.0
0.90305156,5.067024,proliferative,intermediate,64.0
8.439794,7.9635534,proliferative,proliferative,80.0
1.4498446,1.4215066,intermediate,intermediate,48.0
-2.302598,8.669764,quiescent,quiescent,0.0
4.942054,1.8437626,proliferative,proliferative,64.0
7.3302526,8.751518,proliferative,proliferative,80.0
-1.0576181,7.541276,quiescent,quiescent,16.0
-0.75346553,5.3229003,intermediate,quiescent,16.0
3.7240486,1.9147406,intermediate,proliferative,48.0
0.29643154,7.1649556,proliferative,quiescent,16.0
-2.5896578,9.073237,quiescent,quiescent,0.0
1.3426846,2.2856257,intermediate,intermediate,32.0
8.222765,7.802205,proliferative,proliferative,80.0
6.695822,3.3882225,proliferative,proliferative,80.0
1.3784856,-0.7480948,intermediate,intermediate,48.0
2.8284585,2.7722766,intermediate,intermediate,32.0
5.612622,2.1040676,proliferative,proliferative,64.0
-1.9436146,8.561269,intermediate,quiescent,0.0
1.1861932,3.3007572,intermediate,intermediate,32.0
1.8367637,1.188731,intermediate,intermediate,64.0
3.8052447,2.3727815,intermediate,proliferative,48.0
7.8856606,6.236608,proliferative,proliferative,80.0
5.9821253,3.143064,proliferative,proliferative,64.0
-2.0942688,4.959925,intermediate,quiescent,16.0
3.074908,2.8472595,intermediate,proliferative,32.0
-0.6159998,1.6446573,intermediate,intermediate,48.0
6.629075,7.0679903,proliferative,proliferative,80.0
-0.9286788,9.250281,quiescent,quiescent,0.0
4.1336637,-0.7297556,intermediate,intermediate,64.0
6.8298454,6.8713264,proliferative,proliferative,80.0
5.2559776,7.063703,proliferative,proliferative,80.0
1.3631241,4.277067,quiescent,quiescent,32.0
7.2366643,7.104373,proliferative,proliferative,80.0
-0.2954621,2.2139523,intermediate,intermediate,32.0
2.9512422,2.4700522,intermediate,intermediate,32.0
6.296837,3.7033963,proliferative,proliferative,64.0
8.238102,7.7358637,proliferative,proliferative,80.0
-0.5398268,4.924309,quiescent,quiescent,16.0
-1.273374,6.2554054,intermediate,quiescent,16.0
8.1879225,7.5503,proliferative,proliferative,80.0
-0.22469759,8.5497875,quiescent,quiescent,0.0
3.8843522,1.1002898,intermediate,proliferative,48.0
-0.102113314,2.0624576,intermediate,intermediate,64.0
-1.8195714,7.403198,quiescent,quiescent,16.0
-1.317876,3.1231346,intermediate,intermediate,32.0
-2.2419083,5.5690336,quiescent,quiescent,16.0
-1.3050846,2.9618237,intermediate,intermediate,48.0
5.5170903,4.801858,proliferative,proliferative,64.0
3.910114,2.8480463,intermediate,proliferative,48.0
-1.4737066,8.952811,quiescent,quiescent,0.0
1.5551968,1.6575733,intermediate,intermediate,32.0
8.728666,2.5836928,proliferative,proliferative,80.0
6.7712507,3.2451515,proliferative,proliferative,80.0
-1.83115,5.1837215,intermediate,quiescent,16.0
-0.0697554,2.6887882,intermediate,intermediate,48.0
-1.857608,12.281446,intermediate,quiescent,0.0
-0.3739676,4.089051,intermediate,intermediate,16.0
4.200124,5.7985525,proliferative,proliferative,32.0
-0.8658513,5.168698,intermediate,quiescent,16.0
-1.2749361,6.937842,quiescent,quiescent,16.0
-1.3491338,7.3216887,quiescent,quiescent,16.0
2.8503418,3.104874,intermediate,proliferative,32.0
5.016981,4.1036997,intermediate,proliferative,32.0
-0.29237655,9.195784,quiescent,quiescent,0.0
-1.7101374,5.0951004,quiescent,quiescent,16.0
1.3165858,2.7789073,intermediate,intermediate,48.0
3.2777038,-0.76097393,intermediate,intermediate,64.0
-0.45832434,7.1963887,intermediate,quiescent,0.0
7.1544614,8.241447,proliferative,proliferative,80.0
8.726774,5.9978337,proliferative,proliferative,80.0
1.9785196,4.05222,proliferative,intermediate,64.0
-0.09593125,1.598589,intermediate,intermediate,32.0
4.612716,-0.4136282,intermediate,proliferative,48.0
3.07177,5.56288,intermediate,intermediate,32.0
0.20765674,7.8837986,quiescent,quiescent,0.0
-1.7661246,2.8646414,intermediate,intermediate,32.0
0.70176995,2.0368137,intermediate,intermediate,48.0
-1.0357687,6.7142634,quiescent,quiescent,16.0
-0.3153738,8.436709,quiescent,quiescent,0.0
8.029762,6.38121,proliferative,proliferative,80.0
0.23734419,10.313094,quiescent,quiescent,0.0
0.47776005,5.5754147,quiescent,quiescent,16.0
1.5793451,0.795346,intermediate,intermediate,64.0
-1.9721565,3.4032955,intermediate,intermediate,32.0
6.8967037,4.982509,proliferative,proliferative,64.0
8.730622,3.821903,proliferative,proliferative,80.0
2.7615645,0.08353823,intermediate,intermediate,48.0
-1.2586834,6.8570585,quiescent,quiescent,16.0
0.89391726,1.385739,intermediate,intermediate,48.0
2.0550256,5.926381,quiescent,quiescent,16.0
-1.5305225,8.218622,quiescent,quiescent,16.0
8.376242,2.3928103,proliferative,proliferative,64.0
3.4748635,2.140247,intermediate,proliferative,64.0
6.5521336,2.4147372,proliferative,proliferative,64.0
-0.45091376,1.7796762,intermediate,intermediate,32.0
0.26400238,2.0545306,intermediate,intermediate,48.0
3.8525152,3.230325,intermediate,proliferative,48.0
-1.5943221,7.0969934,quiescent,quiescent,16.0
0.8143453,2.3697271,intermediate,intermediate,32.0
0.5515181,7.5829043,quiescent,quiescent,0.0
0.47201464,6.172211,intermediate,quiescent,16.0
4.397113,2.5264783,proliferative,proliferative,48.0
-0.9312987,9.499972,quiescent,quiescent,0.0
