x,y,population,cell_type,time
1.696445,1.9223982,intermediate,intermediate,32.0
-2.0872493,6.993507,quiescent,quiescent,16.0
6.3711734,5.219875,proliferative,proliferative,48.0
-1.5018419,7.176703,quiescent,quiescent,16.0
0.9126635,9.1719055,quiescent,quiescent,0.0
4.5022955,1.5637269,proliferative,proliferative,64.0
0.9949789,1.9920532,intermediate,intermediate,64.0
1.3984375,8.574552,intermediate,quiescent,0.0
0.070179865,8.417669,quiescent,quiescent,0.0
7.4244294,1.5150301,proliferative,proliferative,64.0
-0.7876925,3.5218754,intermediate,intermediate,32.0
2.088091,2.2316098,intermediate,intermediate,64.0
3.34924,1.9340647,intermediate,proliferative,48.0
0.2810686,1.5338652,intermediate,intermediate,32.0
7.416554,2.8884332,proliferative,proliferative,80.0
-2.435502,9.431892,quiescent,quiescent,0.0
7.3970995,6.729938,proliferative,proliferative,80.0
0.06472221,0.9566097,intermediate,intermediate,32.0
6.496867,3.89186,proliferative,proliferative,64.0
1.0304881,0.9163977,intermediate,intermediate,64.0
-1.0733787,3.1663985,intermediate,intermediate,32.0
2.416983,1.7184064,intermediate,intermediate,48.0
4.1544256,6.769909,proliferative,proliferative,64.0
1.5106708,0.88338894,intermediate,intermediate,48.0
0.03783076,6.4953575,intermediate,quiescent,16.0
2.1339133,1.9513273,intermediate,intermediate,48.0
3.1583953,0.5817489,intermediate,intermediate,64.0
1.861792,0.3373816,intermediate,intermediate,48.0
3.6547134,2.1881163,intermediate,proliferative,48.0
-0.7060088,10.198785,quiescent,quiescent,0.0
5.716297,2.0638716,proliferative,proliferative,64.0
4.549113,2.9493423,proliferative,proliferative,48.0
-1.0628508,6.6365595,quiescent,quiescent,16.0
2.9950552,0.5020307,proliferative,intermediate,64.0
2.3522642,4.8490644,intermediate,intermediate,16.0
3.3862429,1.9471759,proliferative,proliferative,64.0
-1.6664507,2.5634928,quiescent,intermediate,64.0
-0.6646108,7.3378534,quiescent,quiescent,0.0
0.16812351,3.1853096,intermediate,intermediate,48.0
6.8165774,7.0568986,proliferative,proliferative,80.0
-1.0482265,7.9740634,quiescent,quiescent,0.0
-1.6761938,7.3336277,quiescent,quiescent,16.0
5.8733835,3.32587,proliferative,proliferative,64.0
-2.4936583,7.360796,quiescent,quiescent,0.0
6.74222,2.6273732,proliferative,proliferative,80.0
3.661455,2.9780436,proliferative,proliferative,32.0
1.4117602,2.389278,intermediate,intermediate,48.0
-1.2099853,2.440338,intermediate,intermediate,32.0
-1.6094044,9.0664015,quiescent,quiescent,0.0
5.1350446,2.2030807,proliferative,proliferative,48.0
4.4288335,-0.27126184,intermediate,proliferative,48.0
1.0727215,6.0389314,quiescent,quiescent,16.0
-0.91592747,5.0445724,intermediate,intermediate,48.0
7.532677,2.8201833,proliferative,proliferative,64.0
-1.9004911,6.3791842,proliferative,quiescent,16.0
0.9662072,-0.1823633,intermediate,intermediate,32.0
-1.0593221,7.7076793,quiescent,quiescent,0.0
-0.9230053,4.968172,intermediate,quiescent,16.0
9.099634,5.299754,proliferative,proliferative,80.0
1.7424824,6.00262,intermediate,quiescent,16.0
7.533606,3.2161856,proliferative,proliferative,80.0
1.9138281,0.61078495,intermediate,intermediate,48.0
3.239886,1.447315,intermediate,intermediate,64.0
5.3235645,0.7740998,proliferative,proliferative,64.0
3.4204807,-0.73953074,quiescent,intermediate,48.0
1.8777442,2.0387254,intermediate,intermediate,64.0
5.280905,2.2875178,proliferative,proliferative,64.0
-0.6191713,2.4961793,intermediate,intermediate,32.0
2.1385999,5.52169,quiescent,intermediate,32.0
1.9031264,6.049255,quiescent,quiescent,16.0
8.07972,6.047498,proliferative,proliferative,80.0
3.5927205,5.5896087,proliferative,proliferative,80.0
3.222901,-0.3746145,intermediate,intermediate,32.0
-0.20334204,6.12256,quiescent,quiescent,16.0
-0.2821517,7.487973,quiescent,quiescent,0.0
6.068957,1.9967387,proliferative,proliferative,48.0
-1.067991,9.100457,quiescent,quiescent,0.0
0.565974,5.324041,quiescent,quiescent,32.0
-1.9791917,11.733103,quiescent,quiescent,0.0
-1.9073133,7.974195,quiescent,quiescent,0.0
0.8631803,4.3854623,proliferative,intermediate,64.0
6.8475537,8.289741,proliferative,proliferative,80.0
-0.52349395,7.319331,quiescent,quiescent,16.0
6.9532557,2.8380957,proliferative,proliferative,64.0
-0.8535214,1.2593148,intermediate,intermediate,16.0
-0.10797,2.6519136,intermediate,intermediate,48.0
1.2363747,0.36676157,intermediate,intermediate,32.0
3.9531925,5.9906044,proliferative,intermediate,64.0
2.9795735,1.7060555,intermediate,intermediate,32.0
2.740403,-0.5422855,intermediate,intermediate,64.0
8.543905,6.042111,proliferative,proliferative,64.0
-0.78823364,0.8289119,intermediate,intermediate,32.0
7.428311,8.318545,proliferative,proliferative,80.0
-0.8627275,9.083264,quiescent,quiescent,0.0
0.6006856,3.4932513,intermediate,intermediate,32.0
8.110812,6.6217175,proliferative,proliferative,80.0
7.0980372,2.9603987,proliferative,proliferative,64.0
2.291493,5.238043,intermediate,intermediate,32.0
7.9741116,2.86135,proliferative,proliferative,80.0
-0.43735647,2.7424986,intermediate,intermediate,32.0
-1.8932406,6.837939,quiescent,quiescent,0.0
2.6015768,-0.36010996,intermediate,intermediate,64.0
-2.0608826,5.3616643,intermediate,quiescent,16.0
-0.76205885,5.776778,quiescent,quiescent,16.0
2.910973,2.361066,intermediate,intermediate,32.0
0.31992635,0.5972519,intermediate,intermediate,48.0
6.4117465,2.9799957,proliferative,proliferative,64.0
-1.9271082,5.7141395,intermediate,quiescent,16.0
7.238083,8.464651,proliferative,proliferative,80.0
5.6717043,7.5961723,proliferative,proliferative,64.0
0.27669224,6.1143746,quiescent,quiescent,16.0
7.672537,5.738008,proliferative,proliferative,80.0
4.5475874,3.5064812,proliferative,proliferative,64.0
-0.012706441,6.063626,quiescent,quiescent,16.0
-2.0935526,3.0225825,intermediate,intermediate,32.0
2.3069274,3.8888345,intermediate,intermediate,16.0
0.83513063,1.822942,quiescent,intermediate,48.0
-2.20137,8.701215,quiescent,quiescent,0.0
1.2839929,6.784224,intermediate,quiescent,16.0
1.0498091,0.7419075,intermediate,intermediate,32.0
2.9147973,1.5721661,intermediate,intermediate,32.0
0.8978194,2.384139,intermediate,intermediate,48.0
-0.707221,8.783038,quiescent,quiescent,0.0
7.149424,2.891694,proliferative,proliferative,80.0
6.8232365,8.316008,proliferative,proliferative,80.0
6.3737297,8.448656,proliferative,proliferative,80.0
8.596812,4.570849,proliferative,proliferative,80.0
0.43053424,2.2509315,intermediate,intermediate,64.0
7.3568797,7.3015122,proliferative,proliferative,80.0
4.70708,2.4901116,proliferative,proliferative,64.0
2.8759649,0.95736796,intermediate,intermediate,48.0
1.5128119,5.621621,intermediate,quiescent,32.0
-1.0237528,8.629636,quiescent,quiescent,0.0
0.82640857,9.323708,quiescent,quiescent,0.0
-1.0839372,8.7971325,quiescent,quiescent,0.0
2.207388,5.7564178,intermediate,quiescent,16.0
8.406392,8.348502,proliferative,proliferative,80.0
-0.5846081,7.409337,quiescent,quiescent,16.0
-1.0541972,2.5386755,intermediate,intermediate,32.0
-0.6464678,3.341146,intermediate,intermediate,48.0
0.6509944,6.509462,proliferative,quiescent,16.0
2.1392357,3.7606175,intermediate,intermediate,16.0
-0.13355657,2.055173,intermediate,intermediate,48.0
1.5435504,2.2622268,proliferative,intermediate,32.0
7.3116584,6.19487,proliferative,proliferative,80.0
0.32296273,1.1082928,intermediate,intermediate,32.0
0.705908,0.66576046,intermediate,intermediate,32.0
-0.298777,3.706624,intermediate,intermediate,64.0
0.8683847,6.076137,intermediate,quiescent,16.0
1.126261,3.7404869,quiescent,intermediate,48.0
-0.10112151,6.1710477,intermediate,quiescent,16.0
-1.6805172,3.7889016,intermediate,intermediate,32.0
-1.3044003,7.441208,quiescent,quiescent,16.0
6.4115043,3.3931408,proliferative,proliferative,64.0
4.994354,2.325066,proliferative,proliferative,64.0
7.944935,7.0038624,proliferative,proliferative,80.0
1.042247,1.3704562,intermediate,intermediate,32.0
-1.8721768,8.196984,quiescent,quiescent,0.0
1.8709507,2.6573539,intermediate,intermediate,48.0
8.952831,5.9042916,proliferative,proliferative,80.0
-1.1976427,2.283304,intermediate,intermediate,64.0
8.051257,8.753403,proliferative,proliferative,80.0
0.49646363,0.09859744,intermediate,intermediate,64.0
1.9478377,1.9849358,intermediate,intermediate,32.0
-1.9378058,9.27309,quiescent,quiescent,16.0
1.3013775,3.2438016,intermediate,intermediate,48.0
0.08056953,8.96164,quiescent,quiescent,0.0
-1.3275751,5.1321974,proliferative,intermediate,64.0
-0.009505892,3.189758,intermediate,intermediate,64.0
0.07481123,2.4555724,intermediate,intermediate,48.0
8.775206,6.0273247,proliferative,proliferative,80.0
0.34853694,5.7144113,quiescent,quiescent,16.0
4.5131493,2.4671457,proliferative,proliferative,48.0
3.5300066,2.4635127,intermediate,proliferative,48.0
-2.1319323,8.693903,quiescent,quiescent,0.0
-0.31136596,3.1621578,intermediate,intermediate,32.0
-1.8350267,2.404172,intermediate,intermediate,64.0
2.4947295,-0.009500468,quiescent,intermediate,32.0
-1.2591445,4.5029573,intermediate,intermediate,32.0
1.242079,0.26834515,intermediate,intermediate,32.0
-1.5166044,2.0392773,quiescent,intermediate,32.0
1.4890313,0.14955924,intermediate,intermediate,48.0
-0.061135735,9.4473505,quiescent,quiescent,0.0
-1.8902123,3.5701451,intermediate,quiescent,16.0
-0.6622739,4.4741364,intermediate,quiescent,16.0
-0.87059546,3.5499868,intermediate,intermediate,32.0
9.086226,4.629633,proliferative,proliferative,80.0
8.574148,8.615142,proliferative,proliferative,80.0
1.9562565,4.4542184,quiescent,quiescent,16.0
8.301954,4.2567706,proliferative,proliferative,80.0
5.98571,3.4370089,proliferative,proliferative,64.0
4.3230104,2.6484206,proliferative,proliferative,48.0
3.8463595,2.6119425,proliferative,intermediate,32.0
5.8227816,3.1679473,proliferative,proliferative,64.0
2.8312302,1.8595735,proliferative,intermediate,64.0
-1.6785685,5.290476,intermediate,quiescent,16.0
8.000828,7.48133,proliferative,proliferative,80.0
-1.1357541,8.41616,quiescent,quiescent,0.0
-2.7377653,7.6032867,quiescent,quiescent,16.0
-1.0612254,1.4550902,intermediate,intermediate,16.0
-0.9757674,2.3097599,intermediate,intermediate,32.0
6.2990837,3.2273765,proliferative,proliferative,64.0
8.109883,8.499754,proliferative,proliferative,80.0
-0.47596863,2.891379,intermediate,intermediate,32.0
0.8772276,8.848649,quiescent,quiescent,0.0
3.4026816,1.5815574,intermediate,intermediate,48.0
6.8612533,6.9313064,proliferative,proliferative,80.0
-0.25958285,8.442932,quiescent,quiescent,0.0
3.0082295,1.3113341,intermediate,intermediate,64.0
-1.5979207,5.580602,quiescent,quiescent,16.0
1.0225898,5.561734,quiescent,quiescent,16.0
-1.7659038,12.276091,intermediate,quiescent,0.0
0.23178604,9.201569,quiescent,quiescent,0.0
1.7508584,1.2197765,intermediate,intermediate,48.0
-2.6128616,8.91962,quiescent,quiescent,0.0
2.3110247,5.466495,proliferative,quiescent,16.0
1.7171096,-0.53433657,intermediate,intermediate,48.0
-0.031957556,8.153948,quiescent,quiescent,0.0
1.7208533,2.6536934,proliferative,intermediate,64.0
-0.94138944,6.405687,quiescent,quiescent,16.0
-0.026406076,5.0635285,intermediate,quiescent,16.0
0.17058022,0.84686834,intermediate,intermediate,32.0
0.7657524,4.597476,intermediate,quiescent,16.0
0.55285573,1.5546434,intermediate,intermediate,32.0
0.45391014,5.9143248,quiescent,quiescent,32.0
-2.2652822,12.11871,quiescent,quiescent,0.0
0.78088814,1.4542345,intermediate,intermediate,48.0
1.4666755,1.9872485,intermediate,intermediate,32.0
6.981412,8.888233,proliferative,proliferative,80.0
8.949674,6.6539493,proliferative,proliferative,80.0
-0.8161988,7.241053,quiescent,quiescent,0.0
7.5387664,5.0805864,proliferative,proliferative,64.0
-1.374925,5.9124007,quiescent,quiescent,16.0
1.5241793,1.3644174,intermediate,intermediate,64.0
0.17455548,1.6926817,intermediate,intermediate,32.0
-0.18387732,7.9826355,quiescent,quiescent,0.0
1.054465,1.2629836,intermediate,intermediate,48.0
0.13590465,2.7270992,intermediate,intermediate,32.0
0.630929,8.243016,intermediate,quiescent,0.0
3.4085999,-0.37736878,intermediate,intermediate,48.0
8.193435,3.8364153,proliferative,proliferative,80.0
7.5556016,1.6412047,proliferative,proliferative,80.0
-1.8663896,4.1275945,intermediate,intermediate,16.0
-0.8150383,7.693718,proliferative,quiescent,32.0
5.506013,2.721237,proliferative,proliferative,64.0
-1.2608936,2.9557996,intermediate,intermediate,32.0
-1.1519496,7.7361355,quiescent,quiescent,0.0
-0.9899579,6.0771008,quiescent,quiescent,16.0
0.18087637,2.5723999,intermediate,intermediate,64.0
2.0947516,2.022649,intermediate,intermediate,48.0
-2.3399196,9.446792,quiescent,quiescent,0.0
8.320278,8.278875,proliferative,proliferative,80.0
0.5323813,4.3847013,intermediate,intermediate,32.0
2.159937,6.3169627,quiescent,quiescent,16.0
1.6754384,1.9546887,intermediate,intermediate,64.0
-0.6246447,6.2180715,proliferative,quiescent,32.0
7.241452,3.8654208,proliferative,proliferative,80.0
-1.3931781,9.117944,quiescent,quiescent,0.0
0.20557311,0.73367435,intermediate,intermediate,32.0
3.1785183,5.8767595,intermediate,intermediate,16.0
-2.0634353,8.53759,quiescent,quiescent,0.0
4.389313,6.060078,proliferative,proliferative,80.0
1.7366551,8.705728,quiescent,quiescent,16.0
0.21372715,8.358478,quiescent,quiescent,16.0
-1.5623264,9.268185,quiescent,quiescent,0.0
-1.7207137,3.3365176,intermediate,intermediate,32.0
-1.3811102,8.794192,quiescent,quiescent,0.0
-0.08442653,7.9001102,quiescent,quiescent,0.0
1.133548,1.7859457,intermediate,intermediate,48.0
-0.18340467,6.2355485,proliferative,quiescent,16.0
2.1012585,-0.5954621,intermediate,intermediate,48.0
-0.1656695,6.6418295,quiescent,quiescent,16.0
-0.2535052,5.538378,intermediate,quiescent,16.0
8.584234,5.2401834,proliferative,proliferative,80.0
-0.5976904,2.847204,quiescent,intermediate,64.0
8.102148,5.3045526,proliferative,proliferative,80.0
4.71924,1.7587914,proliferative,proliferative,48.0
5.069231,2.5076363,proliferative,proliferative,64.0
6.2420692,2.1775823,proliferative,proliferative,64.0
2.873557,1.3576107,intermediate,intermediate,64.0
3.783212,2.461486,proliferative,proliferative,48.0
-1.8647171,7.278249,quiescent,quiescent,16.0
-2.2122562,11.873777,quiescent,quiescent,64.0
-0.015028616,1.7811309,intermediate,intermediate,48.0
4.998678,1.4193096,intermediate,proliferative,64.0
-0.23792687,6.4010406,intermediate,quiescent,16.0
0.04977731,1.9784672,quiescent,intermediate,32.0
0.27355468,7.248359,proliferative,quiescent,16.0
2.8461418,5.5406346,intermediate,intermediate,16.0
-1.8861905,5.23896,intermediate,quiescent,16.0
-1.2385746,3.0694997,intermediate,intermediate,64.0
4.7527356,3.2546625,proliferative,proliferative,48.0
8.497379,2.0245073,proliferative,proliferative,80.0
0.9895914,4.5581007,intermediate,quiescent,32.0
2.6900961,-1.0382158,intermediate,intermediate,48.0
7.6602097,6.6393147,proliferative,proliferative,80.0
0.6190567,1.9782315,intermediate,intermediate,48.0
-1.9531349,7.463614,proliferative,quiescent,0.0
6.8865724,3.0067973,proliferative,proliferative,80.0
6.644935,3.0914385,proliferative,proliferative,80.0
2.8311548,-1.366496,intermediate,intermediate,48.0
-2.4195964,8.041201,quiescent,quiescent,0.0
-1.4503516,8.707287,quiescent,quiescent,0.0
0.7424132,3.0264761,intermediate,intermediate,48.0
0.8482574,2.723645,intermediate,intermediate,64.0
-0.4140643,8.703742,quiescent,quiescent,0.0
-0.6255843,3.240359,intermediate,intermediate,48.0
7.488082,4.4793463,proliferative,proliferative,80.0
7.8903146,3.279573,proliferative,proliferative,80.0
5.934548,2.1462848,proliferative,proliferative,64.0
4.741371,6.280555,proliferative,proliferative,16.0
7.3162923,8.193555,proliferative,proliferative,80.0
-0.14605978,0.5107538,intermediate,intermediate,64.0
0.78119826,8.254422,intermediate,quiescent,0.0
-1.2991184,7.7123523,quiescent,quiescent,0.0
5.4233966,2.2958386,proliferative,proliferative,64.0
6.8230176,7.407309,proliferative,proliferative,80.0
-0.16841315,2.49985,intermediate,intermediate,64.0
0.07163926,2.0862904,intermediate,intermediate,48.0
-2.0174022,8.068354,quiescent,quiescent,0.0
9.0040455,7.207069,proliferative,proliferative,80.0
-0.8793674,7.6380253,quiescent,quiescent,0.0
5.789589,2.1353846,proliferative,proliferative,64.0
-1.5180404,6.3043895,quiescent,quiescent,16.0
-0.40130535,9.2823105,quiescent,quiescent,0.0
6.9320803,2.288646,proliferative,proliferative,80.0
7.7011085,5.756081,proliferative,proliferative,80.0
7.5909634,9.029956,proliferative,proliferative,80.0
1.5261427,3.246215,intermediate,intermediate,64.0
-0.77242184,8.275184,quiescent,quiescent,0.0
-0.22904783,6.6979065,quiescent,quiescent,16.0
2.1260648,0.028584719,intermediate,intermediate,48.0
-0.109319724,1.4652466,intermediate,intermediate,32.0
-1.3850462,7.3536043,quiescent,quiescent,0.0
5.266481,4.570974,proliferative,proliferative,64.0
-1.852357,6.7118254,quiescent,quiescent,16.0
1.0033243,3.295157,proliferative,intermediate,48.0
-0.10325491,2.5661328,intermediate,intermediate,32.0
8.952653,6.437034,proliferative,proliferative,80.0
2.3874795,0.21673578,intermediate,intermediate,48.0
-2.3599494,10.44041,quiescent,quiescent,16.0
7.8589773,2.4828892,proliferative,proliferative,80.0
-1.189955,4.764749,intermediate,intermediate,32.0
-1.5589967,7.4529014,quiescent,quiescent,16.0
4.2881465,1.3543144,intermediate,proliferative,64.0
6.2460947,5.541632,proliferative,proliferative,80.0
-1.6817907,5.6108174,intermediate,quiescent,16.0
7.854929,3.871416,proliferative,proliferative,80.0
-1.509491,6.7691956,quiescent,quiescent,16.0
-0.6858345,2.9299386,intermediate,intermediate,64.0
2.908988,1.967582,intermediate,intermediate,32.0
-0.024224285,3.996592,intermediate,intermediate,48.0
0.15402696,1.075729,intermediate,intermediate,64.0
3.5010455,-0.6585394,intermediate,intermediate,48.0
1.7076416,1.8098276,intermediate,intermediate,48.0
5.916003,5.788606,proliferative,proliferative,80.0
6.552134,4.3319683,proliferative,proliferative,64.0
1.1387149,3.714494,intermediate,intermediate,32.0
-2.2322931,2.6775255,quiescent,intermediate,32.0
5.8681245,3.6519663,proliferative,proliferative,80.0
0.41745433,3.263322,intermediate,intermediate,48.0
0.50449187,0.5672861,intermediate,intermediate,64.0
2.3739045,7.6288733,proliferative,quiescent,16.0
2.0390208,2.5887148,intermediate,intermediate,48.0
3.205113,0.0626162,intermediate,intermediate,48.0
-0.98476607,4.347095,intermediate,intermediate,16.0
4.5237083,2.79153,proliferative,proliferative,64.0
-0.6956546,5.772523,quiescent,intermediate,48.0
-1.248339,4.870844,intermediate,intermediate,16.0
-2.9389653,11.321557,quiescent,quiescent,0.0
-1.208928,7.7883472,quiescent,quiescent,0.0
-1.64561,5.8152966,quiescent,quiescent,16.0
-2.497371,3.4235075,intermediate,quiescent,16.0
7.4473863,5.941974,proliferative,proliferative,80.0
0.07307014,1.2511196,intermediate,intermediate,32.0
9.039117,6.2861423,proliferative,proliferative,80.0
0.9837346,5.9937167,intermediate,quiescent,16.0
2.7962961,-1.5242923,intermediate,intermediate,64.0
0.9632156,0.85084337,intermediate,intermediate,32.0
7.9390154,5.9539795,proliferative,proliferative,80.0
0.35355172,1.7612675,intermediate,intermediate,32.0
2.3480058,1.2721752,intermediate,intermediate,64.0
-0.72805166,2.1051497,intermediate,intermediate,48.0
5.9046464,2.2773118,proliferative,proliferative,64.0
-0.9493178,4.869132,intermediate,intermediate,32.0
-1.862319,10.465177,quiescent,quiescent,0.0
8.730884,7.313468,proliferative,proliferative,80.0
7.4768405,7.2550497,proliferative,proliferative,80.0
4.9738007,-0.41085947,intermediate,proliferative,64.0
-0.82084644,0.8421873,intermediate,proliferative,64.0
-0.3418657,2.457189,intermediate,intermediate,48.0
0.1879234,3.5577078,intermediate,quiescent,32.0
0.17508979,6.266176,quiescent,quiescent,16.0
-1.3406287,6.8653803,quiescent,quiescent,16.0
7.4013453,8.416721,proliferative,proliferative,80.0
8.787768,4.3897934,proliferative,proliferative,80.0
-0.43840083,7.397853,intermediate,quiescent,0.0
0.9236624,9.575442,proliferative,quiescent,0.0
8.067103,3.9786978,proliferative,proliferative,80.0
-0.28289422,1.7687415,intermediate,intermediate,32.0
7.4850173,5.9357066,proliferative,proliferative,80.0
-2.54914,9.316101,quiescent,quiescent,0.0
3.3588917,2.526558,intermediate,proliferative,48.0
-0.6767306,2.5354333,intermediate,quiescent,16.0
1.9789683,-0.6672081,intermediate,intermediate,64.0
7.168044,3.0187209,proliferative,proliferative,64.0
8.19903,3.2190666,proliferative,proliferative,80.0
6.466769,8.114901,proliferative,proliferative,80.0
1.7427726,1.2580193,intermediate,intermediate,64.0
6.85168,3.1496015,proliferative,proliferative,80.0
0.52160996,7.481943,intermediate,quiescent,0.0
8.842578,5.5006957,proliferative,proliferative,80.0
0.17379782,3.4333494,intermediate,intermediate,32.0
-0.34728387,6.1343474,intermediate,quiescent,16.0
-2.5583668,12.052973,quiescent,quiescent,0.0
4.6537576,2.611727,proliferative,proliferative,48.0
6.473016,4.8965445,proliferative,proliferative,64.0
-2.0088592,6.8074613,quiescent,quiescent,16.0
2.7312827,5.8417854,intermediate,quiescent,16.0
-1.5255055,6.978139,quiescent,quiescent,16.0
-1.3368653,3.604664,intermediate,intermediate,32.0
-1.9067138,9.680399,quiescent,quiescent,0.0
3.1205816,4.5081935,proliferative,quiescent,32.0
-1.5724039,8.038022,quiescent,quiescent,0.0
1.0851707,2.643435,intermediate,intermediate,48.0
4.9249763,0.16818905,intermediate,proliferative,48.0
1.7237666,5.94629,proliferative,quiescent,16.0
1.6681651,5.0209007,quiescent,intermediate,16.0
2.7237058,2.04637,intermediate,intermediate,32.0
8.8911915,5.8040404,proliferative,proliferative,80.0
1.6737919,1.312079,intermediate,intermediate,48.0
7.3391743,2.3917286,proliferative,proliferative,80.0
6.7978845,6.830361,proliferative,proliferative,80.0
1.2065301,1.5649981,intermediate,intermediate,32.0
2.7662764,-0.7642748,intermediate,intermediate,48.0
6.688124,2.2887218,proliferative,proliferative,80.0
7.410733,3.4842043,proliferative,proliferative,80.0
-2.2926323,6.081254,quiescent,quiescent,16.0
4.6475425,1.9854524,proliferative,proliferative,48.0
1.0019872,2.6742344,intermediate,intermediate,64.0
7.507604,4.3743253,proliferative,proliferative,80.0
0.21430752,6.4791193,proliferative,proliferative,48.0
-0.9097984,7.2002482,quiescent,quiescent,16.0
3.0300794,5.9260955,intermediate,quiescent,16.0
2.0619285,3.1754787,intermediate,intermediate,48.0
-1.8345342,11.135045,quiescent,quiescent,0.0
-0.98346645,8.246114,quiescent,quiescent,0.0
9.100435,6.0897207,proliferative,proliferative,80.0
-2.4139705,11.505136,quiescent,quiescent,16.0
1.1099877,3.518399,quiescent,quiescent,16.0
8.195227,6.116304,proliferative,proliferative,80.0
-1.6535848,5.138534,intermediate,quiescent,16.0
7.898376,3.7229993,proliferative,proliferative,80.0
2.3038476,2.959228,proliferative,intermediate,64.0
-0.52400964,1.7490203,intermediate,intermediate,32.0
0.6933822,1.0611159,intermediate,intermediate,32.0
0.68957365,2.0104115,intermediate,intermediate,48.0
-0.1358598,2.4508095,intermediate,intermediate,16.0
6.5850363,3.6739707,proliferative,proliferative,64.0
7.540384,3.3133793,proliferative,proliferative,80.0
-1.3985626,7.287109,quiescent,quiescent,16.0
-1.1958325,7.1965303,quiescent,quiescent,16.0
-2.4119105,9.533779,quiescent,quiescent,0.0
1.2945714,5.063427,quiescent,quiescent,16.0
3.8175433,1.6298031,intermediate,proliferative,48.0
-1.4773142,8.706234,quiescent,quiescent,0.0
8.520131,8.564565,proliferative,proliferative,80.0
2.857362,3.5934093,proliferative,intermediate,64.0
4.25289,1.7279215,intermediate,proliferative,48.0
6.7790346,8.721208,proliferative,proliferative,80.0
0.40358692,4.546774,intermediate,intermediate,32.0
1.7998848,1.4680787,intermediate,intermediate,48.0
0.93220544,6.6506476,proliferative,quiescent,16.0
-2.0546114,3.5957603,quiescent,intermediate,32.0
7.6423707,5.294065,proliferative,proliferative,80.0
4.737922,3.2485297,proliferative,proliferative,64.0
-1.5277921,8.159461,quiescent,quiescent,0.0
1.8807855,3.0189707,intermediate,intermediate,48.0
3.4578698,1.8586107,intermediate,proliferative,32.0
-1.932186,8.874374,quiescent,quiescent,0.0
-0.6828363,4.9345055,intermediate,quiescent,32.0
4.813628,6.6216626,proliferative,proliferative,80.0
0.41408867,6.4432993,intermediate,quiescent,16.0
3.7461603,2.375828,intermediate,proliferative,64.0
4.88543,-0.37747023,intermediate,proliferative,48.0
-1.167836,9.867904,quiescent,quiescent,0.0
5.34776,2.5648224,proliferative,proliferative,64.0
2.0430999,7.133641,proliferative,quiescent,16.0
2.8468368,3.14555,proliferative,intermediate,64.0
-0.2359408,1.2304603,intermediate,intermediate,32.0
4.1377378,2.2399995,intermediate,proliferative,64.0
-1.2856578,1.5019298,intermediate,intermediate,32.0
-2.4473867,2.9705603,intermediate,intermediate,16.0
-0.2719676,2.0772789,intermediate,intermediate,48.0
8.655023,7.4490166,proliferative,proliferative,80.0
1.6419706,5.935216,intermediate,quiescent,16.0
1.8257433,3.0415447,intermediate,intermediate,48.0
2.628573,2.120282,intermediate,intermediate,32.0
5.364638,1.4179046,proliferative,proliferative,64.0
-0.7517698,7.4716225,quiescent,quiescent,0.0
-0.6361967,5.748784,intermediate,quiescent,16.0
-1.3901241,9.499459,quiescent,quiescent,0.0
-1.1997479,3.6483243,intermediate,intermediate,32.0
8.297445,3.6145966,proliferative,proliferative,80.0
0.66649455,3.7722182,intermediate,intermediate,48.0
6.6663537,4.174329,proliferative,proliferative,80.0
-1.3174167,8.321777,quiescent,quiescent,0.0
1.5522809,2.1409607,intermediate,intermediate,48.0
-0.23027655,7.025416,quiescent,quiescent,0.0
1.9732665,0.8726742,intermediate,intermediate,48.0
8.3362055,6.3483806,proliferative,proliferative,80.0
-0.3385168,5.3213563,quiescent,quiescent,16.0
-0.8737925,8.675757,quiescent,quiescent,0.0
2.3907175,1.8833333,intermediate,intermediate,32.0
1.8025893,0.8464184,intermediate,intermediate,48.0
-2.4892771,12.090658,quiescent,quiescent,0.0
-0.20903593,8.82415,quiescent,quiescent,0.0
-1.5386724,8.547201,quiescent,quiescent,0.0
0.49050635,1.7596585,quiescent,intermediate,64.0
-0.9531574,4.8659477,intermediate,quiescent,16.0
-1.4427152,5.058174,intermediate,quiescent,16.0
7.9440064,2.949852,proliferative,proliferative,64.0
8.924159,4.576534,proliferative,proliferative,80.0
1.2775958,3.0858557,intermediate,intermediate,32.0
-1.5174456,3.138215,intermediate,intermediate,32.0
7.0608215,8.709146,proliferative,proliferative,80.0
8.43001,7.418538,proliferative,proliferative,80.0
-2.1825192,2.4215114,intermediate,quiescent,16.0
7.552601,2.617539,proliferative,proliferative,80.0
-1.6261554,7.2034416,quiescent,quiescent,16.0
2.5966184,4.449647,proliferative,intermediate,80.0
-0.18904409,1.2482032,intermediate,intermediate,32.0
0.21960482,4.9847765,intermediate,quiescent,16.0
0.94285226,2.4251428,intermediate,intermediate,48.0
6.663757,2.5178216,proliferative,proliferative,80.0
-0.4789719,9.368795,quiescent,quiescent,0.0
7.439396,7.246917,proliferative,proliferative,80.0
0.55579275,0.94579774,intermediate,intermediate,48.0
-0.8296373,8.137352,quiescent,quiescent,0.0
-0.6324104,3.711934,intermediate,intermediate,32.0
7.6450086,3.686794,proliferative,proliferative,80.0
3.2847664,1.5116924,intermediate,intermediate,48.0
-1.5355132,10.637503,quiescent,quiescent,0.0
